nSkillID	nLevel	nCoin	nFightPower	nKinContrib	tbAttr
1	188	40000	31500	6000	{{"metal_resist_v",1996,0,0}}
1	189	40000	31700	6000	{{"metal_resist_v",2008,0,0}}
1	190	40000	31900	6000	{{"metal_resist_v",2020,0,0}}
1	191	40000	32100	6000	{{"metal_resist_v",2032,0,0}}
1	192	40000	32300	6000	{{"metal_resist_v",2044,0,0}}
1	193	40000	32500	6000	{{"metal_resist_v",2056,0,0}}
1	194	40000	32700	6000	{{"metal_resist_v",2068,0,0}}
1	195	40000	32900	6000	{{"metal_resist_v",2080,0,0}}
1	196	40000	33100	6000	{{"metal_resist_v",2092,0,0}}
1	197	40000	33300	6000	{{"metal_resist_v",2104,0,0}}
1	198	40000	33500	6000	{{"metal_resist_v",2116,0,0}}
1	199	40000	33700	6000	{{"metal_resist_v",2128,0,0}}
1	200	40000	33900	6000	{{"metal_resist_v",2140,0,0}}
1	201	40000	34100	6000	{{"metal_resist_v",2152,0,0}}
1	202	40000	34300	6000	{{"metal_resist_v",2164,0,0}}
1	203	40000	34500	6000	{{"metal_resist_v",2176,0,0}}
1	204	40000	34700	6000	{{"metal_resist_v",2188,0,0}}
1	205	40000	34900	6000	{{"metal_resist_v",2200,0,0}}
1	206	40000	35100	6000	{{"metal_resist_v",2212,0,0}}
1	207	40000	35300	6000	{{"metal_resist_v",2224,0,0}}
1	208	40000	35500	6000	{{"metal_resist_v",2236,0,0}}
1	209	40000	35700	6000	{{"metal_resist_v",2248,0,0}}
1	210	40000	35900	6000	{{"metal_resist_v",2260,0,0}}
1	211	40000	36100	6000	{{"metal_resist_v",2272,0,0}}
1	212	40000	36300	6000	{{"metal_resist_v",2284,0,0}}
1	213	40000	36500	6000	{{"metal_resist_v",2296,0,0}}
1	214	40000	36700	6000	{{"metal_resist_v",2308,0,0}}
1	215	40000	36900	6000	{{"metal_resist_v",2320,0,0}}
1	216	40000	37100	6000	{{"metal_resist_v",2332,0,0}}
1	217	40000	37300	6000	{{"metal_resist_v",2344,0,0}}
1	218	40000	37500	6000	{{"metal_resist_v",2356,0,0}}
1	219	40000	37700	6000	{{"metal_resist_v",2368,0,0}}
1	220	40000	37900	6000	{{"metal_resist_v",2380,0,0}}
1	221	40000	38100	6000	{{"metal_resist_v",2392,0,0}}
1	222	40000	38300	6000	{{"metal_resist_v",2404,0,0}}
1	223	40000	38500	6000	{{"metal_resist_v",2416,0,0}}
1	224	40000	38700	6000	{{"metal_resist_v",2428,0,0}}
1	225	40000	38900	6000	{{"metal_resist_v",2440,0,0}}
1	226	40000	39100	6000	{{"metal_resist_v",2452,0,0}}
1	227	40000	39300	6000	{{"metal_resist_v",2464,0,0}}
1	228	40000	39500	6000	{{"metal_resist_v",2476,0,0}}
1	229	40000	39700	6000	{{"metal_resist_v",2488,0,0}}
1	230	40000	39900	6000	{{"metal_resist_v",2500,0,0}}
1	231	40000	40100	6000	{{"metal_resist_v",2512,0,0}}
1	232	40000	40300	6000	{{"metal_resist_v",2524,0,0}}
1	233	40000	40500	6000	{{"metal_resist_v",2536,0,0}}
1	234	40000	40700	6000	{{"metal_resist_v",2548,0,0}}
1	235	40000	40900	6000	{{"metal_resist_v",2560,0,0}}
1	236	40000	41100	6000	{{"metal_resist_v",2572,0,0}}
1	237	40000	41300	6000	{{"metal_resist_v",2584,0,0}}
1	238	40000	41500	6000	{{"metal_resist_v",2596,0,0}}
1	239	40000	41700	6000	{{"metal_resist_v",2608,0,0}}
1	240	40000	41900	6000	{{"metal_resist_v",2620,0,0}}
1	241	40000	42100	6000	{{"metal_resist_v",2632,0,0}}
1	242	40000	42300	6000	{{"metal_resist_v",2644,0,0}}
1	243	40000	42500	6000	{{"metal_resist_v",2656,0,0}}
1	244	40000	42700	6000	{{"metal_resist_v",2668,0,0}}
1	245	40000	42900	6000	{{"metal_resist_v",2680,0,0}}
1	246	40000	43100	6000	{{"metal_resist_v",2692,0,0}}
1	247	40000	43300	6000	{{"metal_resist_v",2704,0,0}}
1	248	40000	43500	6000	{{"metal_resist_v",2716,0,0}}
1	249	40000	43700	6000	{{"metal_resist_v",2728,0,0}}
1	250	40000	43900	6000	{{"metal_resist_v",2740,0,0}}
1	251	40000	44100	6000	{{"metal_resist_v",2752,0,0}}
1	252	40000	44300	6000	{{"metal_resist_v",2764,0,0}}
1	253	40000	44500	6000	{{"metal_resist_v",2776,0,0}}
1	254	40000	44700	6000	{{"metal_resist_v",2788,0,0}}
1	255	40000	44900	6000	{{"metal_resist_v",2800,0,0}}
1	256	40000	45100	6000	{{"metal_resist_v",2812,0,0}}
1	257	40000	45300	6000	{{"metal_resist_v",2824,0,0}}
1	258	40000	45500	6000	{{"metal_resist_v",2836,0,0}}
1	259	40000	45700	6000	{{"metal_resist_v",2848,0,0}}
1	260	40000	45900	6000	{{"metal_resist_v",2860,0,0}}
1	261	40000	46100	6000	{{"metal_resist_v",2872,0,0}}
1	262	40000	46300	6000	{{"metal_resist_v",2884,0,0}}
1	263	40000	46500	6000	{{"metal_resist_v",2896,0,0}}
1	264	40000	46700	6000	{{"metal_resist_v",2908,0,0}}
1	265	40000	46900	6000	{{"metal_resist_v",2920,0,0}}
1	266	40000	47100	6000	{{"metal_resist_v",2932,0,0}}
1	267	40000	47300	6000	{{"metal_resist_v",2944,0,0}}
1	268	40000	47500	6000	{{"metal_resist_v",2956,0,0}}
1	269	40000	47700	6000	{{"metal_resist_v",2968,0,0}}
1	270	40000	47900	6000	{{"metal_resist_v",2980,0,0}}
1	271	40000	48100	6000	{{"metal_resist_v",2992,0,0}}
1	272	40000	48300	6000	{{"metal_resist_v",3004,0,0}}
1	273	40000	48500	6000	{{"metal_resist_v",3016,0,0}}
1	274	40000	48700	6000	{{"metal_resist_v",3028,0,0}}
1	275	40000	48900	6000	{{"metal_resist_v",3040,0,0}}
1	276	40000	49100	6000	{{"metal_resist_v",3052,0,0}}
1	277	40000	49300	6000	{{"metal_resist_v",3064,0,0}}
1	278	40000	49500	6000	{{"metal_resist_v",3076,0,0}}
1	279	40000	49700	6000	{{"metal_resist_v",3088,0,0}}
1	280	40000	49900	6000	{{"metal_resist_v",3100,0,0}}
2	1	6000	30	900	{{"wood_resist_v",1,0,0}}
2	2	6000	60	900	{{"wood_resist_v",2,0,0}}
2	3	6000	90	900	{{"wood_resist_v",3,0,0}}
2	4	6000	120	900	{{"wood_resist_v",4,0,0}}
2	5	6000	150	900	{{"wood_resist_v",5,0,0}}
2	6	6000	180	900	{{"wood_resist_v",6,0,0}}
2	7	6000	210	900	{{"wood_resist_v",7,0,0}}
2	8	6000	240	900	{{"wood_resist_v",8,0,0}}
2	9	6000	270	900	{{"wood_resist_v",9,0,0}}
2	10	6000	300	900	{{"wood_resist_v",10,0,0}}
2	11	8000	340	1200	{{"wood_resist_v",11,0,0}}
2	12	8000	380	1200	{{"wood_resist_v",12,0,0}}
2	13	8000	420	1200	{{"wood_resist_v",13,0,0}}
2	14	8000	460	1200	{{"wood_resist_v",14,0,0}}
2	15	8000	500	1200	{{"wood_resist_v",15,0,0}}
2	16	8000	540	1200	{{"wood_resist_v",16,0,0}}
2	17	8000	580	1200	{{"wood_resist_v",17,0,0}}
2	18	8000	620	1200	{{"wood_resist_v",18,0,0}}
2	19	8000	660	1200	{{"wood_resist_v",19,0,0}}
2	20	8000	700	1200	{{"wood_resist_v",20,0,0}}
2	21	12000	760	1800	{{"wood_resist_v",28,0,0}}
2	22	12000	820	1800	{{"wood_resist_v",36,0,0}}
2	23	12000	880	1800	{{"wood_resist_v",44,0,0}}
2	24	12000	940	1800	{{"wood_resist_v",52,0,0}}
2	25	12000	1000	1800	{{"wood_resist_v",60,0,0}}
2	26	12000	1060	1800	{{"wood_resist_v",68,0,0}}
2	27	12000	1120	1800	{{"wood_resist_v",76,0,0}}
2	28	12000	1180	1800	{{"wood_resist_v",84,0,0}}
2	29	12000	1240	1800	{{"wood_resist_v",92,0,0}}
2	30	12000	1300	1800	{{"wood_resist_v",100,0,0}}
2	31	20000	1400	3000	{{"wood_resist_v",109,0,0}}
2	32	20000	1500	3000	{{"wood_resist_v",118,0,0}}
2	33	20000	1600	3000	{{"wood_resist_v",127,0,0}}
2	34	20000	1700	3000	{{"wood_resist_v",136,0,0}}
2	35	20000	1800	3000	{{"wood_resist_v",145,0,0}}
2	36	20000	1900	3000	{{"wood_resist_v",154,0,0}}
2	37	20000	2000	3000	{{"wood_resist_v",163,0,0}}
2	38	20000	2100	3000	{{"wood_resist_v",172,0,0}}
2	39	20000	2200	3000	{{"wood_resist_v",181,0,0}}
2	40	20000	2300	3000	{{"wood_resist_v",190,0,0}}
2	41	32000	2460	4800	{{"wood_resist_v",205,0,0}}
2	42	32000	2620	4800	{{"wood_resist_v",220,0,0}}
2	43	32000	2780	4800	{{"wood_resist_v",235,0,0}}
2	44	32000	2940	4800	{{"wood_resist_v",250,0,0}}
2	45	32000	3100	4800	{{"wood_resist_v",265,0,0}}
2	46	32000	3260	4800	{{"wood_resist_v",280,0,0}}
2	47	32000	3420	4800	{{"wood_resist_v",295,0,0}}
2	48	32000	3580	4800	{{"wood_resist_v",310,0,0}}
2	49	32000	3740	4800	{{"wood_resist_v",325,0,0}}
2	50	32000	3900	4800	{{"wood_resist_v",340,0,0}}
2	51	40000	4100	6000	{{"wood_resist_v",352,0,0}}
2	52	40000	4300	6000	{{"wood_resist_v",364,0,0}}
2	53	40000	4500	6000	{{"wood_resist_v",376,0,0}}
2	54	40000	4700	6000	{{"wood_resist_v",388,0,0}}
2	55	40000	4900	6000	{{"wood_resist_v",400,0,0}}
2	56	40000	5100	6000	{{"wood_resist_v",412,0,0}}
2	57	40000	5300	6000	{{"wood_resist_v",424,0,0}}
2	58	40000	5500	6000	{{"wood_resist_v",436,0,0}}
2	59	40000	5700	6000	{{"wood_resist_v",448,0,0}}
2	60	40000	5900	6000	{{"wood_resist_v",460,0,0}}
2	61	40000	6100	6000	{{"wood_resist_v",472,0,0}}
2	62	40000	6300	6000	{{"wood_resist_v",484,0,0}}
2	63	40000	6500	6000	{{"wood_resist_v",496,0,0}}
2	64	40000	6700	6000	{{"wood_resist_v",508,0,0}}
2	65	40000	6900	6000	{{"wood_resist_v",520,0,0}}
2	66	40000	7100	6000	{{"wood_resist_v",532,0,0}}
2	67	40000	7300	6000	{{"wood_resist_v",544,0,0}}
2	68	40000	7500	6000	{{"wood_resist_v",556,0,0}}
2	69	40000	7700	6000	{{"wood_resist_v",568,0,0}}
2	70	40000	7900	6000	{{"wood_resist_v",580,0,0}}
2	71	40000	8100	6000	{{"wood_resist_v",592,0,0}}
2	72	40000	8300	6000	{{"wood_resist_v",604,0,0}}
2	73	40000	8500	6000	{{"wood_resist_v",616,0,0}}
2	74	40000	8700	6000	{{"wood_resist_v",628,0,0}}
2	75	40000	8900	6000	{{"wood_resist_v",640,0,0}}
2	76	40000	9100	6000	{{"wood_resist_v",652,0,0}}
2	77	40000	9300	6000	{{"wood_resist_v",664,0,0}}
2	78	40000	9500	6000	{{"wood_resist_v",676,0,0}}
2	79	40000	9700	6000	{{"wood_resist_v",688,0,0}}
2	80	40000	9900	6000	{{"wood_resist_v",700,0,0}}
2	81	40000	10100	6000	{{"wood_resist_v",712,0,0}}
2	82	40000	10300	6000	{{"wood_resist_v",724,0,0}}
2	83	40000	10500	6000	{{"wood_resist_v",736,0,0}}
2	84	40000	10700	6000	{{"wood_resist_v",748,0,0}}
2	85	40000	10900	6000	{{"wood_resist_v",760,0,0}}
2	86	40000	11100	6000	{{"wood_resist_v",772,0,0}}
2	87	40000	11300	6000	{{"wood_resist_v",784,0,0}}
2	88	40000	11500	6000	{{"wood_resist_v",796,0,0}}
2	89	40000	11700	6000	{{"wood_resist_v",808,0,0}}
2	90	40000	11900	6000	{{"wood_resist_v",820,0,0}}
2	91	40000	12100	6000	{{"wood_resist_v",832,0,0}}
2	92	40000	12300	6000	{{"wood_resist_v",844,0,0}}
2	93	40000	12500	6000	{{"wood_resist_v",856,0,0}}
2	94	40000	12700	6000	{{"wood_resist_v",868,0,0}}
2	95	40000	12900	6000	{{"wood_resist_v",880,0,0}}
2	96	40000	13100	6000	{{"wood_resist_v",892,0,0}}
2	97	40000	13300	6000	{{"wood_resist_v",904,0,0}}
2	98	40000	13500	6000	{{"wood_resist_v",916,0,0}}
2	99	40000	13700	6000	{{"wood_resist_v",928,0,0}}
2	100	40000	13900	6000	{{"wood_resist_v",940,0,0}}
2	101	40000	14100	6000	{{"wood_resist_v",952,0,0}}
2	102	40000	14300	6000	{{"wood_resist_v",964,0,0}}
2	103	40000	14500	6000	{{"wood_resist_v",976,0,0}}
2	104	40000	14700	6000	{{"wood_resist_v",988,0,0}}
2	105	40000	14900	6000	{{"wood_resist_v",1000,0,0}}
2	106	40000	15100	6000	{{"wood_resist_v",1012,0,0}}
2	107	40000	15300	6000	{{"wood_resist_v",1024,0,0}}
2	108	40000	15500	6000	{{"wood_resist_v",1036,0,0}}
2	109	40000	15700	6000	{{"wood_resist_v",1048,0,0}}
2	110	40000	15900	6000	{{"wood_resist_v",1060,0,0}}
2	111	40000	16100	6000	{{"wood_resist_v",1072,0,0}}
2	112	40000	16300	6000	{{"wood_resist_v",1084,0,0}}
2	113	40000	16500	6000	{{"wood_resist_v",1096,0,0}}
2	114	40000	16700	6000	{{"wood_resist_v",1108,0,0}}
2	115	40000	16900	6000	{{"wood_resist_v",1120,0,0}}
2	116	40000	17100	6000	{{"wood_resist_v",1132,0,0}}
2	117	40000	17300	6000	{{"wood_resist_v",1144,0,0}}
2	118	40000	17500	6000	{{"wood_resist_v",1156,0,0}}
2	119	40000	17700	6000	{{"wood_resist_v",1168,0,0}}
2	120	40000	17900	6000	{{"wood_resist_v",1180,0,0}}
2	121	40000	18100	6000	{{"wood_resist_v",1192,0,0}}
2	122	40000	18300	6000	{{"wood_resist_v",1204,0,0}}
2	123	40000	18500	6000	{{"wood_resist_v",1216,0,0}}
2	124	40000	18700	6000	{{"wood_resist_v",1228,0,0}}
2	125	40000	18900	6000	{{"wood_resist_v",1240,0,0}}
2	126	40000	19100	6000	{{"wood_resist_v",1252,0,0}}
2	127	40000	19300	6000	{{"wood_resist_v",1264,0,0}}
2	128	40000	19500	6000	{{"wood_resist_v",1276,0,0}}
2	129	40000	19700	6000	{{"wood_resist_v",1288,0,0}}
2	130	40000	19900	6000	{{"wood_resist_v",1300,0,0}}
2	131	40000	20100	6000	{{"wood_resist_v",1312,0,0}}
2	132	40000	20300	6000	{{"wood_resist_v",1324,0,0}}
2	133	40000	20500	6000	{{"wood_resist_v",1336,0,0}}
2	134	40000	20700	6000	{{"wood_resist_v",1348,0,0}}
2	135	40000	20900	6000	{{"wood_resist_v",1360,0,0}}
2	136	40000	21100	6000	{{"wood_resist_v",1372,0,0}}
2	137	40000	21300	6000	{{"wood_resist_v",1384,0,0}}
2	138	40000	21500	6000	{{"wood_resist_v",1396,0,0}}
2	139	40000	21700	6000	{{"wood_resist_v",1408,0,0}}
2	140	40000	21900	6000	{{"wood_resist_v",1420,0,0}}
2	141	40000	22100	6000	{{"wood_resist_v",1432,0,0}}
2	142	40000	22300	6000	{{"wood_resist_v",1444,0,0}}
2	143	40000	22500	6000	{{"wood_resist_v",1456,0,0}}
2	144	40000	22700	6000	{{"wood_resist_v",1468,0,0}}
2	145	40000	22900	6000	{{"wood_resist_v",1480,0,0}}
2	146	40000	23100	6000	{{"wood_resist_v",1492,0,0}}
2	147	40000	23300	6000	{{"wood_resist_v",1504,0,0}}
2	148	40000	23500	6000	{{"wood_resist_v",1516,0,0}}
2	149	40000	23700	6000	{{"wood_resist_v",1528,0,0}}
2	150	40000	23900	6000	{{"wood_resist_v",1540,0,0}}
