NpcName	ShowName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
<i18n=24712>		12266	120		81613	71061	0	0	191	-1	0	0				
<i18n=24712>		12266	120		83025	71079	0	0	191	-1	0	0				
<i18n=24712>		12266	120		84278	69322	0	0	191	-1	0	0				
<i18n=24712>		12266	120		83001	69343	0	0	191	-1	0	0				
<i18n=24712>		12266	120		81604	69361	0	0	191	-1	0	0				
<i18n=24712>		12266	120		80308	69423	0	0	191	-1	0	0				
<i18n=24712>		12266	120		78938	69348	0	0	191	-1	0	0				
<i18n=24712>		12266	120		78901	67459	0	0	191	-1	0	0				
<i18n=24712>		12266	120		80323	67500	0	0	191	-1	0	0				
<i18n=24712>		12266	120		81623	67603	0	0	191	-1	0	0				
<i18n=24712>		12266	120		82992	67582	0	0	191	-1	0	0				
<i18n=24712>		12266	120		84284	67539	0	0	191	-1	0	0				
<i18n=24712>		12266	120		84300	65873	0	0	191	-1	0	0				
<i18n=24712>		12266	120		82990	65881	0	0	191	-1	0	0				
<i18n=24712>		12266	120		81583	65890	0	0	191	-1	0	0				
<i18n=24712>		12266	120		80291	65776	0	0	191	-1	0	0				
<i18n=24712>		12266	120		78936	65638	0	0	191	-1	0	0				
<i18n=24712>		12266	120		80289	64157	0	0	191	-1	0	0				
<i18n=24712>		12266	120		81600	64159	0	0	191	-1	0	0				
<i18n=24712>		12266	120		83013	64129	0	0	191	-1	0	0				
<i18n=24712>		12266	120		64093	67963	0	0	191	-1	0	0				
<i18n=24712>		12266	120		65427	67966	0	0	191	-1	0	0				
<i18n=24712>		12266	120		66839	67984	0	0	191	-1	0	0				
<i18n=24712>		12266	120		68092	66227	0	0	191	-1	0	0				
<i18n=24712>		12266	120		66815	66248	0	0	191	-1	0	0				
<i18n=24712>		12266	120		65418	66266	0	0	191	-1	0	0				
<i18n=24712>		12266	120		64122	66328	0	0	191	-1	0	0				
<i18n=24712>		12266	120		62752	66253	0	0	191	-1	0	0				
<i18n=24712>		12266	120		62715	64364	0	0	191	-1	0	0				
<i18n=24712>		12266	120		64137	64405	0	0	191	-1	0	0				
<i18n=24712>		12266	120		65437	64508	0	0	191	-1	0	0				
<i18n=24712>		12266	120		66806	64487	0	0	191	-1	0	0				
<i18n=24712>		12266	120		68098	64444	0	0	191	-1	0	0				
<i18n=24712>		12266	120		68114	62778	0	0	191	-1	0	0				
<i18n=24712>		12266	120		66804	62786	0	0	191	-1	0	0				
<i18n=24712>		12266	120		65397	62795	0	0	191	-1	0	0				
<i18n=24712>		12266	120		64105	62681	0	0	191	-1	0	0				
<i18n=24712>		12266	120		62750	62543	0	0	191	-1	0	0				
<i18n=24712>		12266	120		64103	61062	0	0	191	-1	0	0				
<i18n=24712>		12266	120		65414	61064	0	0	191	-1	0	0				
<i18n=24712>		12266	120		66827	61034	0	0	191	-1	0	0				
<i18n=24716>		12267	120		67908	45168	0	0	191	-1	0	0				
<i18n=24716>		12267	120		69238	45182	0	0	191	-1	0	0				
<i18n=24716>		12267	120		70632	45174	0	0	191	-1	0	0				
<i18n=24716>		12267	120		71952	43434	0	0	191	-1	0	0				
<i18n=24716>		12267	120		70640	43431	0	0	191	-1	0	0				
<i18n=24716>		12267	120		69296	43424	0	0	191	-1	0	0				
<i18n=24716>		12267	120		67967	43375	0	0	191	-1	0	0				
<i18n=24716>		12267	120		66886	43401	0	0	191	-1	0	0				
<i18n=24716>		12267	120		66913	41562	0	0	191	-1	0	0				
<i18n=24716>		12267	120		68031	41652	0	0	191	-1	0	0				
<i18n=24716>		12267	120		69310	41575	0	0	191	-1	0	0				
<i18n=24716>		12267	120		70697	41578	0	0	191	-1	0	0				
<i18n=24716>		12267	120		71967	41639	0	0	191	-1	0	0				
<i18n=24716>		12267	120		71975	39857	0	0	191	-1	0	0				
<i18n=24716>		12267	120		70727	39944	0	0	191	-1	0	0				
<i18n=24716>		12267	120		69409	39952	0	0	191	-1	0	0				
<i18n=24716>		12267	120		68086	39977	0	0	191	-1	0	0				
<i18n=24716>		12267	120		66922	39961	0	0	191	-1	0	0				
<i18n=24716>		12267	120		68065	38326	0	0	191	-1	0	0				
<i18n=24716>		12267	120		69427	38269	0	0	191	-1	0	0				
<i18n=24716>		12267	120		70725	38240	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56238	44860	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57568	44874	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58962	44866	0	0	191	-1	0	0				
<i18n=24716>		12267	120		60282	43126	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58970	43123	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57626	43116	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56297	43067	0	0	191	-1	0	0				
<i18n=24716>		12267	120		55216	43093	0	0	191	-1	0	0				
<i18n=24716>		12267	120		55243	41254	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56361	41344	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57640	41267	0	0	191	-1	0	0				
<i18n=24716>		12267	120		59027	41270	0	0	191	-1	0	0				
<i18n=24716>		12267	120		60297	41331	0	0	191	-1	0	0				
<i18n=24716>		12267	120		60305	39549	0	0	191	-1	0	0				
<i18n=24716>		12267	120		59057	39636	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57739	39644	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56416	39669	0	0	191	-1	0	0				
<i18n=24716>		12267	120		55252	39653	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56395	38018	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57757	37961	0	0	191	-1	0	0				
<i18n=24716>		12267	120		59055	37932	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57259	32339	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58589	32353	0	0	191	-1	0	0				
<i18n=24716>		12267	120		59983	32345	0	0	191	-1	0	0				
<i18n=24716>		12267	120		61303	30605	0	0	191	-1	0	0				
<i18n=24716>		12267	120		59991	30602	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58647	30595	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57318	30546	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56237	30572	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56264	28733	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57382	28823	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58661	28746	0	0	191	-1	0	0				
<i18n=24716>		12267	120		60048	28749	0	0	191	-1	0	0				
<i18n=24716>		12267	120		61318	28810	0	0	191	-1	0	0				
<i18n=24716>		12267	120		61326	27028	0	0	191	-1	0	0				
<i18n=24716>		12267	120		60078	27115	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58760	27123	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57437	27148	0	0	191	-1	0	0				
<i18n=24716>		12267	120		56273	27132	0	0	191	-1	0	0				
<i18n=24716>		12267	120		57416	25497	0	0	191	-1	0	0				
<i18n=24716>		12267	120		58778	25440	0	0	191	-1	0	0				
<i18n=24716>		12267	120		60076	25411	0	0	191	-1	0	0				
<i18n=24716>		12267	120		43807	32848	0	0	191	-1	0	0				
<i18n=24716>		12267	120		45137	32862	0	0	191	-1	0	0				
<i18n=24716>		12267	120		46531	32854	0	0	191	-1	0	0				
<i18n=24716>		12267	120		47851	31114	0	0	191	-1	0	0				
<i18n=24716>		12267	120		46539	31111	0	0	191	-1	0	0				
<i18n=24716>		12267	120		45195	31104	0	0	191	-1	0	0				
<i18n=24716>		12267	120		43866	31055	0	0	191	-1	0	0				
<i18n=24716>		12267	120		42785	31081	0	0	191	-1	0	0				
<i18n=24716>		12267	120		42812	29242	0	0	191	-1	0	0				
<i18n=24716>		12267	120		43930	29332	0	0	191	-1	0	0				
<i18n=24716>		12267	120		45209	29255	0	0	191	-1	0	0				
<i18n=24716>		12267	120		46596	29258	0	0	191	-1	0	0				
<i18n=24716>		12267	120		47866	29319	0	0	191	-1	0	0				
<i18n=24716>		12267	120		47874	27537	0	0	191	-1	0	0				
<i18n=24716>		12267	120		46626	27624	0	0	191	-1	0	0				
<i18n=24716>		12267	120		45308	27632	0	0	191	-1	0	0				
<i18n=24716>		12267	120		43985	27657	0	0	191	-1	0	0				
<i18n=24716>		12267	120		42821	27641	0	0	191	-1	0	0				
<i18n=24716>		12267	120		43964	26006	0	0	191	-1	0	0				
<i18n=24716>		12267	120		45326	25949	0	0	191	-1	0	0				
<i18n=24716>		12267	120		46624	25920	0	0	191	-1	0	0				
<i18n=24716>		12267	120		31525	53501	0	0	191	-1	0	0				
<i18n=24716>		12267	120		32855	53515	0	0	191	-1	0	0				
<i18n=24716>		12267	120		34249	53507	0	0	191	-1	0	0				
<i18n=24716>		12267	120		35569	51767	0	0	191	-1	0	0				
<i18n=24716>		12267	120		34257	51764	0	0	191	-1	0	0				
<i18n=24716>		12267	120		32913	51757	0	0	191	-1	0	0				
<i18n=24716>		12267	120		31584	51708	0	0	191	-1	0	0				
<i18n=24716>		12267	120		30503	51734	0	0	191	-1	0	0				
<i18n=24716>		12267	120		30530	49895	0	0	191	-1	0	0				
<i18n=24716>		12267	120		31648	49985	0	0	191	-1	0	0				
<i18n=24716>		12267	120		32927	49908	0	0	191	-1	0	0				
<i18n=24716>		12267	120		34314	49911	0	0	191	-1	0	0				
<i18n=24716>		12267	120		35584	49972	0	0	191	-1	0	0				
<i18n=24716>		12267	120		35592	48190	0	0	191	-1	0	0				
<i18n=24716>		12267	120		34344	48277	0	0	191	-1	0	0				
<i18n=24716>		12267	120		33026	48285	0	0	191	-1	0	0				
<i18n=24716>		12267	120		31703	48310	0	0	191	-1	0	0				
<i18n=24716>		12267	120		30539	48294	0	0	191	-1	0	0				
<i18n=24716>		12267	120		31682	46659	0	0	191	-1	0	0				
<i18n=24716>		12267	120		33044	46602	0	0	191	-1	0	0				
<i18n=24716>		12267	120		34342	46573	0	0	191	-1	0	0				
<i18n=24716>		12267	120		22683	63734	0	0	191	-1	0	0				
<i18n=24716>		12267	120		24013	63748	0	0	191	-1	0	0				
<i18n=24716>		12267	120		25407	63740	0	0	191	-1	0	0				
<i18n=24716>		12267	120		26727	62000	0	0	191	-1	0	0				
<i18n=24716>		12267	120		25415	61997	0	0	191	-1	0	0				
<i18n=24716>		12267	120		24071	61990	0	0	191	-1	0	0				
<i18n=24716>		12267	120		22742	61941	0	0	191	-1	0	0				
<i18n=24716>		12267	120		26721	56809	0	0	191	-1	0	0				
<i18n=24716>		12267	120		21688	60128	0	0	191	-1	0	0				
<i18n=24716>		12267	120		22806	60218	0	0	191	-1	0	0				
<i18n=24716>		12267	120		24085	60141	0	0	191	-1	0	0				
<i18n=24716>		12267	120		25472	60144	0	0	191	-1	0	0				
<i18n=24716>		12267	120		26742	60205	0	0	191	-1	0	0				
<i18n=24716>		12267	120		26750	58423	0	0	191	-1	0	0				
<i18n=24716>		12267	120		25502	58510	0	0	191	-1	0	0				
<i18n=24716>		12267	120		24184	58518	0	0	191	-1	0	0				
<i18n=24716>		12267	120		22861	58543	0	0	191	-1	0	0				
<i18n=24716>		12267	120		21697	58527	0	0	191	-1	0	0				
<i18n=24716>		12267	120		22840	56892	0	0	191	-1	0	0				
<i18n=24716>		12267	120		24202	56835	0	0	191	-1	0	0				
<i18n=24716>		12267	120		25500	56806	0	0	191	-1	0	0				
<i18n=24715>		12268	120		32114	109120	0	0	191	-1	0	0				
<i18n=24715>		12268	120		33313	109136	0	0	191	-1	0	0				
<i18n=24715>		12268	120		34473	109049	0	0	191	-1	0	0				
<i18n=24715>		12268	120		35592	107619	0	0	191	-1	0	0				
<i18n=24715>		12268	120		34508	107608	0	0	191	-1	0	0				
<i18n=24715>		12268	120		33288	107603	0	0	191	-1	0	0				
<i18n=24715>		12268	120		32106	107618	0	0	191	-1	0	0				
<i18n=24715>		12268	120		31020	107619	0	0	191	-1	0	0				
<i18n=24715>		12268	120		31071	105786	0	0	191	-1	0	0				
<i18n=24715>		12268	120		32119	105753	0	0	191	-1	0	0				
<i18n=24715>		12268	120		33295	105695	0	0	191	-1	0	0				
<i18n=24715>		12268	120		34469	105739	0	0	191	-1	0	0				
<i18n=24715>		12268	120		35521	105653	0	0	191	-1	0	0				
<i18n=24715>		12268	120		35511	103731	0	0	191	-1	0	0				
<i18n=24715>		12268	120		34473	103794	0	0	191	-1	0	0				
<i18n=24715>		12268	120		33314	103811	0	0	191	-1	0	0				
<i18n=24715>		12268	120		32106	103801	0	0	191	-1	0	0				
<i18n=24715>		12268	120		31040	103748	0	0	191	-1	0	0				
<i18n=24715>		12268	120		32145	102322	0	0	191	-1	0	0				
<i18n=24715>		12268	120		33332	102308	0	0	191	-1	0	0				
<i18n=24715>		12268	120		34489	102310	0	0	191	-1	0	0				
<i18n=24715>		12268	120		49578	100937	0	0	191	-1	0	0				
<i18n=24715>		12268	120		50777	100953	0	0	191	-1	0	0				
<i18n=24715>		12268	120		51937	100866	0	0	191	-1	0	0				
<i18n=24715>		12268	120		53056	99436	0	0	191	-1	0	0				
<i18n=24715>		12268	120		51972	99425	0	0	191	-1	0	0				
<i18n=24715>		12268	120		50752	99420	0	0	191	-1	0	0				
<i18n=24715>		12268	120		49570	99435	0	0	191	-1	0	0				
<i18n=24715>		12268	120		48484	99436	0	0	191	-1	0	0				
<i18n=24715>		12268	120		48535	97603	0	0	191	-1	0	0				
<i18n=24715>		12268	120		49583	97570	0	0	191	-1	0	0				
<i18n=24715>		12268	120		50759	97512	0	0	191	-1	0	0				
<i18n=24715>		12268	120		51933	97556	0	0	191	-1	0	0				
<i18n=24715>		12268	120		52985	97470	0	0	191	-1	0	0				
<i18n=24715>		12268	120		52975	95548	0	0	191	-1	0	0				
<i18n=24715>		12268	120		51937	95611	0	0	191	-1	0	0				
<i18n=24715>		12268	120		50778	95628	0	0	191	-1	0	0				
<i18n=24715>		12268	120		49570	95618	0	0	191	-1	0	0				
<i18n=24715>		12268	120		48504	95565	0	0	191	-1	0	0				
<i18n=24715>		12268	120		49609	94139	0	0	191	-1	0	0				
<i18n=24715>		12268	120		50796	94125	0	0	191	-1	0	0				
<i18n=24715>		12268	120		51953	94127	0	0	191	-1	0	0				
<i18n=24715>		12268	120		41132	92867	0	0	191	-1	0	0				
<i18n=24715>		12268	120		42331	92883	0	0	191	-1	0	0				
<i18n=24715>		12268	120		43491	92796	0	0	191	-1	0	0				
<i18n=24715>		12268	120		44610	91366	0	0	191	-1	0	0				
<i18n=24715>		12268	120		43526	91355	0	0	191	-1	0	0				
<i18n=24715>		12268	120		42306	91350	0	0	191	-1	0	0				
<i18n=24715>		12268	120		41124	91365	0	0	191	-1	0	0				
<i18n=24715>		12268	120		40038	91366	0	0	191	-1	0	0				
<i18n=24715>		12268	120		40089	89533	0	0	191	-1	0	0				
<i18n=24715>		12268	120		41137	89500	0	0	191	-1	0	0				
<i18n=24715>		12268	120		42313	89442	0	0	191	-1	0	0				
<i18n=24715>		12268	120		43487	89486	0	0	191	-1	0	0				
<i18n=24715>		12268	120		44539	89400	0	0	191	-1	0	0				
<i18n=24715>		12268	120		44529	87478	0	0	191	-1	0	0				
<i18n=24715>		12268	120		43504	87541	0	0	191	-1	0	0				
<i18n=24715>		12268	120		42345	87558	0	0	191	-1	0	0				
<i18n=24715>		12268	120		41137	87548	0	0	191	-1	0	0				
<i18n=24715>		12268	120		40071	87495	0	0	191	-1	0	0				
<i18n=24715>		12268	120		41163	86069	0	0	191	-1	0	0				
<i18n=24715>		12268	120		42350	86028	0	0	191	-1	0	0				
<i18n=24715>		12268	120		43507	86030	0	0	191	-1	0	0				
<i18n=24715>		12268	120		18268	82893	0	0	191	-1	0	0				
<i18n=24715>		12268	120		19467	82909	0	0	191	-1	0	0				
<i18n=24715>		12268	120		20627	82822	0	0	191	-1	0	0				
<i18n=24715>		12268	120		21746	81392	0	0	191	-1	0	0				
<i18n=24715>		12268	120		20662	81381	0	0	191	-1	0	0				
<i18n=24715>		12268	120		19442	81376	0	0	191	-1	0	0				
<i18n=24715>		12268	120		18260	81391	0	0	191	-1	0	0				
<i18n=24715>		12268	120		17174	81392	0	0	191	-1	0	0				
<i18n=24715>		12268	120		17225	79559	0	0	191	-1	0	0				
<i18n=24715>		12268	120		18273	79526	0	0	191	-1	0	0				
<i18n=24715>		12268	120		19449	79468	0	0	191	-1	0	0				
<i18n=24715>		12268	120		20623	79512	0	0	191	-1	0	0				
<i18n=24715>		12268	120		21675	79426	0	0	191	-1	0	0				
<i18n=24715>		12268	120		21665	77504	0	0	191	-1	0	0				
<i18n=24715>		12268	120		20640	77567	0	0	191	-1	0	0				
<i18n=24715>		12268	120		19481	77584	0	0	191	-1	0	0				
<i18n=24715>		12268	120		18273	77574	0	0	191	-1	0	0				
<i18n=24715>		12268	120		17207	77521	0	0	191	-1	0	0				
<i18n=24715>		12268	120		18299	76095	0	0	191	-1	0	0				
<i18n=24715>		12268	120		19486	76054	0	0	191	-1	0	0				
<i18n=24715>		12268	120		20643	76056	0	0	191	-1	0	0				
