nId	szShopType	nItemId	nSeries	bBind	szPrevWareId	szOpenTimeStr	szEndTimeStr	nLimitRule	szLimitParam	nPrice	szCurrencyType	szItemType	szOpenTimeFrame	szEndTimeFrame	szTimeFrame1	szTimeFrame2	nMonthCardLimit	nOfficialLimit
320	Repute	3186	4	0				0		0	Coin						0	0
321	Repute	3182	5	0				0		0	Coin						0	0
322	Repute	3183	5	0				0		0	Coin						0	0
323	Repute	3184	5	0				0		0	Coin						0	0
324	Repute	3185	5	0				0		0	Coin						0	0
325	Repute	3186	5	0				0		0	Coin						0	0
326	Repute	3192	1	0				0		0	Coin						0	0
327	Repute	3193	1	0				0		0	Coin						0	0
328	Repute	3194	1	0				0		0	Coin						0	0
329	Repute	3195	1	0				0		0	Coin						0	0
330	Repute	3196	1	0				0		0	Coin						0	0
331	Repute	3192	2	0				0		0	Coin						0	0
332	Repute	3193	2	0				0		0	Coin						0	0
333	Repute	3194	2	0				0		0	Coin						0	0
334	Repute	3195	2	0				0		0	Coin						0	0
335	Repute	3196	2	0				0		0	Coin						0	0
336	Repute	3192	3	0				0		0	Coin						0	0
337	Repute	3193	3	0				0		0	Coin						0	0
338	Repute	3194	3	0				0		0	Coin						0	0
339	Repute	3195	3	0				0		0	Coin						0	0
340	Repute	3196	3	0				0		0	Coin						0	0
341	Repute	3192	4	0				0		0	Coin						0	0
342	Repute	3193	4	0				0		0	Coin						0	0
343	Repute	3194	4	0				0		0	Coin						0	0
344	Repute	3195	4	0				0		0	Coin						0	0
345	Repute	3196	4	0				0		0	Coin						0	0
346	Repute	3192	5	0				0		0	Coin						0	0
347	Repute	3193	5	0				0		0	Coin						0	0
348	Repute	3194	5	0				0		0	Coin						0	0
349	Repute	3195	5	0				0		0	Coin						0	0
350	Repute	3196	5	0				0		0	Coin						0	0
351	Repute	3202	1	0				0		0	Coin						0	0
352	Repute	3203	1	0				0		0	Coin						0	0
353	Repute	3204	1	0				0		0	Coin						0	0
354	Repute	3205	1	0				0		0	Coin						0	0
355	Repute	3206	1	0				0		0	Coin						0	0
356	Repute	3202	2	0				0		0	Coin						0	0
357	Repute	3203	2	0				0		0	Coin						0	0
358	Repute	3204	2	0				0		0	Coin						0	0
359	Repute	3205	2	0				0		0	Coin						0	0
360	Repute	3206	2	0				0		0	Coin						0	0
361	Repute	3202	3	0				0		0	Coin						0	0
362	Repute	3203	3	0				0		0	Coin						0	0
363	Repute	3204	3	0				0		0	Coin						0	0
364	Repute	3205	3	0				0		0	Coin						0	0
365	Repute	3206	3	0				0		0	Coin						0	0
366	Repute	3202	4	0				0		0	Coin						0	0
367	Repute	3203	4	0				0		0	Coin						0	0
368	Repute	3204	4	0				0		0	Coin						0	0
369	Npc	3205	4	0				0		0	Coin						0	0
370	Npc	3206	4	0				0		0	Coin						0	0
371	Npc	3202	5	0				0		0	Coin						0	0
372	Npc	3203	5	0				0		0	Coin						0	0
373	Npc	3204	5	0				0		0	Coin						0	0
374	Stone	3205	5	0				0		0	Coin						0	0
375	Stone	3206	5	0				0		0	Coin						0	0
376	Stone	3304	1	0				0		0	Coin						0	0
377	Stone	3305	1	0				0		0	Coin						0	0
378	Stone	3306	1	0				0		0	Coin						0	0
379	Stone	3307	1	0				0		0	Coin						0	0
380	Stone	3308	1	0				0		0	Coin						0	0
381	Npc	3304	2	0				0		0	Coin						0	0
382	Npc	3305	2	0				0		0	Coin						0	0
383	Npc	3306	2	0				0		0	Coin						0	0
384	Npc	3307	2	0				0		0	Coin						0	0
385	Npc	3308	2	0				0		0	Coin						0	0
386	Npc	3304	3	0				0		0	Coin						0	0
387	Npc	3305	3	0				0		0	Coin						0	0
388	Npc	3306	3	0				0		0	Coin						0	0
389	Npc	3307	3	0				0		0	Coin						0	0
390	Npc	3308	3	0				0		0	Coin						0	0
391	Npc	3304	4	0				0		0	Coin						0	0
392	Npc	3305	4	0				0		0	Coin						0	0
393	Npc	3306	4	0				0		0	Coin						0	0
394	Npc	3307	4	0				0		0	Coin						0	0
395	Npc	3308	4	0				0		0	Coin						0	0
396	Npc	3304	5	0				0		0	Coin						0	0
397	Npc	3305	5	0				0		0	Coin						0	0
398	HunShi	3306	5	0				0		0	Coin						0	0
399	HunShi	3307	5	0				0		0	Coin						0	0
400	HunShi	3308	5	0				0		0	Coin						0	0
401	HunShi	3314	1	0				0		0	Coin						0	0
402	HunShi	3315	1	0				0		0	Coin						0	0
403	HunShi	3316	1	0				0		0	Coin						0	0
404	HunShi	3317	1	0				0		0	Coin						0	0
405	HunShi	3318	1	0				0		0	Coin						0	0
406	HunShi	3314	2	0				0		0	Coin						0	0
407	HunShi	3315	2	0				0		0	Coin						0	0
408	HunShi	3316	2	0				0		0	Coin						0	0
409	HunShi	3317	2	0				0		0	Coin						0	0
410	Npc	3318	2	0				0		0	Coin						0	0
411	Npc	3314	3	0				0		0	Coin						0	0
412	ShiTu	3315	3	0				0		0	Coin						0	0
413	Npc	3316	3	0				0		0	Coin						0	0
414	Npc	3317	3	0				0		0	Coin						0	0
415	Npc	3318	3	0				0		0	Coin						0	0
416	Npc	3314	4	0				0		0	Coin						0	0
417	Npc	3315	4	0				0		0	Coin						0	0
418	Npc	3316	4	0				0		0	Coin						0	0
419	Npc	3317	4	0				0		0	Coin						0	0
420	Npc	3318	4	0				0		0	Coin						0	0
421	Npc	3314	5	0				0		0	Coin						0	0
422	Npc	3315	5	0				0		0	Coin						0	0
423	Npc	3316	5	0				0		0	Coin						0	0
424	Npc	3317	5	0				0		0	Coin						0	0
425	Npc	3318	5	0				0		0	Coin						0	0
426	Npc	3212	1	0				0		0	Coin						0	0
427	Npc	3213	1	0				0		0	Coin						0	0
428	Npc	3214	1	0				0		0	Coin						0	0
429	Npc	3215	1	0				0		0	Coin						0	0
430	Npc	3216	1	0				0		0	Coin						0	0
431	Npc	3212	2	0				0		0	Coin						0	0
432	Npc	3213	2	0				0		0	Coin						0	0
433	Npc	3214	2	0				0		0	Coin						0	0
434	Npc	3215	2	0				0		0	Coin						0	0
435	Npc	3216	2	0				0		0	Coin						0	0
436	Npc	3212	3	0				0		0	Coin						0	0
437	Npc	3213	3	0				0		0	Coin						0	0
438	Npc	3214	3	0				0		0	Coin						0	0
439	Npc	3215	3	0				0		0	Coin						0	0
440	Npc	3216	3	0				0		0	Coin						0	0
441	Npc	3212	4	0				0		0	Coin						0	0
442	Npc	3213	4	0				0		0	Coin						0	0
443	Npc	3214	4	0				0		0	Coin						0	0
444	Npc	3215	4	0				0		0	Coin						0	0
445	Npc	3216	4	0				0		0	Coin						0	0
446	Npc	3212	5	0				0		0	Coin						0	0
447	Npc	3213	5	0				0		0	Coin						0	0
448	Npc	3214	5	0				0		0	Coin						0	0
449	Npc	3215	5	0				0		0	Coin						0	0
450	Npc	3216	5	0				0		0	Coin						0	0
451	Npc	3222	1	0				0		0	Coin						0	0
452	Npc	3223	1	0				0		0	Coin						0	0
453	Npc	3224	1	0				0		0	Coin						0	0
454	Npc	3225	1	0				0		0	Coin						0	0
455	Npc	3226	1	0				0		0	Coin						0	0
456	Npc	3222	2	0				0		0	Coin						0	0
457	Npc	3223	2	0				0		0	Coin						0	0
458	Npc	3224	2	0				0		0	Coin						0	0
459	Npc	3225	2	0				0		0	Coin						0	0
460	Npc	3226	2	0				0		0	Coin						0	0
461	Npc	3222	3	0				0		0	Coin						0	0
462	Npc	3223	3	0				0		0	Coin						0	0
463	Npc	3224	3	0				0		0	Coin						0	0
464	ShiTu	3225	3	0				0		0	Coin						0	0
465	ShiTu	3226	3	0				0		0	Coin						0	0
466	ShiTu	3222	4	0				0		0	Coin						0	0
467	ShiTu	3223	4	0				0		0	Coin						0	0
468	ShiTu	3224	4	0				0		0	Coin						0	0
469	ShiTu	3225	4	0				0		0	Coin						0	0
470	Npc	3226	4	0				0		0	Coin						0	0
471	Npc	3222	5	0				0		0	Coin						0	0
472	Npc	3223	5	0				0		0	Coin						0	0
473	Npc	3224	5	0				0		0	Coin						0	0
474	Npc	3225	5	0				0		0	Coin						0	0
475	Npc	3226	5	0				0		0	Coin						0	0
476	Npc	3399	1	0				0		0	Coin						0	0
477	Npc	3400	1	0				0		0	Coin						0	0
478	Npc	3401	1	0				0		0	Coin						0	0
479	Npc	3402	1	0				0		0	Coin						0	0
480	Repute	3403	1	0				0		0	Coin						0	0
481	Repute	3399	2	0				0		0	Coin						0	0
482	Npc	3400	2	0				0		0	Coin						0	0
483	HunShi	3401	2	0				0		0	Coin						0	0
484	HunShi	3402	2	0				0		0	Coin						0	0
485	HunShi	3403	2	0				0		0	Coin						0	0
486	Npc	3399	3	0				0		0	Coin						0	0
487	Npc	3400	3	0				0		0	Coin						0	0
488	Npc	3401	3	0				0		0	Coin						0	0
489	Npc	3402	3	0				0		0	Coin						0	0
490	Npc	3403	3	0				0		0	Coin						0	0
491	Npc	3399	4	0				0		0	Coin						0	0
492	Npc	3400	4	0				0		0	Coin						0	0
493	Npc	3401	4	0				0		0	Coin						0	0
494	Npc	3402	4	0				0		0	Coin						0	0
495	Npc	3403	4	0				0		0	Coin						0	0
496	Npc	3399	5	0				0		0	Coin						0	0
497	Npc	3400	5	0				0		0	Coin						0	0
498	Npc	3401	5	0				0		0	Coin						0	0
499	Npc	3402	5	0				0		0	Coin						0	0
500	Npc	3403	5	0				0		0	Coin						0	0
501	Npc	3409	1	0				0		0	Coin						0	0
502	Npc	3410	1	0				0		0	Coin						0	0
503	Npc	3411	1	0				0		0	Coin						0	0
504	ShiTu	3412	1	0				0		0	Coin						0	0
505	ShiTu	3413	1	0				0		0	Coin						0	0
506	Npc	3409	2	0				0		0	Coin						0	0
507	Npc	3410	2	0				0		0	Coin						0	0
508	Npc	3411	2	0				0		0	Coin						0	0
509	Npc	3412	2	0				0		0	Coin						0	0
510	Npc	3413	2	0				0		0	Coin						0	0
511	Npc	3409	3	0				0		0	Coin						0	0
512	Npc	3410	3	0				0		0	Coin						0	0
513	Npc	3411	3	0				0		0	Coin						0	0
514	Npc	3412	3	0				0		0	Coin						0	0
515	Npc	3413	3	0				0		0	Coin						0	0
516	Npc	3409	4	0				0		0	Coin						0	0
517	Npc	3410	4	0				0		0	Coin						0	0
518	Npc	3411	4	0				0		0	Coin						0	0
519	Npc	3412	4	0				0		0	Coin						0	0
520	Npc	3413	4	0				0		0	Coin						0	0
521	Npc	3409	5	0				0		0	Coin						0	0
522	Npc	3410	5	0				0		0	Coin						0	0
523	Npc	3411	5	0				0		0	Coin						0	0
524	Npc	3412	5	0				0		0	Coin						0	0
525	Npc	3413	5	0				0		0	Coin						0	0
526	Npc	3419	1	0				0		0	Coin						0	0
527	Npc	3420	1	0				0		0	Coin						0	0
528	Npc	3421	1	0				0		0	Coin						0	0
529	Npc	3422	1	0				0		0	Coin						0	0
530	Npc	3423	1	0				0		0	Coin						0	0
531	Npc	3419	2	0				0		0	Coin						0	0
532	Npc	3420	2	0				0		0	Coin						0	0
533	Npc	3421	2	0				0		0	Coin						0	0
534	Npc	3422	2	0				0		0	Coin						0	0
535	Remnants	3423	2	0				0		0	Coin						0	0
536	Remnants	3419	3	0				0		0	Coin						0	0
537	Remnants	3420	3	0				0		0	Coin						0	0
538	Remnants	3421	3	0				0		0	Coin						0	0
539	Remnants	3422	3	0				0		0	Coin						0	0
540	Remnants	3423	3	0				0		0	Coin						0	0
541	Remnants	3419	4	0				0		0	Coin						0	0
542	Remnants	3420	4	0				0		0	Coin						0	0
543	Remnants	3421	4	0				0		0	Coin						0	0
544	Remnants	3422	4	0				0		0	Coin						0	0
545	Remnants	3423	4	0				0		0	Coin						0	0
546	Remnants	3419	5	0				0		0	Coin						0	0
547	Remnants	3420	5	0				0		0	Coin						0	0
548	Remnants	3421	5	0				0		0	Coin						0	0
