Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	ZPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId	NpcPath	bPathRecycle	IsMapMonster	nShareType
	<i18n=10508>		3040			100	36922	80137	0	191					-1						0					0	1
	<i18n=10508>		3040			100	37057	82500	0	191					-1						0					0	1
	<i18n=10508>		3040			100	36962	84752	0	191					-1						0					0	1
	<i18n=10508>		3040			100	36396	85879	0	191					-1						0					0	1
	<i18n=10508>		3040			100	35637	83868	0	191					-1						0					0	1
	<i18n=10508>		3040			100	33197	84137	0	191					-1						0					0	1
	<i18n=10508>		3040			100	33440	80510	0	191					-1						0					0	1
	<i18n=10508>		3040			100	35539	80744	0	191					-1						0					0	1
	<i18n=10508>		3040			100	34535	82334	0	191					-1						0					0	1
	<i18n=10508>		3040			100	50197	88541	0	191					-1						0					0	1
	<i18n=10508>		3040			100	48316	89871	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46890	89202	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46079	85686	0	191					-1						0					0	1
	<i18n=10508>		3040			100	48294	85857	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47665	82791	0	191					-1						0					0	1
	<i18n=10508>		3040			100	50271	82883	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51199	83850	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51675	85529	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51268	87206	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47466	88034	0	191					-1						0					0	1
	<i18n=10508>		3040			100	49813	87549	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46351	84019	0	191					-1						0					0	1
	<i18n=10508>		3040			100	49856	84404	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47696	84497	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46277	55384	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47806	52295	0	191					-1						0					0	1
	<i18n=10508>		3040			100	42177	51503	0	191					-1						0					0	1
	<i18n=10508>		3040			100	42353	53740	0	191					-1						0					0	1
	<i18n=10508>		3040			100	44051	47099	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46588	49441	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47678	48759	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47908	50443	0	191					-1						0					0	1
	<i18n=10508>		3040			100	43390	55470	0	191					-1						0					0	1
	<i18n=10508>		3040			100	44574	55449	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46651	53044	0	191					-1						0					0	1
	<i18n=10508>		3040			100	44128	52979	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46572	47034	0	191					-1						0					0	1
	<i18n=10508>		3040			100	44175	49097	0	191					-1						0					0	1
	<i18n=532>		3041			100	67878	107629	0	191					-1						0					0	1
	<i18n=532>		3041			100	66658	105303	0	191					-1						0					0	1
	<i18n=532>		3041			100	66693	102165	0	191					-1						0					0	1
	<i18n=532>		3041			100	67386	99649	0	191					-1						0					0	1
	<i18n=532>		3041			100	69107	98958	0	191					-1						0					0	1
	<i18n=532>		3041			100	72088	99260	0	191					-1						0					0	1
	<i18n=532>		3041			100	72760	100891	0	191					-1						0					0	1
	<i18n=532>		3041			100	72610	103638	0	191					-1						0					0	1
	<i18n=532>		3041			100	72447	105742	0	191					-1						0					0	1
	<i18n=532>		3041			100	71486	106714	0	191					-1						0					0	1
	<i18n=532>		3041			100	71003	104431	0	191					-1						0					0	1
	<i18n=532>		3041			100	68161	104990	0	191					-1						0					0	1
	<i18n=532>		3041			100	68203	101472	0	191					-1						0					0	1
	<i18n=532>		3041			100	69773	100642	0	191					-1						0					0	1
	<i18n=532>		3041			100	78492	100716	0	191					-1						0					0	1
	<i18n=532>		3041			100	76841	97890	0	191					-1						0					0	1
	<i18n=532>		3041			100	76803	95756	0	191					-1						0					0	1
	<i18n=532>		3041			100	77327	93495	0	191					-1						0					0	1
	<i18n=532>		3041			100	81507	93269	0	191					-1						0					0	1
	<i18n=532>		3041			100	78608	92616	0	191					-1						0					0	1
	<i18n=532>		3041			100	80175	92792	0	191					-1						0					0	1
	<i18n=532>		3041			100	82004	94717	0	191					-1						0					0	1
	<i18n=532>		3041			100	82383	96110	0	191					-1						0					0	1
	<i18n=532>		3041			100	81221	100214	0	191					-1						0					0	1
	<i18n=532>		3041			100	78384	98231	0	191					-1						0					0	1
	<i18n=532>		3041			100	79525	96613	0	191					-1						0					0	1
	<i18n=532>		3041			100	80530	98247	0	191					-1						0					0	1
	<i18n=532>		3041			100	80707	94369	0	191					-1						0					0	1
	<i18n=532>		3041			100	78496	94462	0	191					-1						0					0	1
	<i18n=532>		3041			100	76119	72613	0	191					-1						0					0	1
	<i18n=532>		3041			100	75626	77756	0	191					-1						0					0	1
	<i18n=532>		3041			100	73278	76104	0	191					-1						0					0	1
	<i18n=532>		3041			100	73337	74005	0	191					-1						0					0	1
	<i18n=532>		3041			100	73821	71384	0	191					-1						0					0	1
	<i18n=532>		3041			100	75560	70512	0	191					-1						0					0	1
	<i18n=532>		3041			100	76579	70409	0	191					-1						0					0	1
	<i18n=532>		3041			100	77820	71429	0	191					-1						0					0	1
	<i18n=532>		3041			100	77712	73461	0	191					-1						0					0	1
	<i18n=532>		3041			100	77766	76476	0	191					-1						0					0	1
	<i18n=532>		3041			100	76688	75450	0	191					-1						0					0	1
	<i18n=532>		3041			100	74710	75521	0	191					-1						0					0	1
	<i18n=532>		3041			100	74936	72642	0	191					-1						0					0	1
	<i18n=532>		3041			100	77106	72504	0	191					-1						0					0	1
	<i18n=532>		3041			100	75766	75602	0	191					-1						0					0	1
	<i18n=532>		3041			100	61420	91079	0	191					-1						0					0	1
	<i18n=532>		3041			100	59414	89847	0	191					-1						0					0	1
	<i18n=532>		3041			100	59016	87708	0	191					-1						0					0	1
	<i18n=532>		3041			100	59964	84558	0	191					-1						0					0	1
	<i18n=532>		3041			100	60928	83774	0	191					-1						0					0	1
	<i18n=532>		3041			100	62121	83714	0	191					-1						0					0	1
	<i18n=532>		3041			100	63157	84342	0	191					-1						0					0	1
	<i18n=532>		3041			100	63528	89501	0	191					-1						0					0	1
	<i18n=532>		3041			100	62759	90886	0	191					-1						0					0	1
	<i18n=532>		3041			100	64126	85773	0	191					-1						0					0	1
	<i18n=532>		3041			100	60419	88911	0	191					-1						0					0	1
	<i18n=532>		3041			100	62391	89123	0	191					-1						0					0	1
	<i18n=532>		3041			100	60271	85352	0	191					-1						0					0	1
	<i18n=532>		3041			100	62607	85546	0	191					-1						0					0	1
	<i18n=532>		3041			100	61382	87205	0	191					-1						0					0	1
	<i18n=532>		3041			100	70372	61067	0	191					-1						0					0	1
	<i18n=532>		3041			100	73409	54269	0	191					-1						0					0	1
	<i18n=532>		3041			100	68343	56160	0	191					-1						0					0	1
	<i18n=532>		3041			100	68875	53698	0	191					-1						0					0	1
	<i18n=532>		3041			100	70227	53387	0	191					-1						0					0	1
	<i18n=532>		3041			100	72191	53198	0	191					-1						0					0	1
	<i18n=532>		3041			100	74028	56151	0	191					-1						0					0	1
	<i18n=532>		3041			100	74174	57763	0	191					-1						0					0	1
	<i18n=532>		3041			100	73702	59397	0	191					-1						0					0	1
	<i18n=532>		3041			100	72329	60605	0	191					-1						0					0	1
	<i18n=532>		3041			100	69815	58713	0	191					-1						0					0	1
	<i18n=532>		3041			100	68534	58094	0	191					-1						0					0	1
	<i18n=532>		3041			100	70160	54892	0	191					-1						0					0	1
	<i18n=532>		3041			100	72701	55643	0	191					-1						0					0	1
	<i18n=532>		3041			100	70956	59243	0	191					-1						0					0	1
	<i18n=1979>		3043			100	87624	123149	0	191					-1						0					0	1
	<i18n=1979>		3043			100	88355	125546	0	191					-1						0					0	1
	<i18n=1979>		3043			100	90485	123907	0	191					-1						0					0	1
	<i18n=1979>		3043			100	87943	120857	0	191					-1						0					0	1
	<i18n=1979>		3043			100	88889	118818	0	191					-1						0					0	1
	<i18n=1979>		3043			100	90078	118499	0	191					-1						0					0	1
	<i18n=1979>		3043			100	91482	118586	0	191					-1						0					0	1
	<i18n=1979>		3043			100	90675	120722	0	191					-1						0					0	1
	<i18n=1979>		3043			100	92488	119508	0	191					-1						0					0	1
	<i18n=1979>		3043			100	92859	120947	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89342	123857	0	191					-1						0					0	1
	<i18n=1979>		3043			100	91457	123736	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89481	120677	0	191					-1						0					0	1
	<i18n=1979>		3043			100	91605	120949	0	191					-1						0					0	1
	<i18n=1979>		3043			100	106937	109333	0	191					-1						0					0	1
	<i18n=1979>		3043			100	107839	110694	0	191					-1						0					0	1
	<i18n=1979>		3043			100	108396	106998	0	191					-1						0					0	1
	<i18n=1979>		3043			100	106662	106855	0	191					-1						0					0	1
	<i18n=1979>		3043			100	107371	104014	0	191					-1						0					0	1
	<i18n=1979>		3043			100	108974	102670	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110879	105985	0	191					-1						0					0	1
	<i18n=1979>		3043			100	112227	103260	0	191					-1						0					0	1
	<i18n=1979>		3043			100	112483	107912	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110694	111002	0	191					-1						0					0	1
	<i18n=1979>		3043			100	108296	108746	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110724	104155	0	191					-1						0					0	1
	<i18n=1979>		3043			100	108584	104777	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110271	102503	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110685	108307	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110910	93868	0	191					-1						0					0	1
	<i18n=1979>		3043			100	107406	89259	0	191					-1						0					0	1
	<i18n=1979>		3043			100	107336	91655	0	191					-1						0					0	1
	<i18n=1979>		3043			100	107900	86590	0	191					-1						0					0	1
	<i18n=1979>		3043			100	109195	86160	0	191					-1						0					0	1
	<i18n=1979>		3043			100	110190	85773	0	191					-1						0					0	1
	<i18n=1979>		3043			100	111545	85958	0	191					-1						0					0	1
	<i18n=1979>		3043			100	112734	86641	0	191					-1						0					0	1
	<i18n=1979>		3043			100	112839	88438	0	191					-1						0					0	1
	<i18n=1979>		3043			100	112412	90943	0	191					-1						0					0	1
	<i18n=1979>		3043			100	108901	91553	0	191					-1						0					0	1
	<i18n=1979>		3043			100	111131	91517	0	191					-1						0					0	1
	<i18n=1979>		3043			100	109071	87600	0	191					-1						0					0	1
	<i18n=1979>		3043			100	111061	87486	0	191					-1						0					0	1
	<i18n=1979>		3043			100	109976	89832	0	191					-1						0					0	1
	<i18n=1979>		3043			100	87751	70057	0	191					-1						0					0	1
	<i18n=1979>		3043			100	88693	71238	0	191					-1						0					0	1
	<i18n=1979>		3043			100	87806	68295	0	191					-1						0					0	1
	<i18n=1979>		3043			100	88804	65922	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89775	65117	0	191					-1						0					0	1
	<i18n=1979>		3043			100	90882	65138	0	191					-1						0					0	1
	<i18n=1979>		3043			100	91944	65521	0	191					-1						0					0	1
	<i18n=1979>		3043			100	92322	67501	0	191					-1						0					0	1
	<i18n=1979>		3043			100	92076	70962	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89719	71773	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89544	69892	0	191					-1						0					0	1
	<i18n=1979>		3043			100	90866	71794	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89562	67205	0	191					-1						0					0	1
	<i18n=1979>		3043			100	91341	66899	0	191					-1						0					0	1
	<i18n=1979>		3043			100	90452	68343	0	191					-1						0					0	1
	<i18n=1979>		3043			100	118138	81029	0	191					-1						0					0	1
	<i18n=1979>		3043			100	117601	78993	0	191					-1						0					0	1
	<i18n=1979>		3043			100	119060	74387	0	191					-1						0					0	1
	<i18n=1979>		3043			100	118117	75299	0	191					-1						0					0	1
	<i18n=1979>		3043			100	121289	74314	0	191					-1						0					0	1
	<i18n=1979>		3043			100	120023	74180	0	191					-1						0					0	1
	<i18n=1979>		3043			100	122483	77549	0	191					-1						0					0	1
	<i18n=1979>		3043			100	120337	75701	0	191					-1						0					0	1
	<i18n=1979>		3043			100	119767	81302	0	191					-1						0					0	1
	<i18n=1979>		3043			100	121472	80855	0	191					-1						0					0	1
	<i18n=1979>		3043			100	118736	79053	0	191					-1						0					0	1
	<i18n=1979>		3043			100	119716	79476	0	191					-1						0					0	1
	<i18n=1979>		3043			100	121319	76348	0	191					-1						0					0	1
	<i18n=1979>		3043			100	122330	75456	0	191					-1						0					0	1
	<i18n=1979>		3043			100	121080	78972	0	191					-1						0					0	1
	<i18n=2019>		3042			100	129456	61036	0	191					-1						0					0	1
	<i18n=2019>		3042			100	129910	62723	0	191					-1						0					0	1
	<i18n=2019>		3042			100	129582	58848	0	191					-1						0					0	1
	<i18n=2019>		3042			100	130198	56964	0	191					-1						0					0	1
	<i18n=2019>		3042			100	131156	55881	0	191					-1						0					0	1
	<i18n=2019>		3042			100	133865	56426	0	191					-1						0					0	1
	<i18n=2019>		3042			100	134092	57737	0	191					-1						0					0	1
	<i18n=2019>		3042			100	134157	60428	0	191					-1						0					0	1
	<i18n=2019>		3042			100	132476	63247	0	191					-1						0					0	1
	<i18n=2019>		3042			100	130691	61405	0	191					-1						0					0	1
	<i18n=2019>		3042			100	132860	61033	0	191					-1						0					0	1
	<i18n=2019>		3042			100	130779	58036	0	191					-1						0					0	1
	<i18n=2019>		3042			100	133062	58075	0	191					-1						0					0	1
	<i18n=2019>		3042			100	132576	56096	0	191					-1						0					0	1
	<i18n=2019>		3042			100	115443	54051	0	191					-1						0					0	1
	<i18n=2019>		3042			100	113012	54134	0	191					-1						0					0	1
	<i18n=2019>		3042			100	112183	52916	0	191					-1						0					0	1
	<i18n=2019>		3042			100	111853	50501	0	191					-1						0					0	1
	<i18n=2019>		3042			100	112922	47294	0	191					-1						0					0	1
	<i18n=2019>		3042			100	114253	47281	0	191					-1						0					0	1
	<i18n=2019>		3042			100	115643	47630	0	191					-1						0					0	1
	<i18n=2019>		3042			100	114165	54942	0	191					-1						0					0	1
	<i18n=2019>		3042			100	116614	50890	0	191					-1						0					0	1
	<i18n=2019>		3042			100	114425	48898	0	191					-1						0					0	1
	<i18n=2019>		3042			100	116458	48952	0	191					-1						0					0	1
	<i18n=2019>		3042			100	113236	52429	0	191					-1						0					0	1
	<i18n=2019>		3042			100	115528	51911	0	191					-1						0					0	1
	<i18n=2019>		3042			100	113567	48958	0	191					-1						0					0	1
	<i18n=2019>		3042			100	115404	49329	0	191					-1						0					0	1
	<i18n=2019>		3042			100	119454	41976	0	191					-1						0					0	1
	<i18n=2019>		3042			100	119975	40168	0	191					-1						0					0	1
	<i18n=2019>		3042			100	118438	40618	0	191					-1						0					0	1
	<i18n=2019>		3042			100	118457	38082	0	191					-1						0					0	1
	<i18n=2019>		3042			100	118736	36111	0	191					-1						0					0	1
	<i18n=2019>		3042			100	119786	35006	0	191					-1						0					0	1
	<i18n=2019>		3042			100	121267	34519	0	191					-1						0					0	1
	<i18n=2019>		3042			100	122161	35155	0	191					-1						0					0	1
	<i18n=2019>		3042			100	123008	36440	0	191					-1						0					0	1
	<i18n=2019>		3042			100	122604	41992	0	191					-1						0					0	1
	<i18n=2019>		3042			100	121025	42502	0	191					-1						0					0	1
	<i18n=2019>		3042			100	121903	39845	0	191					-1						0					0	1
	<i18n=2019>		3042			100	119887	36857	0	191					-1						0					0	1
	<i18n=2019>		3042			100	121972	36961	0	191					-1						0					0	1
	<i18n=2019>		3042			100	121000	36752	0	191					-1						0					0	1
	<i18n=2019>		3042			100	99540	52804	0	191					-1						0					0	1
	<i18n=2019>		3042			100	97295	53400	0	191					-1						0					0	1
	<i18n=2019>		3042			100	96256	52250	0	191					-1						0					0	1
	<i18n=2019>		3042			100	95917	50330	0	191					-1						0					0	1
	<i18n=2019>		3042			100	96727	46676	0	191					-1						0					0	1
	<i18n=2019>		3042			100	98097	46097	0	191					-1						0					0	1
	<i18n=2019>		3042			100	99023	45922	0	191					-1						0					0	1
	<i18n=2019>		3042			100	100237	46577	0	191					-1						0					0	1
	<i18n=2019>		3042			100	100796	48335	0	191					-1						0					0	1
	<i18n=2019>		3042			100	100876	49966	0	191					-1						0					0	1
	<i18n=2019>		3042			100	98403	49459	0	191					-1						0					0	1
	<i18n=2019>		3042			100	97383	51186	0	191					-1						0					0	1
	<i18n=2019>		3042			100	99399	50962	0	191					-1						0					0	1
	<i18n=2019>		3042			100	97323	47964	0	191					-1						0					0	1
	<i18n=2019>		3042			100	99656	47343	0	191					-1						0					0	1
	<i18n=2019>		3042			100	91779	25763	0	191					-1						0					0	1
	<i18n=2019>		3042			100	90528	25103	0	191					-1						0					0	1
	<i18n=2019>		3042			100	90161	23659	0	191					-1						0					0	1
	<i18n=2019>		3042			100	90719	19155	0	191					-1						0					0	1
	<i18n=2019>		3042			100	92240	18368	0	191					-1						0					0	1
	<i18n=2019>		3042			100	93388	18681	0	191					-1						0					0	1
	<i18n=2019>		3042			100	94735	19319	0	191					-1						0					0	1
	<i18n=2019>		3042			100	92293	23987	0	191					-1						0					0	1
	<i18n=2019>		3042			100	94140	24682	0	191					-1						0					0	1
	<i18n=2019>		3042			100	93288	25742	0	191					-1						0					0	1
	<i18n=2019>		3042			100	91171	23302	0	191					-1						0					0	1
	<i18n=2019>		3042			100	92702	20296	0	191					-1						0					0	1
	<i18n=2019>		3042			100	90959	20964	0	191					-1						0					0	1
	<i18n=2019>		3042			100	93810	21121	0	191					-1						0					0	1
	<i18n=2019>		3042			100	89935	21558	0	191					-1						0					0	1
	<i18n=2019>		3042			100	77264	27117	0	191					-1						0					0	1
	<i18n=2019>		3042			100	75565	25126	0	191					-1						0					0	1
	<i18n=2019>		3042			100	75556	23470	0	191					-1						0					0	1
	<i18n=2019>		3042			100	75319	21322	0	191					-1						0					0	1
	<i18n=2019>		3042			100	76354	19533	0	191					-1						0					0	1
	<i18n=2019>		3042			100	77659	19298	0	191					-1						0					0	1
	<i18n=2019>		3042			100	79113	19493	0	191					-1						0					0	1
	<i18n=2019>		3042			100	80187	20718	0	191					-1						0					0	1
	<i18n=2019>		3042			100	80699	22657	0	191					-1						0					0	1
	<i18n=2019>		3042			100	80236	24643	0	191					-1						0					0	1
	<i18n=2019>		3042			100	76518	25270	0	191					-1						0					0	1
	<i18n=2019>		3042			100	78969	24742	0	191					-1						0					0	1
	<i18n=2019>		3042			100	77073	21464	0	191					-1						0					0	1
	<i18n=2019>		3042			100	79008	21073	0	191					-1						0					0	1
	<i18n=2019>		3042			100	77994	22802	0	191					-1						0					0	1
	<i18n=10508>		3040			100	49009	34938	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46657	32613	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46365	30785	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46476	28597	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47129	26509	0	191					-1						0					0	1
	<i18n=10508>		3040			100	50250	26445	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51304	27532	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51840	31245	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51253	33180	0	191					-1						0					0	1
	<i18n=10508>		3040			100	50273	34121	0	191					-1						0					0	1
	<i18n=10508>		3040			100	50137	31919	0	191					-1						0					0	1
	<i18n=10508>		3040			100	48129	28139	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47798	34467	0	191					-1						0					0	1
	<i18n=10508>		3040			100	50406	28379	0	191					-1						0					0	1
	<i18n=10508>		3040			100	48941	30033	0	191					-1						0					0	1
	<i18n=532>		3041			100	69549	41331	0	191					-1						0					0	1
	<i18n=532>		3041			100	67698	41070	0	191					-1						0					0	1
	<i18n=532>		3041			100	66436	38890	0	191					-1						0					0	1
	<i18n=532>		3041			100	69156	39198	0	191					-1						0					0	1
	<i18n=532>		3041			100	69677	34940	0	191					-1						0					0	1
	<i18n=532>		3041			100	67947	33355	0	191					-1						0					0	1
	<i18n=532>		3041			100	69409	32832	0	191					-1						0					0	1
	<i18n=532>		3041			100	71862	34231	0	191					-1						0					0	1
	<i18n=532>		3041			100	72050	36019	0	191					-1						0					0	1
	<i18n=532>		3041			100	72299	38085	0	191					-1						0					0	1
	<i18n=532>		3041			100	71229	40145	0	191					-1						0					0	1
	<i18n=532>		3041			100	68017	38082	0	191					-1						0					0	1
	<i18n=532>		3041			100	70808	38396	0	191					-1						0					0	1
	<i18n=532>		3041			100	67990	35225	0	191					-1						0					0	1
	<i18n=532>		3041			100	70982	35552	0	191					-1						0					0	1
	<i18n=10508>		3040			100	45809	124295	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47731	121186	0	191					-1						0					0	1
	<i18n=10508>		3040			100	53923	116067	0	191					-1						0					0	1
	<i18n=10508>		3040			100	56107	117810	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51224	115842	0	191					-1						0					0	1
	<i18n=10508>		3040			100	33522	78232	0	191					-1						0					0	1
	<i18n=10508>		3040			100	36271	78197	0	191					-1						0					0	1
	<i18n=10508>		3040			100	34990	86365	0	191					-1						0					0	1
	<i18n=10508>		3040			100	49733	89577	0	191					-1						0					0	1
	<i18n=10508>		3040			100	48918	82829	0	191					-1						0					0	1
	<i18n=10508>		3040			100	46346	87774	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47393	54182	0	191					-1						0					0	1
	<i18n=10508>		3040			100	45364	51270	0	191					-1						0					0	1
	<i18n=10508>		3040			100	42607	48867	0	191					-1						0					0	1
	<i18n=10508>		3040			100	45322	46780	0	191					-1						0					0	1
	<i18n=10508>		3040			100	47697	31727	0	191					-1						0					0	1
	<i18n=10508>		3040			100	48886	26063	0	191					-1						0					0	1
	<i18n=10508>		3040			100	51746	29552	0	191					-1						0					0	1
	<i18n=532>		3041			100	70701	98848	0	191	-1	0	0		-1	0	0	0	0	0	0	0					1
	<i18n=532>		3041			100	70897	100617	0	191					-1						0					0	1
	<i18n=532>		3041			100	69519	105986	0	191					-1						0					0	1
	<i18n=532>		3041			100	79867	100562	0	191					-1						0					0	1
	<i18n=532>		3041			100	82117	98512	0	191					-1						0					0	1
	<i18n=532>		3041			100	77468	100225	0	191					-1						0					0	1
	<i18n=532>		3041			100	58992	85882	0	191					-1						0					0	1
	<i18n=532>		3041			100	60238	90599	0	191					-1						0					0	1
	<i18n=532>		3041			100	64026	87550	0	191					-1						0					0	1
	<i18n=532>		3041			100	74077	77629	0	191					-1						0					0	1
	<i18n=532>		3041			100	76599	77557	0	191					-1						0					0	1
	<i18n=532>		3041			100	78153	75195	0	191					-1						0					0	1
	<i18n=532>		3041			100	68751	59907	0	191					-1						0					0	1
	<i18n=532>		3041			100	72246	58671	0	191					-1						0					0	1
	<i18n=532>		3041			100	71512	55401	0	191					-1						0					0	1
	<i18n=532>		3041			100	70676	33267	0	191					-1						0					0	1
	<i18n=532>		3041			100	66628	36845	0	191					-1						0					0	1
	<i18n=532>		3041			100	66681	34760	0	191					-1						0					0	1
	<i18n=2019>		3042			100	76317	26803	0	191					-1						0					0	1
	<i18n=2019>		3042			100	79089	27042	0	191					-1						0					0	1
	<i18n=2019>		3042			100	79798	25799	0	191					-1						0					0	1
	<i18n=2019>		3042			100	95100	22638	0	191					-1						0					0	1
	<i18n=2019>		3042			100	93695	23171	0	191					-1						0					0	1
	<i18n=2019>		3042			100	94806	20863	0	191					-1						0					0	1
	<i18n=2019>		3042			100	100704	51791	0	191					-1						0					0	1
	<i18n=2019>		3042			100	96147	48550	0	191					-1						0					0	1
	<i18n=2019>		3042			100	98455	53155	0	191					-1						0					0	1
	<i18n=2019>		3042			100	114410	52379	0	191					-1						0					0	1
	<i18n=2019>		3042			100	111876	48863	0	191					-1						0					0	1
	<i18n=2019>		3042			100	116446	52706	0	191					-1						0					0	1
	<i18n=2019>		3042			100	123324	40265	0	191					-1						0					0	1
	<i18n=2019>		3042			100	121003	40358	0	191					-1						0					0	1
	<i18n=2019>		3042			100	123193	37861	0	191					-1						0					0	1
	<i18n=2019>		3042			100	132046	61578	0	191	-1	0	0		-1	0	0	0	0	0	0	0					1
	<i18n=2019>		3042			100	132021	57993	0	191					-1						0					0	1
	<i18n=2019>		3042			100	133688	62627	0	191					-1						0					0	1
	<i18n=1979>		3043			100	92565	125129	0	191					-1						0					0	1
	<i18n=1979>		3043			100	89979	126201	0	191					-1						0					0	1
