AutoId	AutoType	CastPercent	CastSkillId	CastSkillLevel	ParentSkillId	RelativeSkillStyle	RelativeSkillId1	RelativeSkillId2	RelativeSkillId3	MinPerCastTime	MaxCastCount	Param1	Param2	MarkSkillId
1629	10	{1,10},{10,20},{11,21}	1630	-1						216	-1
1631	1	{1,100},{10,100}	1632	-1						18	-1
1633	4	{1,20},{10,80},{13,90}	1634	-1						540	-1
1710	4	{1,50},{10,100},{11,100}	1711	-1						270	-1
1718	10	{1,12},{10,30},{11,30}	1719	-1						216	-1
1721	2	{1,100},{10,100}	1722	-1						18	-1
1723	2	{1,100},{10,100}	1724	-1						18	-1
1724	4	{1,100},{10,100}	1725	-1						18	-1
1813	4	{1,20},{10,75},{11,78}	1814	-1						540	-1
1822	6	{1,100},{10,100}	1823	-1						180	-1
1917	13	{1,2},{10,6}	1918	-1						180	-1
1921	6	{1,100},{10,100}	1923	-1						360	-1
2006	6	{1,100},{10,100}	2013	-1						27	-1
2008	6	{1,100},{10,100}	2015	-1						27	-1
2010	4	{1,35},{10,80},{11,84}	2011	-1						540	-1
2012	6	{1,100},{10,100}	2016	-1						27	-1
2022	6	{1,100},{10,100}	2023	-1						270	-1
2023	14	{1,100},{10,100}	2024	-1	2023					2	{1,3},{2,3}
2109	4	{1,10},{10,100},{11,100}	2110	-1						540	-1
2111	2	{1,30},{10,30}	2112	-1						9	-1
2116	10	{1,12},{10,30},{11,30}	2117	-1						270	-1
2213	4	{1,100},{10,100}	2214	-1						540	-1
2215	6	{1,100},{10,100}	2216	-1						270	-1
2216	13	{1,50},{10,50}	2217	-1						1	-1
2204	6	{1,100},{10,100}	2221	-1						36	-1
2226	6	{1,100},{10,100}	2227	-1						180	-1
2227	2	{1,100},{10,100}	2228	-1						9	-1
2302	2	{1,100},{10,100}	980	-1	2302					2	{1,6},{2,6}
2309	2	{1,100},{10,100}	2321	-1						54	-1
2315	10	{1,100},{10,100}	2316	-1						270	-1
2318	12	{1,100},{10,100}	2319	-1						270	-1
2319	6	{1,100},{10,100}	2221	-1						36	-1
2322	2	{1,20},{10,20}	2310	-1						108	-1
2406	6	{1,100},{10,100}	2407	-1						360	-1
2410	4	{1,10},{10,70},{11,73}	2415	-1						540	-1
2411	2	{1,100},{10,100}	2414	-1						36	-1
2412	6	{1,100},{10,100}	2413	-1						18	-1
2420	12	{1,100},{10,100}	2421	-1						180	-1
2516	4	{1,10},{10,70},{11,73}	2517	-1						540	-1
2518	4	{1,100},{10,100}	2519	-1						540	-1
2524	6	{1,100},{10,100}	2525	-1						54	-1
2605	2	{1,100},{10,100}	2615	-1	2605					2	{1,12},{2,12}
2610	3	{1,20},{10,80},{13,90}	2611	-1						540	-1
2612	2	{1,10},{10,10}	2613	-1						18	-1
2618	2	{1,2},{10,2}	2619	-1						180	-1
2623	4	{1,100},{10,100}	2624	-1						540	-1
2712	2	{1,100},{10,100}	2715	-1						108	-1
2720	2	{1,100},{10,100}	2721	-1						360	-1
2808	2	{1,100},{10,100}	2809	-1						36	-1
2813	2	{1,100},{10,100}	2818	-1						54	-1
2816	5	{1,100},{10,100}	2817	-1						18	-1
2821	2	{1,100},{10,100}	2822	-1				2803		90	-1
2823	2	{1,100},{10,100}	980	-1	2822					2	{1,4},{10,4}
2824	13	{1,10},{10,15},{11,16}	2824	-1						180	-1
2903	6	{1,100},{10,100}	2905	-1						54	-1
2908	2	{1,100},{10,100}	2909	-1						36	-1
2912	13	{1,10},{10,15},{11,16}	2913	-1						180	-1
2918	2	{1,100},{10,100}	2919	-1						360	-1
2920	2	{1,100},{10,100}	2920	-1	2919					18	{1,3},{10,3}
2921	2	{1,100},{10,100}	2922	-1						54	-1
2922	1	{1,100},{10,100}	2923	-1						18	-1
3009	2	{1,100},{10,100}	3016	-1						54	-1
3018	8	{1,100},{10,100}	3019	-1						360	-1
3021	13	{1,2},{10,6},{11,6}	3022	-1						9	-1
3024	1	{1,100},{10,100}	3027	-1						54	-1
3027	6	{1,100},{10,100}	3025	-1						90	-1
3121	6	{1,100},{20,100}	3130	-1						18	-1
3134	1	{1,100},{10,100}	3135	-1						180	-1
3135	2	{1,100},{10,100}	3137	-1						54	-1
3206	2	{1,100},{20,100}	3207	-1						27	-1
3209	6	{1,100},{10,100}	3218	-1						360	-1
3221	4	{1,100},{10,100}	3222	-1						540	-1
3224	2	{1,100},{10,100}	3225	-1						2	-1
3227	6	{1,100},{10,100}	3228	-1						90	-1
3316	1	{1,35},{10,35}	3317	-1						2	-1
3318	2	{1,100},{10,100}	3319	-1						9	-1
3411	6	{1,100},{10,100}	3422	-1						360	-1
3412	3	{1,100},{10,100}	3413	-1						540	-1
3418	2	{1,33},{10,33}	3419	-1						2	-1
3423	6	{1,100},{10,100}	3424	-1						324	-1
3502	23	{1,100},{10,100}	3527	-1						2	-1
3505	2	{1,15},{20,15}	3506	-1						9	-1
3518	4	{1,40},{10,80},{13,90}	3519	-1						540	-1
3522	6	{1,100},{10,100}	3523	-1						27	-1
3525	2	{1,25},{10,25}	3526	-1						9	-1
3528	13	{1,100},{10,100}	3529	-1						216	-1
3613	4	{1,100},{10,100}	3614	-1						540	-1
3617	6	{1,100},{10,100}	3618	-1						72	-1
3622	2	{1,20},{10,20}	3623	-1						9	-1
3708	8	{1,100},{10,100}	3709	-1						2	-1
3718	6	{1,100},{10,100}	3730	-1						360	-1
3719	4	{1,100},{10,100}	3720	-1						540	-1
3720	1	{1,100},{10,100}	3721	-1						2	-1
3724	6	{1,100},{10,100}	3725	-1						54	-1
3810	6	{1,100},{10,100}	3811	-1						9	-1
3815	4	{1,100},{10,100}	3816	-1						540	-1
3819	6	{1,100},{10,100}	3820	-1						270	-1
3821	2	{1,100},{10,100}	3820	-1				3812		9	-1
3824	1	{1,100},{10,100}	3825	-1						18	-1
3915	3	{1,60},{10,90},{11,91}	3916	-1						540	-1
3926	2	{1,20},{10,20}	3928	-1						216	-1
4011	4	{1,60},{10,90},{11,91}	4012	-1						540	-1
4017	1	{1,100},{10,100}	4018	-1						270	-1
4020	6	{1,100},{10,100}	4021	-1						90	-1
4106	6	{1,100},{10,100}	4107	-1						27	-1
4116	4	{1,60},{10,90},{11,91}	4117	-1						540	-1
4207	6	{1,100},{10,100}	4208	-1						9	-1
4208	6	{1,100},{10,100}	4209	-1						9	-1
4212	4	{1,20},{10,80},{13,90}	4213	-1						540	-1
4217	6	{1,100},{10,100}	4218	-1						72	-1
4219	2	{1,100},{10,100}	4220	-1						9	-1
4222	6	{1,100},{10,100}	4223	-1						180	-1
4312	4	{1,60},{10,90},{11,91}	4313	-1						540	-1
4320	1	{1,100},{10,100}	4321	-1						180	-1
4406	6	{1,100},{10,100}	4429	-1						24	-1
4408	13	{1,100},{10,100}	4409	-1						3	-1
4413	4	{1,100},{10,100}	4433	-1						540	-1
4419	1	{1,100},{10,100}	4420	-1						18	-1
4510	4	{1,100},{10,100}	4512	-1						540	-1
4515	13	{1,25},{10,25},{11,26}	4516	-1						216	-1
4509	6	{1,100},{10,100}	4526	-1						180	-1
4610	2	{1,100},{10,100}	4609	-1			4603	4607	4608	9	-1			10
4612	1	{1,100},{10,100}	4613	-1						540	-1
4613	14	{1,100},{10,100}	4614	-1	4613					2	{1,3},{2,3}
4618	6	{1,100},{10,100}	4619	-1						216	-1
4620	2	{1,25},{10,25}	4621	-1				4601		6	-1
4708	2	{1,100},{10,100}	4719	-1			4701	4727		9	-1			20
4710	4	{1,20},{10,80},{13,90}	4711	-1						540	-1
4714	6	{1,100},{10,100}	4715	-1						162	-1
4812	4	{1,100},{10,100}	4813	-1						540	-1
4816	2	{1,100},{10,100}	4817	-1						90	-1
4818	2	{1,100},{10,100}	4819	-1						9	-1
4820	1	{1,100},{10,100}	4819	-1						9	-1
4821	10	{1,100},{10,100}	4822	-1						18	-1
4912	2	{1,100},{10,100}	4913	-1				4904		18	-1
4917	13	{1,100},{10,100}	4918	-1						18	-1
7014	2	{1,10},{20,10}	7016	-1						540	-1
7025	2	{1,100},{10,100}	7026	-1						18	-1
7026	4	{1,100},{10,100}	7027	-1						18	-1
10047	6	{1,100},{20,100}	10048	-1						36	-1
10068	6	{1,100},{20,100}	10069	-1						36	-1
10164	4	{1,100},{20,100}	10165	-1						36	-1
10204	6	{1,100},{10,100}	10205	-1						27	-1
10395	6	{1,100},{10,100}	10396	-1						540	-1
10450	6	{1,100},{10,100}	10701	-1						18	-1
10451	6	{1,100},{10,100}	10703	-1						18	-1
10452	6	{1,100},{10,100}	10705	-1						18	-1
10453	1	{1,3},{11,3}	10708	-1						1080	-1
10454	2	{1,3},{11,3}	10710	-1						1080	-1
10455	2	{1,1},{11,3}	10712	-1						1080	-1
10456	4	{1,3},{11,3}	10714	-1						1080	-1
10457	1	{1,1},{11,3}	10716	-1						1080	-1
10458	2	{1,3},{11,3}	10718	-1						1080	-1
10459	2	{1,1},{11,3}	10720	-1						1080	-1
10460	1	{1,3},{11,3}	10722	-1						1080	-1
10461	4	{1,3},{11,3}	10724	-1						1080	-1
10462	1	{1,3},{11,3}	10726	-1						1080	-1
10463	2	{1,3},{11,3}	10728	-1						1080	-1
10464	2	{1,3},{11,3}	10730	-1						1080	-1
10465	4	{1,3},{11,3}	10732	-1						1080	-1
10764	6	{1,100},{10,100}	10765	-1						18	-1
10767	2	{1,25},{10,25}	10768	-1						540	-1
10779	6	{1,100},{10,100}	10780	-1						18	-1
10781	1	{1,1},{11,3}	10782	-1						1080	-1
10783	1	{1,3},{11,3}	10784	-1						1080	-1
10785	2	{1,3},{11,3}	10786	-1						1080	-1
10786	2	{1,3},{11,3}	10795	-1						1080	-1
10787	2	{1,3},{11,3}	10797	-1						1080	-1
10788	1	{1,3},{11,3}	10799	-1						1080	-1
10789	1	{1,3},{11,3}	10801	-1						1080	-1
10790	2	{1,3},{11,3}	10803	-1						1080	-1
10808	2	{1,100},{11,100}	10809	-1						1080	-1
10810	1	{1,100},{11,100}	10811	-1						1080	-1
10812	1	{1,100},{11,100}	10813	-1						1080	-1
10814	2	{1,100},{11,100}	10815	-1						1080	-1
10816	1	{1,100},{11,100}	10817	-1						1080	-1
10818	2	{1,100},{11,100}	10819	-1						1080	-1
10950	5	{1,100},{10,100}	10951	-1						18	-1
10953	6	{1,100},{10,100}	10954	-1						9	-1
10955	6	{1,100},{10,100}	10956	-1						18	-1
11027	6	{1,100},{10,100}	11028	-1						9	-1
11031	6	{1,100},{10,100}	11032	-1						9	-1
11035	6	{1,100},{10,100}	11036	-1						9	-1
11081	5	{1,100},{10,100}	11082	-1						18	-1
11083	5	{1,100},{10,100}	11084	-1						18	-1
11084	5	{1,100},{10,100}	11082	-1						18	-1
11085	2	{1,5},{10,5}	11124	-1						1080	-1
11086	2	{1,5},{10,5}	11133	-1						1080	-1
11087	2	{1,5},{10,5}	11146	-1						1080	-1
11088	1	{1,100},{10,100}	11155	-1						1080	-1
10956	6	{1,100},{10,100}	20016	-1						27	-1
10957	6	{1,100},{10,100}	20023	-1						18	-1
10958	6	{1,100},{10,100}	20055	-1						18	-1
10959	2	{1,100},{10,100}	20065	-1			20063	20059		0	-1
10960	26	{1,15},{10,15}	20067	-1						0	-1
10961	25	{1,100},{10,100}	20098	-1			20014			0	-1
10962	25	{1,100},{10,100}	20110	-1			20027			0	-1
10963	26	{1,15},{10,15}	20069	-1						90	-1
10964	26	{1,100},{10,100}	20073	-1						0	-1
10965	6	{1,100},{10,100}	20112	-1						90	-1
10966	2	{1,60},{10,60}	20118	-1						1	-1
10967	2	{1,100},{10,100}	20138	-1			20147	20160	20195	1	-1
10968	6	{1,100},{10,100}	20146	-1						18	-1
10969	26	{1,40},{10,40}	20149	-1						1	-1
10970	2	{1,100},{10,100}	20152	-1						1	-1
10971	14	{1,100},{10,100}	20154	-1						360	-1
10972	1	{1,100},{10,100}	20157	-1						1	-1
10973	6	{1,100},{10,100}	20159	-1						18	-1
10974	27	{1,100},{10,100}	20165	-1						1	-1
10975	2	{1,100},{10,100}	20167	-1			20059	20063		1	-1
10976	1	{1,100},{10,100}	20174	-1						1	-1
10977	2	{1,100},{10,100}	20176	-1						1	-1
10978	26	{1,15},{10,15}	20178	-1						1	-1
10979	6	{1,100},{10,100}	20181	-1						18	-1
10980	2	{1,100},{10,100}	20188	-1			20009	20010	20056	1	-1
10981	2	{1,100},{10,100}	20189	-1			20017	20024	20029	1	-1
10982	2	{1,100},{10,100}	20191	-1			20017	20024	20029	1	-1
10983	2	{1,100},{10,100}	20192	-1			20003	20036	20182	1	-1
10984	6	{1,100},{10,100}	20194	-1						18	-1
10985	26	{1,15},{10,15}	20201	-1						1	-1
10986	2	{1,100},{10,100}	20206	-1						1	-1
10987	2	{1,100},{10,100}	20208	-1			20000	20001	20002	1	-1
10988	2	{1,100},{10,100}	20208	-1			20007	20008	20009	1	-1
10989	2	{1,100},{10,100}	20308	-1			20029	20036		1	-1
10990	2	{1,100},{10,100}	20311	-1			20059	20063		1	-1
10991	5	{1,100},{10,100}	30013	-1						1	-1
10992	6	{1,100},{10,100}	20139	-1						1	-1
10993	6	{1,100},{10,100}	20211	-1						1	-1
10994	6	{1,100},{10,100}	20212	-1						1	-1
10995	6	{1,100},{10,100}	20213	-1						1	-1
10996	6	{1,100},{10,100}	20215	-1						1	-1
10997	6	{1,100},{10,100}	20314	-1						1	-1
10998	5	{1,100},{10,100}	30016	-1						1	-1
10999	6	{1,100},{10,100}	30105	-1						18	-1
11000	2	{1,100},{10,100}	20032	-1			20029			1	-1
11001	2	{1,100},{10,100}	20039	-1			20036			1	-1
11002	6	{1,100},{10,100}	20214	-1						1	-1
11003	6	{1,100},{10,100}	20134	-1						0	-1
11203	6	{1,100},{10,100}	11202	-1						1	1
11205	2	{1,100},{10,100}	11206	-1						450	-1
11207	2	{1,100},{10,100}	11208	-1						450	-1
11209	2	{1,100},{10,100}	11210	-1						450	-1
11211	2	{1,100},{10,100}	11212	-1						450	-1
11213	2	{1,100},{10,100}	11214	-1						450	-1
11215	2	{1,100},{10,100}	11216	-1						450	-1
11217	2	{1,100},{10,100}	11218	-1						450	-1
11218	12	{1,100},{10,100}	11219	-1						450	-1
11220	1	{1,100},{10,100}	11221	-1						450	-1
11222	1	{1,100},{10,100}	11223	-1						450	-1
11224	1	{1,100},{10,100}	11225	-1						450	-1
11226	1	{1,100},{10,100}	11227	-1						450	-1
11228	1	{1,100},{10,100}	11229	-1						450	-1
11230	1	{1,100},{10,100}	11231	-1						450	-1
11232	1	{1,100},{10,100}	11233	-1						450	-1
11233	12	{1,100},{10,100}	11234	-1						450	-1
11235	2	{1,100},{10,100}	11236	-1						450	-1
11237	2	{1,100},{10,100}	11238	-1						450	-1
11239	2	{1,100},{10,100}	11240	-1						450	-1
11241	2	{1,100},{10,100}	11242	-1						450	-1
11243	2	{1,100},{10,100}	11244	-1						450	-1
11245	2	{1,100},{10,100}	11246	-1						450	-1
11247	2	{1,100},{10,100}	11248	-1						450	-1
11248	12	{1,100},{10,100}	11249	-1						450	-1
11250	1	{1,100},{10,100}	11251	-1						450	-1
11252	1	{1,100},{10,100}	11253	-1						450	-1
11254	1	{1,100},{10,100}	11255	-1						450	-1
11256	1	{1,100},{10,100}	11257	-1						450	-1
11258	1	{1,100},{10,100}	11259	-1						450	-1
11260	1	{1,100},{10,100}	11261	-1						450	-1
11262	1	{1,100},{10,100}	11263	-1						450	-1
11263	12	{1,100},{10,100}	11264	-1						450	-1
11502	2	{1,100},{10,100}	11503	-1						126	-1
11507	1	{1,100},{10,100}	11508	-1						126	-1
11519	6	{1,100},{10,100}	11520	-1						126	-1
11527	2	{1,100},{10,100}	11528	-1						180	-1
11528	6	{1,100},{10,100}	11529	-1						18	-1
11533	2	{1,100},{10,100}	11534	-1			11526			54	-1
11534	6	{1,100},{10,100}	11535	-1						36	-1
11537	6	{1,100},{10,100}	11538	-1						18	-1
11544	4	{1,100},{10,100}	11545	-1						18	-1
