Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
61	Item	671860	1				1			1
62	BasicExp		135				1			1
62	Item	671859	1				1			1
63	BasicExp		120				1			1
63	Item	671858	1				1			1
64	BasicExp		150				1			1
64	Item	671863	1				1			1
65	BasicExp		135				1			1
65	Item	671862	1				1			1
66	BasicExp		120				1			1
66	Item	671861	1				1			1
67	BasicExp		150				1			1
67	Item	671866	1				1			1
68	BasicExp		135				1			1
68	Item	671865	1				1			1
69	BasicExp		120				1			1
69	Item	671864	1				1			1
70	BasicExp		150				1			1
70	Item	671872	1				1			1
71	BasicExp		135				1			1
71	Item	671871	1				1			1
72	BasicExp		120				1			1
72	Item	671870	1				1			1
73	BasicExp		150				1			1
73	Item	671875	1				1			1
74	BasicExp		135				1			1
74	Item	671874	1				1			1
75	BasicExp		120				1			1
75	Item	671873	1				1			1
76	BasicExp		150				1			1
76	Item	671878	1				1			1
77	BasicExp		135				1			1
77	Item	671877	1				1			1
78	BasicExp		120				1			1
78	Item	671876	1				1			1
79	BasicExp		150				1			1
79	Item	671881	1				1			1
80	BasicExp		135				1			1
80	Item	671880	1				1			1
81	BasicExp		120				1			1
81	Item	671879	1				1			1
82	BasicExp		150				1			1
82	Item	31658	1				1			1
83	BasicExp		135				1			1
83	Item	31657	1				1			1
84	BasicExp		120				1			1
84	Item	31656	1				1			1
85	BasicExp		120				1			1
85	Item	35373	1				1			1
86	BasicExp		135				1			1
86	Item	35374	1				1			1
87	BasicExp		150				1			1
87	Item	35375	1				1			1
88	BasicExp		150				1			1
88	Item	673520	1				1			1
89	BasicExp		135				1			1
89	Item	673519	1				1			1
90	BasicExp		120				1			1
90	Item	673518	1				1			1
91	BasicExp		150				1			1
91	Item	673523	1				1			1
92	BasicExp		135				1			1
92	Item	673522	1				1			1
93	BasicExp		120				1			1
93	Item	673521	1				1			1
94	BasicExp		150				1			1
94	Item	673526	1				1			1
95	BasicExp		135				1			1
95	Item	673525	1				1			1
96	BasicExp		120				1			1
96	Item	673524	1				1			1
97	BasicExp		150				1			1
97	Item	673638	1				1			1
98	BasicExp		135				1			1
98	Item	673637	1				1			1
99	BasicExp		120				1			1
99	Item	673636	1				1			1
100	BasicExp		150				1			1
100	Item	673641	1				1			1
101	BasicExp		135				1			1
101	Item	673640	1				1			1
102	BasicExp		120				1			1
102	Item	673639	1				1			1
103	BasicExp		150				1			1
103	Item	673644	1				1			1
104	BasicExp		135				1			1
104	Item	673643	1				1			1
105	BasicExp		120				1			1
105	Item	673642	1				1			1
106	BasicExp		150				1			1
106	Item	673647	1				1			1
107	BasicExp		135				1			1
107	Item	673646	1				1			1
108	BasicExp		120				1			1
108	Item	673645	1				1			1
109	BasicExp		150				1			1
109	Item	673650	1				1			1
110	BasicExp		135				1			1
110	Item	673649	1				1			1
111	BasicExp		120				1			1
111	Item	673648	1				1			1
112	BasicExp		150				1			1
112	Item	673653	1				1			1
113	BasicExp		135				1			1
113	Item	673652	1				1			1
114	BasicExp		120				1			1
114	Item	673651	1				1			1
115	BasicExp		150				1			1
115	Item	673656	1				1			1
116	BasicExp		135				1			1
116	Item	673655	1				1			1
117	BasicExp		120				1			1
117	Item	673654	1				1			1
118	BasicExp		150				1			1
118	Item	673659	1				1			1
119	BasicExp		135				1			1
119	Item	673658	1				1			1
120	BasicExp		120				1			1
120	Item	673657	1				1			1
121	BasicExp		150				1			1
121	Item	673662	1				1			1
122	BasicExp		135				1			1
122	Item	673661	1				1			1
123	BasicExp		120				1			1
123	Item	673660	1				1			1
124	BasicExp		150				1			1
124	Item	673665	1				1			1
125	BasicExp		135				1			1
125	Item	673664	1				1			1
126	BasicExp		120				1			1
126	Item	673663	1				1			1
127	BasicExp		150				1			1
127	Item	673668	1				1			1
128	BasicExp		135				1			1
128	Item	673667	1				1			1
129	BasicExp		120				1			1
129	Item	673666	1				1			1
130	BasicExp		150				1			1
130	Item	673671	1				1			1
131	BasicExp		135				1			1
131	Item	673670	1				1			1
132	BasicExp		120				1			1
132	Item	673669	1				1			1
133	BasicExp		150				1			1
133	Item	673674	1				1			1
134	BasicExp		135				1			1
134	Item	673673	1				1			1
135	BasicExp		120				1			1
135	Item	673672	1				1			1
