szTimeFrame	nIndex	nBossIndex	nTempMapId	nBossId	Desc	nDifficulty	BossNum	nBossLevel	nBelongAwardId	nBelongAwardKey	nAssistAwardId	nAssistAwardKey	nShowAwardId	nShowAwardKey	nBossPosX	nBossPosY	nPlayerPosX	nPlayerPosY	nTimeMonsterRez	nOpenLevelDay	nFBMaxPlayerCnt	nPlayerOpenLevel	nRealHonorLevelLimit
OpenLevel99	7	15	394	13557	<i18n=21172>	1	1	90	1290	1	1290	1001	1290	2001	20753	28684	18619	27502	20	1	5		1
OpenLevel99	8	16	394	13561	<i18n=21172>	1	1	90	1290	1	1290	1001	1290	2001	20753	28684	18619	27502	20	1	5		1
OpenLevel109	1	17	394	13568	<i18n=76392>	4	1	100	1290	4	1290	1001	1290	2004	20753	28684	18619	27502	900	1	5		9
OpenLevel109	2	18	394	13573	<i18n=76392>	4	1	100	1290	4	1290	1001	1290	2004	20753	28684	18619	27502	900	1	5		9
OpenLevel109	3	19	394	13567	<i18n=21283>	3	1	100	1290	3	1290	1001	1290	2003	20753	28684	18619	27502	300	1	5		8
OpenLevel109	4	20	394	13572	<i18n=21283>	3	1	100	1290	3	1290	1001	1290	2003	20753	28684	18619	27502	300	1	5		8
OpenLevel109	5	21	394	13566	<i18n=21098>	2	1	100	1290	2	1290	1001	1290	2002	20753	28684	18619	27502	60	1	5		7
OpenLevel109	6	22	394	13571	<i18n=21098>	2	1	100	1290	2	1290	1001	1290	2002	20753	28684	18619	27502	60	1	5		7
OpenLevel109	7	23	394	13565	<i18n=21172>	1	1	100	1290	1	1290	1001	1290	2001	20753	28684	18619	27502	20	1	5		1
OpenLevel109	8	24	394	13570	<i18n=21172>	1	1	100	1290	1	1290	1001	1290	2001	20753	28684	18619	27502	20	1	5		1
OpenLevel119	1	25	394	13568	<i18n=76392>	4	1	110	1290	4	1290	1001	1290	2004	20753	28684	18619	27502	900	1	5		9
OpenLevel119	2	26	394	13573	<i18n=76392>	4	1	110	1290	4	1290	1001	1290	2004	20753	28684	18619	27502	900	1	5		9
OpenLevel119	3	27	394	13567	<i18n=21283>	3	1	110	1290	3	1290	1001	1290	2003	20753	28684	18619	27502	300	1	5		8
OpenLevel119	4	28	394	13572	<i18n=21283>	3	1	110	1290	3	1290	1001	1290	2003	20753	28684	18619	27502	300	1	5		8
OpenLevel119	5	29	394	13566	<i18n=21098>	2	1	110	1290	2	1290	1001	1290	2002	20753	28684	18619	27502	60	1	5		7
OpenLevel119	6	30	394	13571	<i18n=21098>	2	1	110	1290	2	1290	1001	1290	2002	20753	28684	18619	27502	60	1	5		7
OpenLevel119	7	31	394	13565	<i18n=21172>	1	1	110	1290	1	1290	1001	1290	2001	20753	28684	18619	27502	20	1	5		1
OpenLevel119	8	32	394	13570	<i18n=21172>	1	1	110	1290	1	1290	1001	1290	2001	20753	28684	18619	27502	20	1	5		1
OpenLevel129	1	33	394	13577	<i18n=76392>	4	1	120	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		10
OpenLevel129	2	34	394	13581	<i18n=76392>	4	1	120	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		10
OpenLevel129	3	35	394	13576	<i18n=21283>	3	1	120	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		9
OpenLevel129	4	36	394	13580	<i18n=21283>	3	1	120	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		9
OpenLevel129	5	37	394	13575	<i18n=21098>	2	1	120	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		8
OpenLevel129	6	38	394	13579	<i18n=21098>	2	1	120	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		8
OpenLevel129	7	39	394	13574	<i18n=21172>	1	1	120	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel129	8	40	394	13578	<i18n=21172>	1	1	120	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel139	1	41	394	13577	<i18n=76392>	4	1	130	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		10
OpenLevel139	2	42	394	13581	<i18n=76392>	4	1	130	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		10
OpenLevel139	3	43	394	13576	<i18n=21283>	3	1	130	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		9
OpenLevel139	4	44	394	13580	<i18n=21283>	3	1	130	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		9
OpenLevel139	5	45	394	13575	<i18n=21098>	2	1	130	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		8
OpenLevel139	6	46	394	13579	<i18n=21098>	2	1	130	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		8
OpenLevel139	7	47	394	13574	<i18n=21172>	1	1	130	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel139	8	48	394	13578	<i18n=21172>	1	1	130	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel149	1	49	394	13585	<i18n=76392>	4	1	140	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		11
OpenLevel149	2	50	394	13589	<i18n=76392>	4	1	140	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		11
OpenLevel149	3	51	394	13584	<i18n=21283>	3	1	140	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		10
OpenLevel149	4	52	394	13588	<i18n=21283>	3	1	140	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		10
OpenLevel149	5	53	394	13583	<i18n=21098>	2	1	140	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		9
OpenLevel149	6	54	394	13587	<i18n=21098>	2	1	140	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		9
OpenLevel149	7	55	394	13582	<i18n=21172>	1	1	140	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel149	8	56	394	13586	<i18n=21172>	1	1	140	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel159	1	57	394	13585	<i18n=76392>	4	1	150	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		11
OpenLevel159	2	58	394	13589	<i18n=76392>	4	1	150	1290	8	1290	1001	1290	2008	20753	28684	18619	27502	900	1	5		11
OpenLevel159	3	59	394	13584	<i18n=21283>	3	1	150	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		10
OpenLevel159	4	60	394	13588	<i18n=21283>	3	1	150	1290	7	1290	1001	1290	2007	20753	28684	18619	27502	300	1	5		10
OpenLevel159	5	61	394	13583	<i18n=21098>	2	1	150	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		9
OpenLevel159	6	62	394	13587	<i18n=21098>	2	1	150	1290	6	1290	1001	1290	2006	20753	28684	18619	27502	60	1	5		9
OpenLevel159	7	63	394	13582	<i18n=21172>	1	1	150	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel159	8	64	394	13586	<i18n=21172>	1	1	150	1290	5	1290	1001	1290	2005	20753	28684	18619	27502	20	1	5		1
OpenLevel169	1	65	394	13593	<i18n=76392>	4	1	160	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		12
OpenLevel169	2	66	394	13597	<i18n=76392>	4	1	160	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		12
OpenLevel169	3	67	394	13592	<i18n=21283>	3	1	160	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		11
OpenLevel169	4	68	394	13596	<i18n=21283>	3	1	160	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		11
OpenLevel169	5	69	394	13591	<i18n=21098>	2	1	160	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		10
OpenLevel169	6	70	394	13595	<i18n=21098>	2	1	160	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		10
OpenLevel169	7	71	394	13590	<i18n=21172>	1	1	160	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel169	8	72	394	13594	<i18n=21172>	1	1	160	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel179	1	73	394	13593	<i18n=76392>	4	1	170	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		12
OpenLevel179	2	74	394	13597	<i18n=76392>	4	1	170	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		12
OpenLevel179	3	75	394	13592	<i18n=21283>	3	1	170	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		11
OpenLevel179	4	76	394	13596	<i18n=21283>	3	1	170	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		11
OpenLevel179	5	77	394	13591	<i18n=21098>	2	1	170	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		10
OpenLevel179	6	78	394	13595	<i18n=21098>	2	1	170	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		10
OpenLevel179	7	79	394	13590	<i18n=21172>	1	1	170	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel179	8	80	394	13594	<i18n=21172>	1	1	170	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel189	1	81	394	13601	<i18n=76392>	4	1	180	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		13
OpenLevel189	2	82	394	13605	<i18n=76392>	4	1	180	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		13
OpenLevel189	3	83	394	13600	<i18n=21283>	3	1	180	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		12
OpenLevel189	4	84	394	13604	<i18n=21283>	3	1	180	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		12
OpenLevel189	5	85	394	13599	<i18n=21098>	2	1	180	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		11
OpenLevel189	6	86	394	13603	<i18n=21098>	2	1	180	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		11
OpenLevel189	7	87	394	13598	<i18n=21172>	1	1	180	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel189	8	88	394	13602	<i18n=21172>	1	1	180	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel199	1	89	394	13601	<i18n=76392>	4	1	190	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		13
OpenLevel199	2	90	394	13605	<i18n=76392>	4	1	190	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		13
OpenLevel199	3	91	394	13600	<i18n=21283>	3	1	190	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		12
OpenLevel199	4	92	394	13604	<i18n=21283>	3	1	190	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		12
OpenLevel199	5	93	394	13599	<i18n=21098>	2	1	190	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		11
OpenLevel199	6	94	394	13603	<i18n=21098>	2	1	190	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		11
OpenLevel199	7	95	394	13598	<i18n=21172>	1	1	190	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel199	8	96	394	13602	<i18n=21172>	1	1	190	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel209	1	97	394	13609	<i18n=76392>	4	1	200	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		14
OpenLevel209	2	98	394	13613	<i18n=76392>	4	1	200	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		14
OpenLevel209	3	99	394	13608	<i18n=21283>	3	1	200	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		13
OpenLevel209	4	100	394	13612	<i18n=21283>	3	1	200	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		13
OpenLevel209	5	101	394	13607	<i18n=21098>	2	1	200	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		12
OpenLevel209	6	102	394	13611	<i18n=21098>	2	1	200	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		12
OpenLevel209	7	103	394	13606	<i18n=21172>	1	1	200	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel209	8	104	394	13610	<i18n=21172>	1	1	200	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel219	1	105	394	13609	<i18n=76392>	4	1	210	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		14
OpenLevel219	2	106	394	13613	<i18n=76392>	4	1	210	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		14
OpenLevel219	3	107	394	13608	<i18n=21283>	3	1	210	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		13
OpenLevel219	4	108	394	13612	<i18n=21283>	3	1	210	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		13
OpenLevel219	5	109	394	13607	<i18n=21098>	2	1	210	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		12
OpenLevel219	6	110	394	13611	<i18n=21098>	2	1	210	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		12
OpenLevel219	7	111	394	13606	<i18n=21172>	1	1	210	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel219	8	112	394	13610	<i18n=21172>	1	1	210	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel229	1	113	394	13617	<i18n=76392>	4	1	220	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		15
OpenLevel229	2	114	394	13589	<i18n=76392>	4	1	220	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		15
OpenLevel229	3	115	394	13616	<i18n=21283>	3	1	220	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		14
OpenLevel229	4	116	394	13588	<i18n=21283>	3	1	220	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		14
OpenLevel229	5	117	394	13615	<i18n=21098>	2	1	220	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		13
OpenLevel229	6	118	394	13587	<i18n=21098>	2	1	220	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		13
OpenLevel229	7	119	394	13614	<i18n=21172>	1	1	220	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel229	8	120	394	13586	<i18n=21172>	1	1	220	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel239	1	121	394	13617	<i18n=76392>	4	1	230	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		15
OpenLevel239	2	122	394	13589	<i18n=76392>	4	1	230	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		15
OpenLevel239	3	123	394	13616	<i18n=21283>	3	1	230	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		14
OpenLevel239	4	124	394	13588	<i18n=21283>	3	1	230	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		14
OpenLevel239	5	125	394	13615	<i18n=21098>	2	1	230	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		13
OpenLevel239	6	126	394	13587	<i18n=21098>	2	1	230	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		13
OpenLevel239	7	127	394	13614	<i18n=21172>	1	1	230	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel239	8	128	394	13586	<i18n=21172>	1	1	230	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel249	1	129	394	13593	<i18n=76392>	4	1	240	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		16
OpenLevel249	2	130	394	13597	<i18n=76392>	4	1	240	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		16
OpenLevel249	3	131	394	13592	<i18n=21283>	3	1	240	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		15
OpenLevel249	4	132	394	13596	<i18n=21283>	3	1	240	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		15
OpenLevel249	5	133	394	13591	<i18n=21098>	2	1	240	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		14
OpenLevel249	6	134	394	13595	<i18n=21098>	2	1	240	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		14
OpenLevel249	7	135	394	13590	<i18n=21172>	1	1	240	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel249	8	136	394	13594	<i18n=21172>	1	1	240	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel259	1	137	394	13593	<i18n=76392>	4	1	250	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		16
OpenLevel259	2	138	394	13597	<i18n=76392>	4	1	250	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		16
OpenLevel259	3	139	394	13592	<i18n=21283>	3	1	250	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		15
OpenLevel259	4	140	394	13596	<i18n=21283>	3	1	250	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		15
OpenLevel259	5	141	394	13591	<i18n=21098>	2	1	250	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		14
OpenLevel259	6	142	394	13595	<i18n=21098>	2	1	250	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		14
OpenLevel259	7	143	394	13590	<i18n=21172>	1	1	250	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel259	8	144	394	13594	<i18n=21172>	1	1	250	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel269	1	145	394	13601	<i18n=76392>	4	1	260	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		17
OpenLevel269	2	146	394	13605	<i18n=76392>	4	1	260	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		17
OpenLevel269	3	147	394	13600	<i18n=21283>	3	1	260	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		16
OpenLevel269	4	148	394	13604	<i18n=21283>	3	1	260	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		16
OpenLevel269	5	149	394	13599	<i18n=21098>	2	1	260	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		15
OpenLevel269	6	150	394	13603	<i18n=21098>	2	1	260	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		15
OpenLevel269	7	151	394	13598	<i18n=21172>	1	1	260	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel269	8	152	394	13602	<i18n=21172>	1	1	260	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel279	1	153	394	13601	<i18n=76392>	4	1	270	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		17
OpenLevel279	2	154	394	13605	<i18n=76392>	4	1	270	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		17
OpenLevel279	3	155	394	13600	<i18n=21283>	3	1	270	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		16
OpenLevel279	4	156	394	13604	<i18n=21283>	3	1	270	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		16
OpenLevel279	5	157	394	13599	<i18n=21098>	2	1	270	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		15
OpenLevel279	6	158	394	13603	<i18n=21098>	2	1	270	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		15
OpenLevel279	7	159	394	13598	<i18n=21172>	1	1	270	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel279	8	160	394	13602	<i18n=21172>	1	1	270	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel289	1	161	394	13609	<i18n=76392>	4	1	280	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		18
OpenLevel289	2	162	394	13613	<i18n=76392>	4	1	280	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		18
OpenLevel289	3	163	394	13608	<i18n=21283>	3	1	280	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		17
OpenLevel289	4	164	394	13612	<i18n=21283>	3	1	280	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		17
OpenLevel289	5	165	394	13607	<i18n=21098>	2	1	280	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		16
OpenLevel289	6	166	394	13611	<i18n=21098>	2	1	280	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		16
OpenLevel289	7	167	394	13606	<i18n=21172>	1	1	280	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel289	8	168	394	13610	<i18n=21172>	1	1	280	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel299	1	169	394	13609	<i18n=76392>	4	1	290	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		18
OpenLevel299	2	170	394	13613	<i18n=76392>	4	1	290	1290	12	1290	1002	1290	2012	20753	28684	18619	27502	900	1	5		18
OpenLevel299	3	171	394	13608	<i18n=21283>	3	1	290	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		17
OpenLevel299	4	172	394	13612	<i18n=21283>	3	1	290	1290	11	1290	1002	1290	2011	20753	28684	18619	27502	300	1	5		17
OpenLevel299	5	173	394	13607	<i18n=21098>	2	1	290	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		16
OpenLevel299	6	174	394	13611	<i18n=21098>	2	1	290	1290	10	1290	1002	1290	2010	20753	28684	18619	27502	60	1	5		16
OpenLevel299	7	175	394	13606	<i18n=21172>	1	1	290	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
OpenLevel299	8	176	394	13610	<i18n=21172>	1	1	290	1290	9	1290	1002	1290	2009	20753	28684	18619	27502	20	1	5		1
