Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg
25	2	Item	401	50	50	1000000			1	1			1		
25	3	Item	901	50	50	1000000			1	1			1		
25	4	Item	3006	2	2	1000000			1	1			1		
26	1	Item	324	5	5	1000000			1	1			1		
26	2	Item	3001	50	50	1000000			1	1			1		
26	3	Item	901	50	50	1000000			1	1			1		
26	4	Item	202	10	10	1000000			1	1			1		
27	1	Item	671625	1	1	1000000			1	1			1		
27	2	Item	408	1	1	1000000			1	1			1		
27	3	Item	901	200	200	1000000			1	1			1		
27	4	Item	3006	2	2	1000000			1	1			1		
28	1	Item	1310	1	1	1000000			1	1			1		
29	1	Item	1310	2	2	1000000			1	1			1		
30	1	Item	1310	3	3	1000000			1	1			1		
31	1	Item	215	1	1	1000000									
31	2	Item	213	1	1	1000000									
31	3	Item	211	1	1	1000000									
31	4	Item	324	1	1	1000000									
31	5	Item	203	1	1	1000000									
31	6	Item	412	1	1	1000000									
31	7	Item	20382	1	1	1000000									
31	8	Item	506	1	1	1000000									
31	9	YuanBao		1	1	1000000									
31	10	Coin		1	1	1000000									
32	1	YuanBao		1	1	1000000									
33	1	Item	671625	1	1	1000000									
33	2	Item	471	1	1	1000000									
33	3	Item	31578	1	1	1000000									
33	4	Item	3006	1	1	1000000									
33	5	Item	324	1	1	1000000									
33	6	Item	211	1	1	1000000									
33	7	Item	209	1	1	1000000									
33	8	Item	401	1	1	1000000									
33	9	Item	202	1	1	1000000									
33	10	Item	201	1	1	1000000									
33	11	Item	901	1	1	1000000									
33	12	Item	3001	1	1	1000000									
34	1	Item	3006	1	1	1000000									
34	2	Item	506	1	1	1000000									
34	3	Item	403	1	1	1000000									
34	4	Item	20383	1	1	1000000									
34	5	Item	20381	1	1	1000000									
34	6	Item	33018	1	1	1000000									
34	7	Item	211	1	1	1000000									
34	8	Item	213	1	1	1000000									
34	9	Item	412	1	1	1000000									
34	10	Item	201	1	1	1000000									
34	11	Item	202	1	1	1000000									
34	12	Item	30701	1	1	1000000									
34	13	Item	30700	1	1	1000000									
34	14	Item	31001	1	1	1000000									
34	15	Item	3002	1	1	1000000									
34	16	Item	31423	1	1	1000000									
34	17	Item	31052	1	1	1000000									
34	18	Item	2005	1	1	1000000									
34	19	Item	30703	1	1	1000000									
34	20	Item	30702	1	1	1000000									
34	21	Item	2007	1	1	1000000									
34	22	Item	30704	1	1	1000000									
34	23	Item	30705	1	1	1000000									
