__szName	PosX	PosY	NpcTemplateId
楼兰遗民	90550	66378	9268
楼兰遗民	90792	68171	9268
楼兰遗民	91725	67442	9268
楼兰遗民	91769	65624	9268
楼兰遗民	91972	64138	9268
楼兰遗民	91963	62139	9268
楼兰遗民	92659	52325	9268
楼兰遗民	92624	53817	9268
楼兰遗民	92583	55492	9268
楼兰遗民	92739	57443	9268
楼兰遗民	93670	58574	9268
楼兰遗民	93751	56671	9268
楼兰遗民	94058	53689	9268
楼兰遗民	94048	51477	9268
楼兰遗民	95497	51420	9268
楼兰遗民	95347	53165	9268
楼兰遗民	95224	56865	9268
楼兰遗民	95044	58724	9268
楼兰遗民	96342	58820	9268
楼兰遗民	96378	56527	9268
楼兰遗民	96656	54090	9268
楼兰遗民	96967	51757	9268
楼兰遗民	97924	52390	9268
楼兰遗民	97849	54630	9268
楼兰遗民	97574	56212	9268
楼兰遗民	97542	58346	9268
楼兰遗民	85052	19735	9268
楼兰遗民	84738	21790	9268
楼兰遗民	84753	23808	9268
楼兰遗民	84751	25865	9268
楼兰遗民	85902	26017	9268
楼兰遗民	85883	23872	9268
楼兰遗民	85882	21317	9268
楼兰遗民	86054	19567	9268
楼兰遗民	87337	19261	9268
楼兰遗民	87328	20806	9268
楼兰遗民	87140	24300	9268
楼兰遗民	87177	26367	9268
楼兰遗民	88535	26316	9268
楼兰遗民	88290	24384	9268
楼兰遗民	88544	21787	9268
楼兰遗民	88662	19559	9268
楼兰遗民	89713	20374	9268
楼兰遗民	89638	22567	9268
楼兰遗民	89383	23869	9268
楼兰遗民	89471	25840	9268
楼兰遗民	75864	15869	9268
楼兰遗民	75789	18126	9268
楼兰遗民	75797	19581	9268
楼兰遗民	75847	20980	9268
楼兰遗民	74829	21717	9268
楼兰遗民	74766	19831	9268
楼兰遗民	74728	17314	9268
楼兰遗民	74987	14995	9268
楼兰遗民	73582	14931	9268
楼兰遗民	73540	16614	9268
楼兰遗民	73449	19853	9268
楼兰遗民	73515	21675	9268
楼兰遗民	72109	21493	9268
楼兰遗民	72114	19677	9268
楼兰遗民	72202	16988	9268
楼兰遗民	72045	15190	9268
楼兰遗民	71178	15367	9268
楼兰遗民	70976	17314	9268
楼兰遗民	70981	19360	9268
楼兰遗民	70984	21281	9268
矿脉盗匪	41859	50687	9267
矿脉盗匪	41649	52293	9267
矿脉盗匪	41683	54151	9267
矿脉盗匪	41971	55803	9267
矿脉盗匪	42887	56247	9267
矿脉盗匪	42724	54088	9267
矿脉盗匪	42834	52014	9267
矿脉盗匪	42789	50096	9267
矿脉盗匪	44254	49956	9267
矿脉盗匪	44136	51432	9267
矿脉盗匪	44124	54573	9267
矿脉盗匪	44077	56313	9267
矿脉盗匪	45376	56296	9267
矿脉盗匪	45321	53969	9267
矿脉盗匪	45427	51878	9267
矿脉盗匪	45555	50181	9267
矿脉盗匪	46535	50719	9267
矿脉盗匪	46681	52827	9267
矿脉盗匪	46445	54822	9267
矿脉盗匪	46302	56019	9267
矿脉盗匪	22268	40220	9267
矿脉盗匪	21065	39247	9267
矿脉盗匪	21095	41047	9267
矿脉盗匪	21132	42408	9267
矿脉盗匪	21293	43769	9267
矿脉盗匪	22203	44295	9267
矿脉盗匪	22256	42658	9267
矿脉盗匪	22267	38327	9267
矿脉盗匪	23587	37864	9267
矿脉盗匪	23629	39555	9267
矿脉盗匪	23546	43155	9267
矿脉盗匪	23609	44562	9267
矿脉盗匪	24880	44579	9267
矿脉盗匪	24984	42655	9267
矿脉盗匪	24997	40279	9267
矿脉盗匪	24843	38021	9267
矿脉盗匪	25828	38520	9267
矿脉盗匪	26168	40404	9267
矿脉盗匪	26028	42305	9267
矿脉盗匪	25801	43811	9267
矿脉盗匪	24973	51671	9267
矿脉盗匪	25003	53471	9267
矿脉盗匪	25040	54832	9267
矿脉盗匪	24992	56831	9267
矿脉盗匪	26222	57026	9267
矿脉盗匪	26187	55258	9267
矿脉盗匪	26192	52762	9267
矿脉盗匪	26272	50992	9267
矿脉盗匪	27580	50713	9267
矿脉盗匪	27461	52366	9267
矿脉盗匪	27467	55819	9267
矿脉盗匪	27540	57227	9267
矿脉盗匪	28812	57259	9267
矿脉盗匪	28845	55430	9267
矿脉盗匪	28753	52982	9267
矿脉盗匪	28765	50978	9267
矿脉盗匪	29879	51262	9267
矿脉盗匪	29889	53269	9267
矿脉盗匪	29816	54985	9267
矿脉盗匪	29887	57045	9267
矿脉盗匪	26809	68862	9267
矿脉盗匪	26628	67293	9267
矿脉盗匪	26627	65596	9267
矿脉盗匪	26538	64076	9267
矿脉盗匪	27973	63522	9267
矿脉盗匪	27655	64999	9267
矿脉盗匪	27870	67626	9267
矿脉盗匪	27859	69234	9267
矿脉盗匪	29077	69264	9267
矿脉盗匪	29020	67774	9267
矿脉盗匪	29089	64639	9267
矿脉盗匪	29164	63215	9267
矿脉盗匪	30405	63446	9267
矿脉盗匪	30316	65358	9267
矿脉盗匪	30252	67530	9267
矿脉盗匪	30208	69259	9267
矿脉盗匪	31108	68823	9267
矿脉盗匪	31323	67583	9267
矿脉盗匪	31240	66122	9267
矿脉盗匪	31349	63905	9267
矿脉盗匪	18726	83811	9267
矿脉盗匪	18471	82083	9267
矿脉盗匪	18526	80538	9267
矿脉盗匪	18840	78551	9267
矿脉盗匪	19936	78173	9267
矿脉盗匪	19766	79797	9267
矿脉盗匪	19588	82405	9267
矿脉盗匪	19482	84297	9267
矿脉盗匪	20879	84375	9267
矿脉盗匪	20893	82693	9267
矿脉盗匪	20943	79624	9267
矿脉盗匪	21144	78298	9267
矿脉盗匪	22183	78472	9267
矿脉盗匪	22041	80098	9267
矿脉盗匪	22051	82626	9267
矿脉盗匪	22080	84604	9267
矿脉盗匪	23089	84434	9267
矿脉盗匪	22990	82599	9267
矿脉盗匪	23043	80883	9267
矿脉盗匪	23192	78830	9267
矿脉盗匪	23651	99131	9267
矿脉盗匪	23766	100557	9267
矿脉盗匪	23546	97872	9267
矿脉盗匪	23855	96223	9267
矿脉盗匪	24911	95685	9267
矿脉盗匪	24779	97287	9267
矿脉盗匪	24684	99871	9267
矿脉盗匪	24579	101371	9267
矿脉盗匪	25875	101450	9267
矿脉盗匪	25922	100151	9267
矿脉盗匪	26157	96806	9267
矿脉盗匪	26050	95492	9267
矿脉盗匪	27240	95592	9267
矿脉盗匪	27323	97241	9267
矿脉盗匪	27145	99992	9267
矿脉盗匪	27184	101372	9267
矿脉盗匪	28119	101012	9267
矿脉盗匪	28122	99709	9267
矿脉盗匪	28175	97937	9267
矿脉盗匪	28174	96145	9267
矿脉盗匪	35946	90569	9267
矿脉盗匪	35815	92560	9267
矿脉盗匪	35770	94085	9267
矿脉盗匪	36023	95873	9267
矿脉盗匪	36939	96245	9267
矿脉盗匪	36945	94190	9267
矿脉盗匪	36981	91796	9267
矿脉盗匪	37083	89961	9267
矿脉盗匪	38247	89721	9267
矿脉盗匪	38151	91527	9267
矿脉盗匪	38080	94658	9267
矿脉盗匪	38154	96183	9267
矿脉盗匪	39327	96446	9267
矿脉盗匪	39288	94588	9267
矿脉盗匪	39289	91998	9267
矿脉盗匪	39438	90148	9267
矿脉盗匪	40427	90327	9267
矿脉盗匪	40307	92275	9267
矿脉盗匪	40265	94272	9267
矿脉盗匪	40251	95740	9267
矿脉盗匪	49287	84175	9267
矿脉盗匪	49288	85497	9267
矿脉盗匪	49183	87515	9267
矿脉盗匪	49436	89303	9267
矿脉盗匪	50290	89776	9267
矿脉盗匪	50356	87698	9267
矿脉盗匪	50320	85383	9267
矿脉盗匪	50618	83591	9267
矿脉盗匪	51625	83651	9267
矿脉盗匪	51556	85090	9267
矿脉盗匪	51584	88119	9267
矿脉盗匪	51545	89672	9267
矿脉盗匪	52449	89535	9267
矿脉盗匪	52651	87946	9267
矿脉盗匪	52886	85154	9267
矿脉盗匪	52741	83764	9267
矿脉盗匪	53642	84016	9267
矿脉盗匪	53697	87702	9267
矿脉盗匪	53477	89123	9267
矿脉盗匪	53755	85957	9267
矿脉盗匪	37205	80975	9267
矿脉盗匪	36966	79203	9267
矿脉盗匪	36985	77667	9267
矿脉盗匪	37090	75938	9267
矿脉盗匪	37972	75623	9267
矿脉盗匪	38020	77194	9267
矿脉盗匪	37988	79746	9267
矿脉盗匪	38013	81567	9267
矿脉盗匪	39184	81461	9267
矿脉盗匪	39196	79995	9267
矿脉盗匪	39262	76961	9267
矿脉盗匪	39160	75347	9267
矿脉盗匪	40397	75743	9267
矿脉盗匪	40275	77766	9267
矿脉盗匪	40230	80001	9267
矿脉盗匪	40269	81807	9267
矿脉盗匪	41212	81637	9267
矿脉盗匪	41119	79633	9267
矿脉盗匪	41111	77745	9267
矿脉盗匪	41267	75776	9267
矿脉盗匪	21212	16324	9267
矿脉盗匪	21242	18124	9267
矿脉盗匪	21279	19485	9267
矿脉盗匪	21589	20815	9267
矿脉盗匪	22616	21439	9267
矿脉盗匪	22301	19598	9267
矿脉盗匪	22468	17223	9267
矿脉盗匪	22512	15504	9267
矿脉盗匪	23837	15323	9267
矿脉盗匪	23658	16882	9267
矿脉盗匪	23662	19930	9267
矿脉盗匪	23806	21742	9267
矿脉盗匪	25018	21588	9267
矿脉盗匪	24969	19749	9267
矿脉盗匪	25070	15608	9267
矿脉盗匪	26151	16062	9267
矿脉盗匪	26271	18142	9267
矿脉盗匪	26087	19768	9267
矿脉盗匪	25933	20960	9267
矿脉盗匪	25001	17195	9267
矿脉盗匪	57057	41104	9267
矿脉盗匪	56900	43019	9267
矿脉盗匪	56900	44555	9267
矿脉盗匪	57252	45829	9267
矿脉盗匪	57921	46242	9267
矿脉盗匪	58111	44534	9267
矿脉盗匪	58151	42339	9267
矿脉盗匪	58044	40444	9267
矿脉盗匪	59274	40341	9267
矿脉盗匪	59254	41741	9267
矿脉盗匪	59265	44946	9267
矿脉盗匪	59250	46411	9267
矿脉盗匪	60406	46603	9267
矿脉盗匪	60512	44665	9267
矿脉盗匪	60476	42233	9267
矿脉盗匪	60533	40543	9267
矿脉盗匪	61502	41117	9267
矿脉盗匪	61514	42765	9267
矿脉盗匪	61356	44391	9267
矿脉盗匪	61386	46144	9267
矿脉盗匪	38602	42943	9267
矿脉盗匪	40562	14591	9267
矿脉盗匪	40296	16394	9267
矿脉盗匪	40236	18227	9267
矿脉盗匪	40502	20259	9267
矿脉盗匪	41761	20553	9267
矿脉盗匪	41365	18401	9267
矿脉盗匪	41476	15789	9267
矿脉盗匪	41510	14018	9267
矿脉盗匪	42752	14028	9267
矿脉盗匪	42709	15541	9267
矿脉盗匪	42527	19139	9267
矿脉盗匪	42934	20570	9267
矿脉盗匪	44166	20836	9267
矿脉盗匪	43681	18688	9267
矿脉盗匪	43940	16166	9267
矿脉盗匪	43888	14292	9267
矿脉盗匪	45118	14730	9267
矿脉盗匪	45097	16670	9267
矿脉盗匪	44981	18421	9267
矿脉盗匪	45127	20479	9267
楼兰遗民	75000	33461	9268
楼兰遗民	74875	32076	9268
楼兰遗民	74811	30479	9268
楼兰遗民	75101	28536	9268
楼兰遗民	76190	27956	9268
楼兰遗民	76147	29456	9268
楼兰遗民	75996	32042	9268
楼兰遗民	75930	33736	9268
楼兰遗民	77264	32685	9268
楼兰遗民	77623	27636	9268
楼兰遗民	77433	29303	9268
楼兰遗民	77245	34092	9268
楼兰遗民	78425	34209	9268
楼兰遗民	78574	32321	9268
楼兰遗民	78727	30240	9268
楼兰遗民	79005	28047	9268
楼兰遗民	80117	28803	9268
楼兰遗民	79949	30772	9268
楼兰遗民	79608	32608	9268
楼兰遗民	79641	34095	9268
蒙军斥候	21138	143112	9266
蒙军斥候	22435	143226	9266
蒙军斥候	30008	150431	9266
蒙军斥候	29768	148570	9266
蒙军斥候	29674	146882	9266
蒙军斥候	29903	145515	9266
蒙军斥候	31224	144475	9266
蒙军斥候	31173	146239	9266
蒙军斥候	31516	147418	9266
蒙军斥候	30935	149026	9266
蒙军斥候	31102	150675	9266
蒙军斥候	32295	150768	9266
蒙军斥候	32209	149020	9266
蒙军斥候	32813	147532	9266
蒙军斥候	32216	145936	9266
蒙军斥候	32444	144250	9266
蒙军斥候	33695	144455	9266
蒙军斥候	33683	146104	9266
蒙军斥候	33690	148960	9266
蒙军斥候	33310	150537	9266
蒙军斥候	34577	150376	9266
蒙军斥候	34884	148830	9266
蒙军斥候	34955	147190	9266
蒙军斥候	34925	144766	9266
蒙军斥候	31894	128745	9266
蒙军斥候	43911	165602	9266
蒙军斥候	43734	163700	9266
蒙军斥候	43599	161889	9266
蒙军斥候	43764	160645	9266
蒙军斥候	44965	159646	9266
蒙军斥候	44914	161410	9266
蒙军斥候	45463	162507	9266
蒙军斥候	44676	164197	9266
蒙军斥候	44843	165846	9266
蒙军斥候	46055	165901	9266
蒙军斥候	45969	164191	9266
蒙军斥候	46757	162456	9266
蒙军斥候	45976	161107	9266
蒙军斥候	46204	159421	9266
蒙军斥候	47417	159588	9266
蒙军斥候	47405	161237	9266
蒙军斥候	47412	164093	9266
蒙军斥候	47070	165670	9266
蒙军斥候	48299	165509	9266
蒙军斥候	48606	163963	9266
蒙军斥候	48677	162323	9266
蒙军斥候	48647	159899	9266
蒙军斥候	54586	159951	9266
蒙军斥候	54840	158251	9266
蒙军斥候	54582	156316	9266
蒙军斥候	54907	154785	9266
蒙军斥候	55656	160438	9266
蒙军斥候	55902	158707	9266
蒙军斥候	56467	156928	9266
蒙军斥候	55910	155879	9266
蒙军斥候	55778	153868	9266
蒙军斥候	57017	154013	9266
蒙军斥候	56891	155617	9266
蒙军斥候	57763	157048	9266
蒙军斥候	57131	158742	9266
蒙军斥候	56868	160493	9266
蒙军斥候	57883	160219	9266
蒙军斥候	58225	158642	9266
蒙军斥候	58299	155706	9266
蒙军斥候	58230	154180	9266
蒙军斥候	59460	154448	9266
蒙军斥候	59490	156872	9266
蒙军斥候	59419	158512	9266
蒙军斥候	59112	160058	9266
蒙军斥候	45831	122266	9266
蒙军斥候	45594	120948	9266
蒙军斥候	45427	119138	9266
蒙军斥候	45659	117144	9266
蒙军斥候	47025	116650	9266
蒙军斥候	46848	118200	9266
蒙军斥候	46806	120569	9266
蒙军斥候	46846	122867	9266
蒙军斥候	47848	122579	9266
蒙军斥候	47829	120866	9266
蒙军斥候	47908	117957	9266
蒙军斥候	48333	116488	9266
蒙军斥候	49421	116754	9266
蒙军斥候	49009	120815	9266
蒙军斥候	48930	122509	9266
蒙军斥候	49948	122274	9266
蒙军斥候	50204	120899	9266
蒙军斥候	50284	119337	9266
蒙军斥候	50551	117120	9266
蒙军斥候	49220	117984	9266
蒙军斥候	47389	119441	9266
蒙军斥候	48482	119357	9266
蒙军斥候	55522	146732	9266
蒙军斥候	55776	145032	9266
蒙军斥候	55518	143097	9266
蒙军斥候	55843	141566	9266
蒙军斥候	56714	140649	9266
蒙军斥候	56846	142660	9266
蒙军斥候	57233	143838	9266
蒙军斥候	56838	145488	9266
蒙军斥候	56592	147219	9266
蒙军斥候	57804	147274	9266
蒙军斥候	58067	145523	9266
蒙军斥候	58549	143829	9266
蒙军斥候	57827	142398	9266
蒙军斥候	57953	140794	9266
蒙军斥候	59166	140961	9266
蒙军斥候	59235	142487	9266
蒙军斥候	59161	145423	9266
蒙军斥候	58819	147000	9266
蒙军斥候	60048	146839	9266
蒙军斥候	60355	145293	9266
蒙军斥候	60426	143653	9266
蒙军斥候	60396	141229	9266
蒙军斥候	42707	130594	9266
蒙军斥候	43933	130564	9266
蒙军斥候	55116	128740	9266
蒙军斥候	56230	128615	9266
蒙军斥候	70944	150573	9266
蒙军斥候	72056	150544	9266
蒙军斥候	74349	135523	9266
蒙军斥候	75510	135247	9266
蒙军斥候	62805	106511	9266
蒙军斥候	63976	106484	9266
蒙军斥候	66170	121175	9266
蒙军斥候	67526	121163	9266
蒙军斥候	97268	112781	9266
蒙军斥候	98709	112620	9266
蒙军斥候	106117	107378	9266
蒙军斥候	105830	105822	9266
蒙军斥候	105670	104396	9266
蒙军斥候	105984	102613	9266
蒙军斥候	106986	101684	9266
蒙军斥候	107006	103902	9266
蒙军斥候	106880	106132	9266
蒙军斥候	107119	107761	9266
蒙军斥候	107614	104870	9266
蒙军斥候	108221	103200	9266
蒙军斥候	108308	101543	9266
蒙军斥候	108309	106346	9266
蒙军斥候	108277	107874	9266
蒙军斥候	109055	104709	9266
蒙军斥候	111426	102285	9266
蒙军斥候	109489	101777	9266
蒙军斥候	109467	106047	9266
蒙军斥候	109277	107615	9266
蒙军斥候	110504	107553	9266
蒙军斥候	110735	105837	9266
蒙军斥候	110746	104253	9266
蒙军斥候	110073	103304	9266
蒙军斥候	81008	125199	9266
蒙军斥候	80746	126963	9266
蒙军斥候	80884	128771	9266
蒙军斥候	81121	130135	9266
蒙军斥候	82136	130771	9266
蒙军斥候	81976	128851	9266
蒙军斥候	82062	126431	9266
蒙军斥候	82318	124413	9266
蒙军斥候	82671	127350	9266
蒙军斥候	83057	128902	9266
蒙军斥候	83114	130343	9266
蒙军斥候	83140	125812	9266
蒙军斥候	83435	124302	9266
蒙军斥候	83832	127074	9266
蒙军斥候	84358	126017	9266
蒙军斥候	84564	124401	9266
蒙军斥候	84408	128502	9266
蒙军斥候	84339	130293	9266
蒙军斥候	85338	129990	9266
蒙军斥候	85571	128338	9266
蒙军斥候	85614	126732	9266
蒙军斥候	85588	124806	9266
楼兰遗民	94519	55002	9268
楼兰遗民	95893	54946	9268
楼兰遗民	102131	63384	9268
楼兰遗民	101975	61433	9268
楼兰遗民	101993	59758	9268
楼兰遗民	102373	58150	9268
楼兰遗民	103417	57418	9268
楼兰遗民	103427	59630	9268
楼兰遗民	103888	60943	9268
楼兰遗民	103120	62612	9268
楼兰遗民	103039	64515	9268
楼兰遗民	104413	64665	9268
楼兰遗民	104576	62876	9268
楼兰遗民	105245	61003	9268
