NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
<i18n=2516>	9068	40		106056	70324	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		101852	69500	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		100013	71539	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		100038	73539	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		102898	71130	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		102781	67075	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		101094	74738	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		106384	72472	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		89320	73524	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		94477	72282	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		91937	74757	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		92306	66656	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		91017	66470	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		89046	69494	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		92792	72491	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		92833	68605	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		89728	67689	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		88742	71711	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		93567	67360	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		109210	30411	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		107907	29907	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		105212	30622	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		105102	35304	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		107592	36392	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		109700	35182	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		109928	33258	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		106692	29858	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		106253	34494	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		106007	36078	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		107329	32924	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		91676	56719	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		92134	54862	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		92114	52097	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		89987	50297	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		87203	50913	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		86118	54478	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		87318	58822	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		86177	57456	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		91070	58530	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		91349	50732	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		89031	54452	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		53228	45696	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		57709	47723	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		54165	42091	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		53525	43318	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		54790	46780	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		54662	43466	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		56644	41459	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		58393	43864	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		46257	28321	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		47594	28536	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50485	27157	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50827	25325	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		49361	28178	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		46959	22367	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		46906	26245	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		49347	26430	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		46417	21122	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		49591	20739	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		48073	20530	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50866	64043	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		52228	56992	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		48791	58240	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		52762	62234	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		48399	59909	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		52495	63910	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		53542	63568	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		54337	59575	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		52867	58838	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		49819	59028	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		31176	97148	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		34331	95848	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		35586	95437	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		35460	92130	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		34245	90753	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		30858	91505	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		30253	93782	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		32431	97447	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		34272	97465	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		31823	95766	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		14526	80175	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		14493	76792	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		18637	77584	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		15679	78195	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		18033	81336	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13633	80883	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		18481	79797	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		16988	80083	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		16876	74670	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13008	77161	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		15090	74646	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13711	75697	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		15097	81837	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		10145	56800	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		10997	57901	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		12180	51195	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		10662	51885	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		9931	54967	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		12211	58091	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		11273	56375	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13433	52942	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		14732	54593	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13486	51402	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		11363	52928	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13393	56162	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		78947	92745	0	0	191	-1	0	0			1	maplevel140
<i18n=6259>	7113	40		64934	52834	0	0	220	-1	0	0			1	
<i18n=5941>	7123	40		76485	113993	0	0	220	-1	0	0			1	
<i18n=2066>	7122	40		78044	113055	0	0	160	-1	0	0			1	
<i18n=12617>	7127	40		74660	108203	0	0	160	-1	0	0			1	
<i18n=16438>	7120	40		56221	33102	0	0	191	-1	0	0			1	
<i18n=4121>	7124	40		111471	60691	0	0	160	-1	0	0			1	
<i18n=3797>	7121	40		84597	71511	0	0	191	-1	0	0			1	
<i18n=15629>	7143	40		75081	37509	0	0	191	-1	0	0			1	
<i18n=7557>	7144	40		26720	62724	0	0	191	-1	0	0			1	
<i18n=10451>	7145	40		46189	49080	0	0	191	-1	0	0			1	
<i18n=11439>	7146	40		69692	97502	0	0	191	-1	0	0			1	
<i18n=1027>	7138	40		92352	103130	0	0	191	-1	0	0			1	
<i18n=4507>	7139	40		90492	98745	0	0	160	-1	0	0			1	
<i18n=3461>	7129	40		45786	90924	0	0	191	-1	0	0			1	
<i18n=7705>	7134	40		86898	36208	0	0	191	-1	0	0			1	
<i18n=4126>	7130	40		44770	90169	0	0	191	-1	0	0			1	
<i18n=6976>	7137	40		47554	73121	0	0	160	-1	0	0			1	
<i18n=3914>	7083	40		45263	71243	0	0	220	-1	0	0			1	
<i18n=2319>	7141	40		47423	69659	0	0	100	-1	0	0			1	
<i18n=4856>	7140	40		45124	72773	0	0	220	-1	0	0			1	
<i18n=3857>	7131	40		95287	95057	0	0	191	-1	0	0			1	
<i18n=武林高手>	7125	40		89169	85554	0	0	191	-1	0	0			1	
<i18n=1457>	7128	40		41953	95885	0	0	191	-1	0	0			1	
<i18n=287>	7103	40		31786	65981	0	0	191	-1	0	0			1	
<i18n=21493>	7133	40		91746	40946	0	0	191	-1	0	0			1	
<i18n=6984>	7039	40		46731	68894	0	0	100	-1	0	0			1	
<i18n=2448>	3132	45	5	62368	29085	0	0	191	-1	0	0				
<i18n=13108>	3133	45	5	13386	68810	0	0	191	-1	0	0				
<i18n=2573>	3134	45	5	71979	52741	0	0	191	-1	0	0				
<i18n=12528>	3135	45	5	44779	19805	0	0	191	-1	0	0				
<i18n=7060>	3136	45	5	18702	64894	0	0	191	-1	0	0				
<i18n=883>	3137	45	5	108454	49482	0	0	191	-1	0	0				
<i18n=7511>	3138	45	5	95561	60125	0	0	191	-1	0	0				
<i18n=3532>	3139	45	5	102125	81966	0	0	191	-1	0	0				
<i18n=6711>	3140	45	5	96996	103464	0	0	191	-1	0	0				
<i18n=15783>	3141	45	5	38306	29842	0	0	191	-1	0	0				
<i18n=14977>	3142	45	5	24794	76535	0	0	191	-1	0	0				
<i18n=13978>	3143	45	5	39339	68465	0	0	191	-1	0	0				
<i18n=2899>	9070	40		57221	108734	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		58530	105662	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		34506	92542	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		19347	100158	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		20917	100669	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		22495	100837	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		18969	95862	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		20227	93663	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		18629	98026	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		21505	96948	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		21755	93199	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		23465	93854	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		20197	95299	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		24307	95540	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		22944	98518	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		63751	99278	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		56849	86338	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		53519	80097	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		53655	85499	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		56149	82572	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		58685	80837	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		54946	86520	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		57408	84392	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		58206	79009	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		54882	84506	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		21418	40815	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		26035	37540	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		22007	39602	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		23101	34545	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		25837	35985	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		21521	35591	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		24686	34870	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		24794	36600	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		22239	36672	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		20735	37513	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		23485	38036	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		24574	41070	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		75156	49848	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		78954	45937	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		76629	50195	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		73933	44192	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		78644	48212	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		75299	43266	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		76998	43037	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		75047	47971	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		75139	44727	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		77448	44491	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50519	21490	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13325	57945	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		17063	76421	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		57882	42241	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		76198	46209	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		90510	51796	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		90659	68715	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		104694	69057	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		96310	84022	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		108511	31175	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		24589	97195	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		20367	98721	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		23052	94951	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		24310	99082	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		30363	95681	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		31580	92803	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		32735	90448	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		32887	94240	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		35794	93944	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		16508	81762	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		18283	75525	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		13060	79434	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		14451	56693	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		9969	53204	0	0	191	-1	0	0			1	maplevel140
<i18n=14493>	9067	40		14783	52720	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		20760	39417	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		25978	39456	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		23027	41190	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		24829	39367	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		45299	24880	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		49488	22722	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50827	23621	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		48202	24650	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		45498	27103	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		45355	22626	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50416	57032	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		50066	62113	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		54403	61637	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		51180	60850	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		49791	63697	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		48776	61890	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		53820	58240	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		55858	44950	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		53484	47593	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		54540	48932	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		57269	46603	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		57325	43305	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		56276	48813	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		55103	41474	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		58727	45690	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		73477	47367	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		73932	49038	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		77414	47752	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		77811	49642	0	0	191	-1	0	0			1	maplevel140
<i18n=8852>	9069	40		78533	43827	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		57657	80303	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		53328	82982	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		55081	79141	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		56719	78835	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		58762	83227	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		58321	85818	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		64822	97008	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		64625	94554	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		63397	97519	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		61925	92411	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		63711	92431	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		59350	96671	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		54969	111609	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		58401	112258	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		54716	108043	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		59584	107134	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		60115	109196	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		59685	110852	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		54884	80889	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		75563	94365	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		79937	92976	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		75949	92546	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		74778	87903	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		78799	88168	0	0	191	-1	0	0			1	maplevel140
<i18n=2899>	9070	40		79295	94069	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		106174	31372	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		109850	31918	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		104790	33970	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		108464	34484	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		108726	36341	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		104800	32009	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		87498	52742	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		88606	50448	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		86322	52379	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		90503	56407	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		87665	56919	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		89369	58343	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		93735	73712	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		94422	68560	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		94789	70102	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		91734	70854	0	0	191	-1	0	0			1	maplevel140
