Key	Group	AwardType	AwardSubType	AwardValue2	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	BindType	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg	szTeamMsg
3	1	Item	410		6	6	130000	OpenLevel99			1			1
3	1	Item	901		100	100	130000	OpenLevel99			1			1
3	1	Item	671600		3	3	110000	OpenLevel99			1			1
3	1	Item	203		2	2	50000	OpenLevel99			1			1
3	1	YuanBao			88	88	80000	OpenLevel99			1			1
3	1	YuanBao			188	188	30000	OpenLevel99			1			1
3	1	YuanBao			8888	8888	1500	OpenLevel99			1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	2	MingYangJiFen			1	1	1000000	OpenLevel99			1			1
4	1	Coin			2000	2000	1000000				1			1
51	1	Item	673219		1	1	1000000				1			1
52	1	Item	901		500	500	1000000				1			1
53	1	JingHuo			2000	2000	1000000				1			1
54	1	Item	403		10	10	1000000				1			1
55	1	Item	213		1	1	1000000				1			1
61	1	Item	31613		150	150	1000000				1			1
61	2	Item	213		2	2	1000000		OpenLevel99		1			1
61	4	Item	202		50	50	1000000		OpenLevel99		1			1
61	5	Item	921		20	20	1000000	OpenLevel99			1			1
61	6	Item	33011		150	150	1000000	OpenLevel99			1			1
62	1	Item	31613		120	120	1000000				1			1
62	2	Item	213		1	1	1000000		OpenLevel99		1			1
62	4	Item	202		40	40	1000000		OpenLevel99		1			1
62	5	Item	921		10	10	1000000	OpenLevel99			1			1
62	6	Item	33011		120	120	1000000	OpenLevel99			1			1
63	1	Item	31613		80	80	1000000				1			1
63	2	Item	213		1	1	1000000		OpenLevel99		1			1
63	4	Item	202		30	30	1000000		OpenLevel99		1			1
63	5	Item	921		8	8	1000000	OpenLevel99			1			1
63	6	Item	33011		100	100	1000000	OpenLevel99			1			1
64	1	Item	31613		60	60	1000000				1			1
64	3	Item	211		10	10	1000000		OpenLevel99		1			1
64	4	Item	202		25	25	1000000		OpenLevel99		1			1
64	5	Item	921		6	6	1000000	OpenLevel99			1			1
64	6	Item	33011		80	80	1000000	OpenLevel99			1			1
65	1	Item	31613		40	40	1000000				1			1
65	3	Item	211		8	8	1000000		OpenLevel99		1			1
65	4	Item	202		20	20	1000000		OpenLevel99		1			1
65	5	Item	921		5	5	1000000	OpenLevel99			1			1
65	6	Item	33011		60	60	1000000	OpenLevel99			1			1
66	1	Item	31613		20	20	1000000				1			1
66	3	Item	211		5	5	1000000		OpenLevel99		1			1
66	4	Item	202		15	15	1000000		OpenLevel99		1			1
66	5	Item	921		3	3	1000000	OpenLevel99			1			1
66	6	Item	33011		40	40	1000000	OpenLevel99			1			1
71	1	Item	35621		1	1	1000000				1			1
72	1	Item	35622		1	1	1000000				1			1
101	1	Item	672660		1	1	1000000				1			1
102	1	Item	672660		2	2	1000000				1			1
201	1	Item	672916		1	1	1000000				1			1
201	2	Item	672922		1	1	1000000				1			1
201	3	Item	672247		3	3	1000000				1			1
201	4	MingYangJiFen			1200	1200	1000000				1			1
201	5	Item	31613		180	180	1000000				1			1
201	6	Item	203		70	70	1000000		OpenLevel99		1			1
201	7	Item	921		35	35	1000000	OpenLevel99			1			1
202	1	Item	672917		1	1	1000000				1			1
202	2	Item	672923		1	1	1000000				1			1
202	3	Item	672247		2	2	1000000				1			1
202	4	MingYangJiFen			1000	1000	1000000				1			1
202	5	Item	31613		160	160	1000000				1			1
202	6	Item	203		60	60	1000000		OpenLevel99		1			1
202	7	Item	921		30	30	1000000	OpenLevel99			1			1
203	1	Item	672919		1	1	1000000				1			1
203	2	Item	672924		1	1	1000000				1			1
203	3	Item	672247		2	2	1000000				1			1
203	4	MingYangJiFen			900	900	1000000				1			1
203	5	Item	31613		120	120	1000000				1			1
203	6	Item	203		45	45	1000000		OpenLevel99		1			1
203	7	Item	921		22	22	1000000	OpenLevel99			1			1
204	1	Item	672920		1	1	1000000				1			1
204	2	Item	672925		1	1	1000000				1			1
204	3	Item	672247		1	1	1000000				1			1
204	4	MingYangJiFen			850	850	1000000				1			1
204	5	Item	31613		120	120	1000000				1			1
204	6	Item	203		45	45	1000000		OpenLevel99		1			1
204	7	Item	921		22	22	1000000	OpenLevel99			1			1
205	1	Item	672929		1	1	1000000				1			1
205	2	Item	672926		1	1	1000000				1			1
205	3	Item	672247		1	1	1000000				1			1
205	4	MingYangJiFen			800	800	1000000				1			1
205	5	Item	31613		100	100	1000000				1			1
205	6	Item	203		35	35	1000000		OpenLevel99		1			1
205	7	Item	921		16	16	1000000	OpenLevel99			1			1
206	1	Item	672929		1	1	1000000				1			1
206	2	Item	672927		1	1	1000000				1			1
206	3	Item	672247		1	1	1000000				1			1
206	4	MingYangJiFen			750	750	1000000				1			1
206	5	Item	31613		80	80	1000000				1			1
206	6	Item	203		25	25	1000000		OpenLevel99		1			1
206	7	Item	921		10	10	1000000	OpenLevel99			1			1
301	1	Item	672917		1	1	1000000				1			1
301	2	Item	672246		3	3	1000000				1			1
301	3	MingYangJiFen			1000	1000	1000000				1			1
301	4	Item	31613		180	180	1000000				1			1
301	5	Item	203		70	70	1000000		OpenLevel99		1			1
301	6	Item	921		35	35	1000000	OpenLevel99			1			1
302	1	Item	672918		1	1	1000000				1			1
302	2	Item	672246		2	2	1000000				1			1
302	3	MingYangJiFen			900	900	1000000				1			1
302	4	Item	31613		160	160	1000000				1			1
302	5	Item	203		60	60	1000000		OpenLevel99		1			1
302	6	Item	921		30	30	1000000	OpenLevel99			1			1
303	1	Item	672928		1	1	1000000				1			1
303	2	Item	672246		2	2	1000000				1			1
303	3	MingYangJiFen			800	800	1000000				1			1
303	4	Item	31613		120	120	1000000				1			1
303	5	Item	203		45	45	1000000		OpenLevel99		1			1
303	6	Item	921		22	22	1000000	OpenLevel99			1			1
304	1	Item	672929		1	1	1000000				1			1
304	2	Item	672246		1	1	1000000				1			1
304	3	MingYangJiFen			750	750	1000000				1			1
304	4	Item	31613		120	120	1000000				1			1
304	5	Item	203		45	45	1000000		OpenLevel99		1			1
304	6	Item	921		22	22	1000000	OpenLevel99			1			1
305	1	Item	672931		1	1	1000000				1			1
305	2	Item	672246		1	1	1000000				1			1
305	3	MingYangJiFen			700	700	1000000				1			1
305	4	Item	31613		100	100	1000000				1			1
305	5	Item	203		35	35	1000000		OpenLevel99		1			1
305	6	Item	921		16	16	1000000	OpenLevel99			1			1
306	1	Item	672931		1	1	1000000				1			1
306	2	Item	672246		1	1	1000000				1			1
306	3	MingYangJiFen			650	650	1000000				1			1
306	4	Item	31613		80	80	1000000				1			1
306	5	Item	203		25	25	1000000		OpenLevel99		1			1
306	6	Item	921		10	10	1000000	OpenLevel99			1			1
401	1	Item	672918		1	1	1000000				1			1
401	2	Item	672245		3	3	1000000				1			1
401	3	MingYangJiFen			250	250	1000000				1			1
401	4	Item	31613		180	180	1000000				1			1
401	5	Item	203		70	70	1000000		OpenLevel99		1			1
401	6	Item	921		35	35	1000000	OpenLevel99			1			1
402	1	Item	672921		1	1	1000000				1			1
402	2	Item	672245		2	2	1000000				1			1
402	3	MingYangJiFen			200	200	1000000				1			1
402	4	Item	31613		160	160	1000000				1			1
402	5	Item	203		60	60	1000000		OpenLevel99		1			1
402	6	Item	921		30	30	1000000	OpenLevel99			1			1
403	1	Item	672930		1	1	1000000				1			1
403	2	Item	672245		2	2	1000000				1			1
403	3	MingYangJiFen			180	180	1000000				1			1
403	4	Item	31613		120	120	1000000				1			1
403	5	Item	203		45	45	1000000		OpenLevel99		1			1
403	6	Item	921		22	22	1000000	OpenLevel99			1			1
404	1	Item	672931		1	1	1000000				1			1
404	2	Item	672245		1	1	1000000				1			1
404	3	MingYangJiFen			150	150	1000000				1			1
404	4	Item	31613		120	120	1000000				1			1
404	5	Item	203		45	45	1000000		OpenLevel99		1			1
404	6	Item	921		22	22	1000000	OpenLevel99			1			1
405	1	Item	672932		1	1	1000000				1			1
405	2	Item	672245		1	1	1000000				1			1
405	3	MingYangJiFen			120	120	1000000				1			1
405	4	Item	31613		100	100	1000000				1			1
405	5	Item	203		35	35	1000000		OpenLevel99		1			1
405	6	Item	921		16	16	1000000	OpenLevel99			1			1
406	1	Item	672932		1	1	1000000				1			1
406	2	Item	672245		1	1	1000000				1			1
406	3	MingYangJiFen			100	100	1000000				1			1
406	4	Item	31613		80	80	1000000				1			1
406	5	Item	203		25	25	1000000		OpenLevel99		1			1
406	6	Item	921		10	10	1000000	OpenLevel99			1			1
