TemplateId	Name	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	AttributePower	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	White1	Green1	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	White2	Green2	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	bForbidToBox	bInHorseSkillStone
330053	<i18n=51452>		17	26	5	110		202002	202002			100	4	100	0	HorseSkillStoneItem																																																			1
330054	<i18n=51484>		17	26	5	110		202002	202002			100	5	100	0	HorseSkillStoneItem																																																			1
330055	<i18n=51456>		17	26	5	110		202002	202002			100	6	100	0	HorseSkillStoneItem																																																			1
330061	<i18n=62753>		17	26	6	110		202002	202002			100	2	100	0	HorseSkillStoneItem																																																			1
330062	<i18n=62723>		17	26	6	110		202002	202002			100	3	100	0	HorseSkillStoneItem																																																			1
330063	<i18n=62720>		17	26	6	110		202002	202002			100	4	100	0	HorseSkillStoneItem																																																			1
330064	<i18n=62640>		17	26	6	110		202002	202002			100	5	100	0	HorseSkillStoneItem																																																			1
330065	<i18n=62613>		17	26	6	110		202002	202002			100	6	100	0	HorseSkillStoneItem																																																			1
330071	<i18n=62752>		17	26	7	110		202002	202002			100	2	100	0	HorseSkillStoneItem																																																			1
330072	<i18n=62719>		17	26	7	110		202002	202002			100	3	100	0	HorseSkillStoneItem																																																			1
330073	<i18n=62718>		17	26	7	110		202002	202002			100	4	100	0	HorseSkillStoneItem																																																			1
330074	<i18n=62653>		17	26	7	110		202002	202002			100	5	100	0	HorseSkillStoneItem																																																			1
330075	<i18n=62749>		17	26	7	110		202002	202002			100	6	100	0	HorseSkillStoneItem																																																			1
330081	<i18n=62670>		17	26	8	110		202002	202002			100	2	100	0	HorseSkillStoneItem																																																			1
330082	<i18n=62642>		17	26	8	110		202002	202002			100	3	100	0	HorseSkillStoneItem																																																			1
330083	<i18n=62643>		17	26	8	110		202002	202002			100	4	100	0	HorseSkillStoneItem																																																			1
330084	<i18n=62725>		17	26	8	110		202002	202002			100	5	100	0	HorseSkillStoneItem																																																			1
330085	<i18n=62665>		17	26	8	110		202002	202002			100	6	100	0	HorseSkillStoneItem																																																			1
330091	<i18n=62621>		17	26	9	110		202002	202002			100	2	100	0	HorseSkillStoneItem																																																			1
330092	<i18n=62733>		17	26	9	110		202002	202002			100	3	100	0	HorseSkillStoneItem																																																			1
330093	<i18n=62732>		17	26	9	110		202002	202002			100	4	100	0	HorseSkillStoneItem																																																			1
330094	<i18n=62636>		17	26	9	110		202002	202002			100	5	100	0	HorseSkillStoneItem																																																			1
330095	<i18n=62612>		17	26	9	110		202002	202002			100	6	100	0	HorseSkillStoneItem																																																			1
330101	<i18n=62707>		17	26	10	110		202002	202002			100	2	100	0	HorseSkillStoneItem																																																			1
330102	<i18n=62686>		17	26	10	110		202002	202002			100	3	100	0	HorseSkillStoneItem																																																			1
330103	<i18n=62734>		17	26	10	110		202002	202002			100	4	100	0	HorseSkillStoneItem																																																			1
330104	<i18n=62675>		17	26	10	110		202002	202002			100	5	100	0	HorseSkillStoneItem																																																			1
330105	<i18n=62629>		17	26	10	110		202002	202002			100	6	100	0	HorseSkillStoneItem																																																			1
340011	<i18n=51420>		17	27	1	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340012	<i18n=51395>		17	27	1	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340013	<i18n=51377>		17	27	1	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340014	<i18n=51397>		17	27	1	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340015	<i18n=51374>		17	27	1	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340021	<i18n=51353>		17	27	2	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340022	<i18n=51386>		17	27	2	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340023	<i18n=51407>		17	27	2	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340024	<i18n=51387>		17	27	2	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340025	<i18n=51402>		17	27	2	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340031	<i18n=51500>		17	27	3	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340032	<i18n=51495>		17	27	3	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340033	<i18n=51469>		17	27	3	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340034	<i18n=51494>		17	27	3	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340035	<i18n=51466>		17	27	3	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340041	<i18n=51435>		17	27	4	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340042	<i18n=51462>		17	27	4	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340043	<i18n=51482>		17	27	4	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340044	<i18n=51461>		17	27	4	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340045	<i18n=51493>		17	27	4	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340051	<i18n=51346>		17	27	5	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340052	<i18n=51473>		17	27	5	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340053	<i18n=51446>		17	27	5	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340054	<i18n=51474>		17	27	5	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340055	<i18n=51454>		17	27	5	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340061	<i18n=62661>		17	27	6	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340062	<i18n=62684>		17	27	6	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340063	<i18n=62747>		17	27	6	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340064	<i18n=62652>		17	27	6	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340065	<i18n=62667>		17	27	6	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340071	<i18n=62676>		17	27	7	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340072	<i18n=62691>		17	27	7	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340073	<i18n=62741>		17	27	7	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340074	<i18n=62654>		17	27	7	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340075	<i18n=62682>		17	27	7	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340081	<i18n=62628>		17	27	8	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340082	<i18n=62750>		17	27	8	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340083	<i18n=62687>		17	27	8	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340084	<i18n=62709>		17	27	8	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340085	<i18n=62624>		17	27	8	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340091	<i18n=62738>		17	27	9	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340092	<i18n=62714>		17	27	9	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340093	<i18n=62651>		17	27	9	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340094	<i18n=62748>		17	27	9	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340095	<i18n=62735>		17	27	9	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
340101	<i18n=62704>		17	27	10	110		202003	202003			100	2	100	0	HorseSkillStoneItem																																																			1
340102	<i18n=62743>		17	27	10	110		202003	202003			100	3	100	0	HorseSkillStoneItem																																																			1
340103	<i18n=62754>		17	27	10	110		202003	202003			100	4	100	0	HorseSkillStoneItem																																																			1
340104	<i18n=62617>		17	27	10	110		202003	202003			100	5	100	0	HorseSkillStoneItem																																																			1
340105	<i18n=62616>		17	27	10	110		202003	202003			100	6	100	0	HorseSkillStoneItem																																																			1
350011	<i18n=51423>		17	28	1	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350012	<i18n=51468>		17	28	1	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350013	<i18n=51418>		17	28	1	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350014	<i18n=51368>		17	28	1	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350015	<i18n=51416>		17	28	1	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350021	<i18n=51344>		17	28	2	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350022	<i18n=51384>		17	28	2	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350023	<i18n=51513>		17	28	2	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350024	<i18n=51440>		17	28	2	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350025	<i18n=51509>		17	28	2	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350031	<i18n=51359>		17	28	3	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350032	<i18n=51475>		17	28	3	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350033	<i18n=51361>		17	28	3	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350034	<i18n=51411>		17	28	3	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350035	<i18n=51362>		17	28	3	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350041	<i18n=51337>		17	28	4	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350042	<i18n=51385>		17	28	4	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350043	<i18n=51336>		17	28	4	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350044	<i18n=51443>		17	28	4	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350045	<i18n=51335>		17	28	4	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350051	<i18n=51477>		17	28	5	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350052	<i18n=51356>		17	28	5	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350053	<i18n=51479>		17	28	5	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350054	<i18n=51451>		17	28	5	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350055	<i18n=51480>		17	28	5	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350061	<i18n=62751>		17	28	6	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350062	<i18n=62658>		17	28	6	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350063	<i18n=62711>		17	28	6	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350064	<i18n=62716>		17	28	6	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350065	<i18n=62690>		17	28	6	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350071	<i18n=62666>		17	28	7	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350072	<i18n=62726>		17	28	7	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350073	<i18n=62639>		17	28	7	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350074	<i18n=62638>		17	28	7	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350075	<i18n=62625>		17	28	7	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350081	<i18n=62647>		17	28	8	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350082	<i18n=62626>		17	28	8	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350083	<i18n=62680>		17	28	8	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350084	<i18n=62681>		17	28	8	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350085	<i18n=62729>		17	28	8	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350091	<i18n=62619>		17	28	9	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350092	<i18n=62644>		17	28	9	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350093	<i18n=62724>		17	28	9	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350094	<i18n=62731>		17	28	9	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350095	<i18n=62683>		17	28	9	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
350101	<i18n=62663>		17	28	10	110		202004	202004			100	2	100	0	HorseSkillStoneItem																																																			1
350102	<i18n=62635>		17	28	10	110		202004	202004			100	3	100	0	HorseSkillStoneItem																																																			1
350103	<i18n=62631>		17	28	10	110		202004	202004			100	4	100	0	HorseSkillStoneItem																																																			1
350104	<i18n=62713>		17	28	10	110		202004	202004			100	5	100	0	HorseSkillStoneItem																																																			1
350105	<i18n=62662>		17	28	10	110		202004	202004			100	6	100	0	HorseSkillStoneItem																																																			1
360011	<i18n=51400>		17	29	1	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360012	<i18n=51467>		17	29	1	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360013	<i18n=51412>		17	29	1	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360014	<i18n=51339>		17	29	1	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360015	<i18n=51425>		17	29	1	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360021	<i18n=51419>		17	29	2	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360022	<i18n=51436>		17	29	2	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360023	<i18n=51388>		17	29	2	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360024	<i18n=51497>		17	29	2	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360025	<i18n=51406>		17	29	2	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360031	<i18n=51459>		17	29	3	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360032	<i18n=51396>		17	29	3	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360033	<i18n=51441>		17	29	3	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360034	<i18n=51358>		17	29	3	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360035	<i18n=51427>		17	29	3	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360041	<i18n=51415>		17	29	4	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360042	<i18n=51431>		17	29	4	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360043	<i18n=51405>		17	29	4	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360044	<i18n=51478>		17	29	4	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360045	<i18n=51390>		17	29	4	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360051	<i18n=51429>		17	29	5	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360052	<i18n=51409>		17	29	5	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360053	<i18n=51463>		17	29	5	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360054	<i18n=51380>		17	29	5	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360055	<i18n=51453>		17	29	5	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360061	<i18n=62721>		17	29	6	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360062	<i18n=62699>		17	29	6	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360063	<i18n=62660>		17	29	6	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360064	<i18n=62705>		17	29	6	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360065	<i18n=62703>		17	29	6	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360071	<i18n=62727>		17	29	7	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360072	<i18n=62695>		17	29	7	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360073	<i18n=62655>		17	29	7	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360074	<i18n=62708>		17	29	7	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360075	<i18n=62701>		17	29	7	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360081	<i18n=62689>		17	29	8	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360082	<i18n=62736>		17	29	8	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360083	<i18n=62622>		17	29	8	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360084	<i18n=62664>		17	29	8	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360085	<i18n=62669>		17	29	8	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360091	<i18n=62740>		17	29	9	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360092	<i18n=62685>		17	29	9	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360093	<i18n=62649>		17	29	9	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360094	<i18n=62710>		17	29	9	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360095	<i18n=62717>		17	29	9	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
360101	<i18n=62739>		17	29	10	110		202005	202005			100	2	100	0	HorseSkillStoneItem																																																			1
360102	<i18n=62627>		17	29	10	110		202005	202005			100	3	100	0	HorseSkillStoneItem																																																			1
360103	<i18n=62744>		17	29	10	110		202005	202005			100	4	100	0	HorseSkillStoneItem																																																			1
360104	<i18n=62702>		17	29	10	110		202005	202005			100	5	100	0	HorseSkillStoneItem																																																			1
360105	<i18n=62730>		17	29	10	110		202005	202005			100	6	100	0	HorseSkillStoneItem																																																			1
