NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=6803>	9120	30		32881	83224	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		31310	90835	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		28246	86864	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		28696	88867	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		27141	84696	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		28815	83148	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		31856	82338	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		30251	88820	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		33223	85089	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		27120	88957	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		26903	87081	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		31411	88443	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		31646	84189	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		32328	89598	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		63107	152784	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		66983	154955	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		63819	156153	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		62157	153532	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		62354	151578	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		66773	148627	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		65657	148344	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		66275	150374	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		65033	150226	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		63025	149783	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		63625	154400	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		64998	154562	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		65083	152446	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		64210	148708	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		66111	156044	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		72046	126863	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		73761	128590	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		75544	126617	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		71212	125240	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		72117	123301	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76332	123020	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76765	124870	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		74907	122560	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		74356	130695	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		72104	130094	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		73772	126848	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		73806	124935	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		70823	127256	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		75358	124772	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		75002	128589	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		79752	104790	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		78411	104886	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76109	102257	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		75847	99700	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76661	97658	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		78196	96627	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		81010	96463	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		80718	100542	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		77168	100648	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76858	103792	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		77601	102415	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		81754	102580	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		80288	102728	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		81928	98636	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		79640	96720	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		46282	45083	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		43026	50062	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		43427	45505	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		44746	45810	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		44850	43645	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		48017	43619	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		48405	47609	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		44141	51548	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		46941	51761	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		44062	47844	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		47659	49628	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		46280	50071	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		49118	49725	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		46145	43672	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		47809	45695	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60948	32138	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58479	31763	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		57624	28055	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58866	28456	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58084	25911	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60670	24336	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		62896	24976	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		62547	28579	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		63304	26578	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59173	25021	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59137	30497	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		63293	30044	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60617	28575	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60636	25821	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60595	30701	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		57738	59521	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		55883	53366	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58213	55330	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		56742	55378	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		61228	53124	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		57178	53961	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60534	51757	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58256	53564	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		56528	59029	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		55812	57105	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59948	57039	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		55591	54834	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		56997	52161	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58344	51821	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		61544	54576	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		87993	77945	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86255	78945	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		88149	76365	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		87758	74438	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		87502	79721	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86766	77083	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		83665	77200	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		82727	78176	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86885	73583	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85199	79454	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85321	77137	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86538	75036	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84198	75458	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85514	73764	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84401	73692	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		98558	58151	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		95658	58381	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		94770	53906	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		95094	51958	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		97547	50165	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		99378	52229	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		99498	54250	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		100055	56127	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		99357	57510	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		94730	56028	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		97275	57101	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		96423	52082	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		100064	51129	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		98791	50512	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		98997	56260	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		82376	54738	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84342	51214	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		82594	51337	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		81525	53013	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		81383	50603	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		83749	47496	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86602	47762	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		82402	48226	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		87453	52903	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85127	54845	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84221	53326	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85905	49199	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85875	53070	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		87302	49411	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86238	51373	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		78364	67760	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		81191	66385	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		75950	70656	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		75475	69034	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		77849	63951	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		76321	67770	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		79668	69633	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		76268	64662	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		78427	71712	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		77123	71718	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		79488	71179	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		76684	69509	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		77075	65855	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		80525	65066	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		80109	67659	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		64888	156421	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		67627	151707	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		62847	155479	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		66224	154224	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		67641	153552	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		63935	150316	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		67278	150157	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		66729	152422	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		53899	119860	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		53329	118062	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		54640	116724	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		54636	118664	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		55144	121077	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		57922	120661	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		57936	118350	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		58094	116315	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		59446	117718	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		56525	118680	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		56369	116706	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		55300	114432	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		53528	115202	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		54293	113250	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		57349	113920	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		59057	113803	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		59839	115722	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		57204	112305	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		56606	120941	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		58093	112464	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		55793	112262	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		58953	119100	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		71151	128970	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		73171	130578	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		72491	128657	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		72586	125053	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		75435	129957	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76718	126537	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		76272	128408	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		73568	122403	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		78923	98737	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		78783	100510	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		77544	98280	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		80358	98791	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		82129	100722	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		80832	104338	0	0	191	-1	0	0			1
<i18n=13051>	9123	30		78845	102612	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		45375	131876	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		45249	135699	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		42157	133714	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		44296	133888	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		43640	130276	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		44909	136864	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		43361	132229	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		42145	135695	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		16341	121491	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		15218	123036	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18681	121841	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18539	115002	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19633	118241	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		16387	123388	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		15014	118471	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		21400	102548	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		23883	102737	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		22512	106725	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18253	106921	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18739	108414	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		22814	104533	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19983	102636	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		22042	100633	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18283	104588	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		29619	91214	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		28133	90487	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		30168	84791	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		33300	87633	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		30248	86653	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		28706	84703	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		31845	86122	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		78327	65285	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		78184	70143	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		80455	70237	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		79649	64067	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		80983	68402	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		79762	65747	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		75621	66928	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85416	75094	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		83314	74680	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86571	80759	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84211	78775	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		82645	76458	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		83313	79475	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85330	80759	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84135	80652	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		97321	58598	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		95956	56579	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		95737	54083	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		97712	54470	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		97890	51660	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		100193	52925	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		100367	54567	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		96305	50525	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		83864	54986	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		82894	53092	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		84333	49108	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		83139	49489	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		86469	54442	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		87433	51015	0	0	191	-1	0	0			1
<i18n=3789>	9121	30		85017	47622	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		45556	51584	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		42885	47660	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		44565	49660	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		46297	47805	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		49129	45828	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		48369	51541	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		49443	47515	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59737	53612	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		58296	57274	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59530	51871	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		56940	57310	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59016	59451	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		61064	58000	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60087	55384	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		61460	56450	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		60172	58809	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59627	31990	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		61884	30283	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		61695	24797	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		63847	28104	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		62154	26446	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		59127	26660	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		57848	29879	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		78569	39892	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		79279	36373	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		78580	34760	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		74521	34756	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		74158	36621	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		77376	34671	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		76889	40152	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		77246	38791	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		62447	31710	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		74411	38241	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		75334	39708	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		75914	38322	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		76132	34846	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		78736	37996	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		79656	39025	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		80140	36517	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		80041	34212	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		75421	36391	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		78671	33023	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		76437	32940	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		77543	33038	0	0	191	-1	0	0			1
<i18n=3741>	9122	30		75427	33644	0	0	191	-1	0	0			1
