nGroup	nLevel	szAttrType	nAttrVal1	nAttrVal2	nAttrVal3	nFightPower
1	136	allsect_metaldamage_v	2506	0	0	123200
1	137	allsect_metaldamage_v	2522	0	0	124400
1	138	allsect_metaldamage_v	2538	0	0	125600
1	139	allsect_metaldamage_v	2554	0	0	126800
1	140	allsect_metaldamage_v	2570	0	0	128000
1	141	allsect_metaldamage_v	2586	0	0	129200
1	142	allsect_metaldamage_v	2602	0	0	130400
1	143	allsect_metaldamage_v	2618	0	0	131600
1	144	allsect_metaldamage_v	2634	0	0	132800
1	145	allsect_metaldamage_v	2650	0	0	134000
1	146	allsect_metaldamage_v	2666	0	0	135200
1	147	allsect_metaldamage_v	2682	0	0	136400
1	148	allsect_metaldamage_v	2698	0	0	137600
1	149	allsect_metaldamage_v	2714	0	0	138800
1	150	allsect_metaldamage_v	2730	0	0	140000
1	151	allsect_metaldamage_v	2746	0	0	141200
1	152	allsect_metaldamage_v	2762	0	0	142400
1	153	allsect_metaldamage_v	2778	0	0	143600
1	154	allsect_metaldamage_v	2794	0	0	144800
1	155	allsect_metaldamage_v	2810	0	0	146000
1	156	allsect_metaldamage_v	2826	0	0	147200
1	157	allsect_metaldamage_v	2842	0	0	148400
1	158	allsect_metaldamage_v	2858	0	0	149600
1	159	allsect_metaldamage_v	2874	0	0	150800
1	160	allsect_metaldamage_v	2890	0	0	152000
1	161	allsect_metaldamage_v	2906	0	0	153200
1	162	allsect_metaldamage_v	2922	0	0	154400
1	163	allsect_metaldamage_v	2938	0	0	155600
1	164	allsect_metaldamage_v	2954	0	0	156800
1	165	allsect_metaldamage_v	2970	0	0	158000
1	166	allsect_metaldamage_v	2986	0	0	159200
1	167	allsect_metaldamage_v	3002	0	0	160400
1	168	allsect_metaldamage_v	3018	0	0	161600
1	169	allsect_metaldamage_v	3034	0	0	162800
1	170	allsect_metaldamage_v	3050	0	0	164000
1	171	allsect_metaldamage_v	3065	0	0	165200
1	172	allsect_metaldamage_v	3080	0	0	166400
1	173	allsect_metaldamage_v	3095	0	0	167600
1	174	allsect_metaldamage_v	3110	0	0	168800
1	175	allsect_metaldamage_v	3125	0	0	170000
1	176	allsect_metaldamage_v	3140	0	0	171200
1	177	allsect_metaldamage_v	3155	0	0	172400
1	178	allsect_metaldamage_v	3170	0	0	173600
1	179	allsect_metaldamage_v	3185	0	0	174800
1	180	allsect_metaldamage_v	3200	0	0	176000
1	181	allsect_metaldamage_v	3215	0	0	177200
1	182	allsect_metaldamage_v	3230	0	0	178400
1	183	allsect_metaldamage_v	3245	0	0	179600
1	184	allsect_metaldamage_v	3260	0	0	180800
1	185	allsect_metaldamage_v	3275	0	0	182000
1	186	allsect_metaldamage_v	3290	0	0	183200
1	187	allsect_metaldamage_v	3305	0	0	184400
1	188	allsect_metaldamage_v	3320	0	0	185600
1	189	allsect_metaldamage_v	3335	0	0	186800
1	190	allsect_metaldamage_v	3350	0	0	188000
1	191	allsect_metaldamage_v	3365	0	0	189200
1	192	allsect_metaldamage_v	3380	0	0	190400
1	193	allsect_metaldamage_v	3395	0	0	191600
1	194	allsect_metaldamage_v	3410	0	0	192800
1	195	allsect_metaldamage_v	3425	0	0	194000
1	196	allsect_metaldamage_v	3440	0	0	195200
1	197	allsect_metaldamage_v	3455	0	0	196400
1	198	allsect_metaldamage_v	3470	0	0	197600
1	199	allsect_metaldamage_v	3485	0	0	198800
1	200	allsect_metaldamage_v	3500	0	0	200000
1	201	allsect_metaldamage_v	3514	0	0	201200
1	202	allsect_metaldamage_v	3528	0	0	202400
1	203	allsect_metaldamage_v	3542	0	0	203600
1	204	allsect_metaldamage_v	3556	0	0	204800
1	205	allsect_metaldamage_v	3570	0	0	206000
1	206	allsect_metaldamage_v	3584	0	0	207200
1	207	allsect_metaldamage_v	3598	0	0	208400
1	208	allsect_metaldamage_v	3612	0	0	209600
1	209	allsect_metaldamage_v	3626	0	0	210800
1	210	allsect_metaldamage_v	3640	0	0	212000
1	211	allsect_metaldamage_v	3654	0	0	213200
1	212	allsect_metaldamage_v	3668	0	0	214400
1	213	allsect_metaldamage_v	3682	0	0	215600
1	214	allsect_metaldamage_v	3696	0	0	216800
1	215	allsect_metaldamage_v	3710	0	0	218000
1	216	allsect_metaldamage_v	3724	0	0	219200
1	217	allsect_metaldamage_v	3738	0	0	220400
1	218	allsect_metaldamage_v	3752	0	0	221600
1	219	allsect_metaldamage_v	3766	0	0	222800
1	220	allsect_metaldamage_v	3780	0	0	224000
1	221	allsect_metaldamage_v	3794	0	0	225200
1	222	allsect_metaldamage_v	3808	0	0	226400
1	223	allsect_metaldamage_v	3822	0	0	227600
1	224	allsect_metaldamage_v	3836	0	0	228800
1	225	allsect_metaldamage_v	3850	0	0	230000
1	226	allsect_metaldamage_v	3864	0	0	231200
1	227	allsect_metaldamage_v	3878	0	0	232400
1	228	allsect_metaldamage_v	3892	0	0	233600
1	229	allsect_metaldamage_v	3906	0	0	234800
1	230	allsect_metaldamage_v	3920	0	0	236000
1	231	allsect_metaldamage_v	3934	0	0	237200
1	232	allsect_metaldamage_v	3948	0	0	238400
1	233	allsect_metaldamage_v	3962	0	0	239600
1	234	allsect_metaldamage_v	3976	0	0	240800
1	235	allsect_metaldamage_v	3990	0	0	242000
1	236	allsect_metaldamage_v	4004	0	0	243200
1	237	allsect_metaldamage_v	4018	0	0	244400
1	238	allsect_metaldamage_v	4032	0	0	245600
1	239	allsect_metaldamage_v	4046	0	0	246800
1	240	allsect_metaldamage_v	4060	0	0	248000
1	241	allsect_metaldamage_v	4074	0	0	249200
1	242	allsect_metaldamage_v	4088	0	0	250400
1	243	allsect_metaldamage_v	4102	0	0	251600
1	244	allsect_metaldamage_v	4116	0	0	252800
1	245	allsect_metaldamage_v	4130	0	0	254000
1	246	allsect_metaldamage_v	4144	0	0	255200
1	247	allsect_metaldamage_v	4158	0	0	256400
1	248	allsect_metaldamage_v	4172	0	0	257600
1	249	allsect_metaldamage_v	4186	0	0	258800
1	250	allsect_metaldamage_v	4200	0	0	260000
1	251	allsect_metaldamage_v	4214	0	0	261200
1	252	allsect_metaldamage_v	4228	0	0	262400
1	253	allsect_metaldamage_v	4242	0	0	263600
1	254	allsect_metaldamage_v	4256	0	0	264800
1	255	allsect_metaldamage_v	4270	0	0	266000
1	256	allsect_metaldamage_v	4284	0	0	267200
1	257	allsect_metaldamage_v	4298	0	0	268400
1	258	allsect_metaldamage_v	4312	0	0	269600
1	259	allsect_metaldamage_v	4326	0	0	270800
1	260	allsect_metaldamage_v	4340	0	0	272000
1	261	allsect_metaldamage_v	4354	0	0	273200
1	262	allsect_metaldamage_v	4368	0	0	274400
1	263	allsect_metaldamage_v	4382	0	0	275600
1	264	allsect_metaldamage_v	4396	0	0	276800
1	265	allsect_metaldamage_v	4410	0	0	278000
1	266	allsect_metaldamage_v	4424	0	0	279200
1	267	allsect_metaldamage_v	4438	0	0	280400
1	268	allsect_metaldamage_v	4452	0	0	281600
1	269	allsect_metaldamage_v	4466	0	0	282800
1	270	allsect_metaldamage_v	4480	0	0	284000
2	1	allsect_wooddamage_v	20	0	0	600
2	2	allsect_wooddamage_v	40	0	0	1200
2	3	allsect_wooddamage_v	60	0	0	1800
2	4	allsect_wooddamage_v	80	0	0	2400
2	5	allsect_wooddamage_v	100	0	0	3000
2	6	allsect_wooddamage_v	120	0	0	3600
2	7	allsect_wooddamage_v	140	0	0	4200
2	8	allsect_wooddamage_v	160	0	0	4800
2	9	allsect_wooddamage_v	180	0	0	5400
2	10	allsect_wooddamage_v	200	0	0	6000
2	11	allsect_wooddamage_v	220	0	0	6600
2	12	allsect_wooddamage_v	240	0	0	7200
2	13	allsect_wooddamage_v	260	0	0	7800
2	14	allsect_wooddamage_v	280	0	0	8400
2	15	allsect_wooddamage_v	300	0	0	9000
2	16	allsect_wooddamage_v	320	0	0	9600
2	17	allsect_wooddamage_v	340	0	0	10200
2	18	allsect_wooddamage_v	360	0	0	10800
2	19	allsect_wooddamage_v	380	0	0	11400
2	20	allsect_wooddamage_v	400	0	0	12000
2	21	allsect_wooddamage_v	420	0	0	12600
2	22	allsect_wooddamage_v	440	0	0	13200
2	23	allsect_wooddamage_v	460	0	0	13800
2	24	allsect_wooddamage_v	480	0	0	14400
2	25	allsect_wooddamage_v	500	0	0	15000
2	26	allsect_wooddamage_v	520	0	0	15600
2	27	allsect_wooddamage_v	540	0	0	16200
2	28	allsect_wooddamage_v	560	0	0	16800
2	29	allsect_wooddamage_v	580	0	0	17400
2	30	allsect_wooddamage_v	600	0	0	18000
2	31	allsect_wooddamage_v	619	0	0	18800
2	32	allsect_wooddamage_v	638	0	0	19600
2	33	allsect_wooddamage_v	657	0	0	20400
2	34	allsect_wooddamage_v	676	0	0	21200
2	35	allsect_wooddamage_v	695	0	0	22000
2	36	allsect_wooddamage_v	714	0	0	22800
2	37	allsect_wooddamage_v	733	0	0	23600
2	38	allsect_wooddamage_v	752	0	0	24400
2	39	allsect_wooddamage_v	771	0	0	25200
2	40	allsect_wooddamage_v	790	0	0	26000
2	41	allsect_wooddamage_v	809	0	0	26800
2	42	allsect_wooddamage_v	828	0	0	27600
2	43	allsect_wooddamage_v	847	0	0	28400
2	44	allsect_wooddamage_v	866	0	0	29200
2	45	allsect_wooddamage_v	885	0	0	30000
2	46	allsect_wooddamage_v	904	0	0	30800
2	47	allsect_wooddamage_v	923	0	0	31600
2	48	allsect_wooddamage_v	942	0	0	32400
2	49	allsect_wooddamage_v	961	0	0	33200
2	50	allsect_wooddamage_v	980	0	0	34000
2	51	allsect_wooddamage_v	999	0	0	34800
2	52	allsect_wooddamage_v	1018	0	0	35600
2	53	allsect_wooddamage_v	1037	0	0	36400
2	54	allsect_wooddamage_v	1056	0	0	37200
2	55	allsect_wooddamage_v	1075	0	0	38000
2	56	allsect_wooddamage_v	1094	0	0	38800
2	57	allsect_wooddamage_v	1113	0	0	39600
2	58	allsect_wooddamage_v	1132	0	0	40400
2	59	allsect_wooddamage_v	1151	0	0	41200
2	60	allsect_wooddamage_v	1170	0	0	42000
2	61	allsect_wooddamage_v	1189	0	0	42800
2	62	allsect_wooddamage_v	1208	0	0	43600
2	63	allsect_wooddamage_v	1227	0	0	44400
2	64	allsect_wooddamage_v	1246	0	0	45200
2	65	allsect_wooddamage_v	1265	0	0	46000
2	66	allsect_wooddamage_v	1284	0	0	46800
2	67	allsect_wooddamage_v	1303	0	0	47600
2	68	allsect_wooddamage_v	1322	0	0	48400
2	69	allsect_wooddamage_v	1341	0	0	49200
2	70	allsect_wooddamage_v	1360	0	0	50000
2	71	allsect_wooddamage_v	1378	0	0	51000
2	72	allsect_wooddamage_v	1396	0	0	52000
2	73	allsect_wooddamage_v	1414	0	0	53000
2	74	allsect_wooddamage_v	1432	0	0	54000
2	75	allsect_wooddamage_v	1450	0	0	55000
2	76	allsect_wooddamage_v	1468	0	0	56000
2	77	allsect_wooddamage_v	1486	0	0	57000
2	78	allsect_wooddamage_v	1504	0	0	58000
2	79	allsect_wooddamage_v	1522	0	0	59000
2	80	allsect_wooddamage_v	1540	0	0	60000
2	81	allsect_wooddamage_v	1558	0	0	61000
2	82	allsect_wooddamage_v	1576	0	0	62000
2	83	allsect_wooddamage_v	1594	0	0	63000
2	84	allsect_wooddamage_v	1612	0	0	64000
2	85	allsect_wooddamage_v	1630	0	0	65000
2	86	allsect_wooddamage_v	1648	0	0	66000
2	87	allsect_wooddamage_v	1666	0	0	67000
2	88	allsect_wooddamage_v	1684	0	0	68000
2	89	allsect_wooddamage_v	1702	0	0	69000
2	90	allsect_wooddamage_v	1720	0	0	70000
2	91	allsect_wooddamage_v	1738	0	0	71000
2	92	allsect_wooddamage_v	1756	0	0	72000
2	93	allsect_wooddamage_v	1774	0	0	73000
2	94	allsect_wooddamage_v	1792	0	0	74000
2	95	allsect_wooddamage_v	1810	0	0	75000
2	96	allsect_wooddamage_v	1828	0	0	76000
2	97	allsect_wooddamage_v	1846	0	0	77000
2	98	allsect_wooddamage_v	1864	0	0	78000
2	99	allsect_wooddamage_v	1882	0	0	79000
2	100	allsect_wooddamage_v	1900	0	0	80000
2	101	allsect_wooddamage_v	1917	0	0	81200
2	102	allsect_wooddamage_v	1934	0	0	82400
2	103	allsect_wooddamage_v	1951	0	0	83600
2	104	allsect_wooddamage_v	1968	0	0	84800
2	105	allsect_wooddamage_v	1985	0	0	86000
2	106	allsect_wooddamage_v	2002	0	0	87200
2	107	allsect_wooddamage_v	2019	0	0	88400
2	108	allsect_wooddamage_v	2036	0	0	89600
2	109	allsect_wooddamage_v	2053	0	0	90800
2	110	allsect_wooddamage_v	2070	0	0	92000
2	111	allsect_wooddamage_v	2087	0	0	93200
2	112	allsect_wooddamage_v	2104	0	0	94400
2	113	allsect_wooddamage_v	2121	0	0	95600
2	114	allsect_wooddamage_v	2138	0	0	96800
2	115	allsect_wooddamage_v	2155	0	0	98000
2	116	allsect_wooddamage_v	2172	0	0	99200
2	117	allsect_wooddamage_v	2189	0	0	100400
2	118	allsect_wooddamage_v	2206	0	0	101600
2	119	allsect_wooddamage_v	2223	0	0	102800
2	120	allsect_wooddamage_v	2240	0	0	104000
2	121	allsect_wooddamage_v	2257	0	0	105200
2	122	allsect_wooddamage_v	2274	0	0	106400
2	123	allsect_wooddamage_v	2291	0	0	107600
2	124	allsect_wooddamage_v	2308	0	0	108800
2	125	allsect_wooddamage_v	2325	0	0	110000
2	126	allsect_wooddamage_v	2342	0	0	111200
2	127	allsect_wooddamage_v	2359	0	0	112400
2	128	allsect_wooddamage_v	2376	0	0	113600
2	129	allsect_wooddamage_v	2393	0	0	114800
2	130	allsect_wooddamage_v	2410	0	0	116000
2	131	allsect_wooddamage_v	2426	0	0	117200
2	132	allsect_wooddamage_v	2442	0	0	118400
2	133	allsect_wooddamage_v	2458	0	0	119600
2	134	allsect_wooddamage_v	2474	0	0	120800
2	135	allsect_wooddamage_v	2490	0	0	122000
2	136	allsect_wooddamage_v	2506	0	0	123200
2	137	allsect_wooddamage_v	2522	0	0	124400
2	138	allsect_wooddamage_v	2538	0	0	125600
2	139	allsect_wooddamage_v	2554	0	0	126800
2	140	allsect_wooddamage_v	2570	0	0	128000
2	141	allsect_wooddamage_v	2586	0	0	129200
2	142	allsect_wooddamage_v	2602	0	0	130400
2	143	allsect_wooddamage_v	2618	0	0	131600
2	144	allsect_wooddamage_v	2634	0	0	132800
2	145	allsect_wooddamage_v	2650	0	0	134000
2	146	allsect_wooddamage_v	2666	0	0	135200
2	147	allsect_wooddamage_v	2682	0	0	136400
2	148	allsect_wooddamage_v	2698	0	0	137600
2	149	allsect_wooddamage_v	2714	0	0	138800
2	150	allsect_wooddamage_v	2730	0	0	140000
2	151	allsect_wooddamage_v	2746	0	0	141200
2	152	allsect_wooddamage_v	2762	0	0	142400
2	153	allsect_wooddamage_v	2778	0	0	143600
2	154	allsect_wooddamage_v	2794	0	0	144800
2	155	allsect_wooddamage_v	2810	0	0	146000
2	156	allsect_wooddamage_v	2826	0	0	147200
2	157	allsect_wooddamage_v	2842	0	0	148400
2	158	allsect_wooddamage_v	2858	0	0	149600
2	159	allsect_wooddamage_v	2874	0	0	150800
2	160	allsect_wooddamage_v	2890	0	0	152000
2	161	allsect_wooddamage_v	2906	0	0	153200
2	162	allsect_wooddamage_v	2922	0	0	154400
2	163	allsect_wooddamage_v	2938	0	0	155600
2	164	allsect_wooddamage_v	2954	0	0	156800
2	165	allsect_wooddamage_v	2970	0	0	158000
2	166	allsect_wooddamage_v	2986	0	0	159200
2	167	allsect_wooddamage_v	3002	0	0	160400
2	168	allsect_wooddamage_v	3018	0	0	161600
2	169	allsect_wooddamage_v	3034	0	0	162800
2	170	allsect_wooddamage_v	3050	0	0	164000
2	171	allsect_wooddamage_v	3065	0	0	165200
2	172	allsect_wooddamage_v	3080	0	0	166400
2	173	allsect_wooddamage_v	3095	0	0	167600
2	174	allsect_wooddamage_v	3110	0	0	168800
2	175	allsect_wooddamage_v	3125	0	0	170000
2	176	allsect_wooddamage_v	3140	0	0	171200
2	177	allsect_wooddamage_v	3155	0	0	172400
2	178	allsect_wooddamage_v	3170	0	0	173600
2	179	allsect_wooddamage_v	3185	0	0	174800
2	180	allsect_wooddamage_v	3200	0	0	176000
2	181	allsect_wooddamage_v	3215	0	0	177200
2	182	allsect_wooddamage_v	3230	0	0	178400
2	183	allsect_wooddamage_v	3245	0	0	179600
2	184	allsect_wooddamage_v	3260	0	0	180800
2	185	allsect_wooddamage_v	3275	0	0	182000
2	186	allsect_wooddamage_v	3290	0	0	183200
2	187	allsect_wooddamage_v	3305	0	0	184400
2	188	allsect_wooddamage_v	3320	0	0	185600
2	189	allsect_wooddamage_v	3335	0	0	186800
2	190	allsect_wooddamage_v	3350	0	0	188000
2	191	allsect_wooddamage_v	3365	0	0	189200
2	192	allsect_wooddamage_v	3380	0	0	190400
2	193	allsect_wooddamage_v	3395	0	0	191600
2	194	allsect_wooddamage_v	3410	0	0	192800
2	195	allsect_wooddamage_v	3425	0	0	194000
2	196	allsect_wooddamage_v	3440	0	0	195200
2	197	allsect_wooddamage_v	3455	0	0	196400
2	198	allsect_wooddamage_v	3470	0	0	197600
2	199	allsect_wooddamage_v	3485	0	0	198800
2	200	allsect_wooddamage_v	3500	0	0	200000
2	201	allsect_wooddamage_v	3514	0	0	201200
2	202	allsect_wooddamage_v	3528	0	0	202400
2	203	allsect_wooddamage_v	3542	0	0	203600
2	204	allsect_wooddamage_v	3556	0	0	204800
2	205	allsect_wooddamage_v	3570	0	0	206000
2	206	allsect_wooddamage_v	3584	0	0	207200
2	207	allsect_wooddamage_v	3598	0	0	208400
2	208	allsect_wooddamage_v	3612	0	0	209600
2	209	allsect_wooddamage_v	3626	0	0	210800
2	210	allsect_wooddamage_v	3640	0	0	212000
2	211	allsect_wooddamage_v	3654	0	0	213200
2	212	allsect_wooddamage_v	3668	0	0	214400
2	213	allsect_wooddamage_v	3682	0	0	215600
2	214	allsect_wooddamage_v	3696	0	0	216800
2	215	allsect_wooddamage_v	3710	0	0	218000
2	216	allsect_wooddamage_v	3724	0	0	219200
2	217	allsect_wooddamage_v	3738	0	0	220400
2	218	allsect_wooddamage_v	3752	0	0	221600
2	219	allsect_wooddamage_v	3766	0	0	222800
2	220	allsect_wooddamage_v	3780	0	0	224000
2	221	allsect_wooddamage_v	3794	0	0	225200
2	222	allsect_wooddamage_v	3808	0	0	226400
2	223	allsect_wooddamage_v	3822	0	0	227600
2	224	allsect_wooddamage_v	3836	0	0	228800
2	225	allsect_wooddamage_v	3850	0	0	230000
2	226	allsect_wooddamage_v	3864	0	0	231200
2	227	allsect_wooddamage_v	3878	0	0	232400
2	228	allsect_wooddamage_v	3892	0	0	233600
2	229	allsect_wooddamage_v	3906	0	0	234800
2	230	allsect_wooddamage_v	3920	0	0	236000
2	231	allsect_wooddamage_v	3934	0	0	237200
2	232	allsect_wooddamage_v	3948	0	0	238400
2	233	allsect_wooddamage_v	3962	0	0	239600
2	234	allsect_wooddamage_v	3976	0	0	240800
2	235	allsect_wooddamage_v	3990	0	0	242000
2	236	allsect_wooddamage_v	4004	0	0	243200
2	237	allsect_wooddamage_v	4018	0	0	244400
2	238	allsect_wooddamage_v	4032	0	0	245600
2	239	allsect_wooddamage_v	4046	0	0	246800
2	240	allsect_wooddamage_v	4060	0	0	248000
2	241	allsect_wooddamage_v	4074	0	0	249200
2	242	allsect_wooddamage_v	4088	0	0	250400
2	243	allsect_wooddamage_v	4102	0	0	251600
2	244	allsect_wooddamage_v	4116	0	0	252800
2	245	allsect_wooddamage_v	4130	0	0	254000
2	246	allsect_wooddamage_v	4144	0	0	255200
2	247	allsect_wooddamage_v	4158	0	0	256400
2	248	allsect_wooddamage_v	4172	0	0	257600
2	249	allsect_wooddamage_v	4186	0	0	258800
2	250	allsect_wooddamage_v	4200	0	0	260000
2	251	allsect_wooddamage_v	4214	0	0	261200
2	252	allsect_wooddamage_v	4228	0	0	262400
2	253	allsect_wooddamage_v	4242	0	0	263600
2	254	allsect_wooddamage_v	4256	0	0	264800
2	255	allsect_wooddamage_v	4270	0	0	266000
2	256	allsect_wooddamage_v	4284	0	0	267200
2	257	allsect_wooddamage_v	4298	0	0	268400
2	258	allsect_wooddamage_v	4312	0	0	269600
2	259	allsect_wooddamage_v	4326	0	0	270800
2	260	allsect_wooddamage_v	4340	0	0	272000
2	261	allsect_wooddamage_v	4354	0	0	273200
2	262	allsect_wooddamage_v	4368	0	0	274400
2	263	allsect_wooddamage_v	4382	0	0	275600
2	264	allsect_wooddamage_v	4396	0	0	276800
2	265	allsect_wooddamage_v	4410	0	0	278000
2	266	allsect_wooddamage_v	4424	0	0	279200
2	267	allsect_wooddamage_v	4438	0	0	280400
2	268	allsect_wooddamage_v	4452	0	0	281600
