nBatch	szType	NpcTemplateId	PosX	PosY	nCamp
2	heixiong	13003	25525	13989	2
2	heixiong	13003	25208	13398	2
2	heixiong	13003	24890	12785	2
2	heixiong	13003	24606	12347	2
2	heixiong	13003	24310	11843	2
2	heixiong	13003	23993	11318	2
2	heixiong	13003	23642	10880	2
2	heixiong	13003	23073	10946	2
2	heixiong	13003	22449	11121	2
2	heixiong	13003	21847	11055	2
2	heixiong	13003	21190	11077	2
2	heixiong	13003	20599	11099	2
2	heixiong	13003	19931	11121	2
2	heixiong	13003	19362	11164	2
2	heixiong	13003	18942	11077	2
2	heixiong	13003	18519	11077	2
2	heixiong	13003	18059	11143	2
3	eyu	13006	17667	11159	2
3	eyu	13006	17263	11736	2
3	eyu	13006	16917	12429	2
3	eyu	13006	16541	13064	2
3	eyu	13006	16137	13727	2
3	eyu	13006	15805	14593	2
3	eyu	13006	15575	15373	2
3	eyu	13006	15576	16247	2
3	eyu	13006	15952	17088	2
3	eyu	13006	16285	17580	2
3	eyu	13006	16537	18127	2
3	eyu	13006	16866	18741	2
3	eyu	13006	17183	19354	2
3	eyu	13006	17610	20054	2
3	eyu	13006	17960	20733	2
3	eyu	13006	18387	21302	2
3	eyu	13006	19022	21478	2
3	eyu	13006	19581	21543	2
3	eyu	13006	20172	21456	2
3	eyu	13006	20719	21368	2
3	eyu	13006	21278	21499	2
3	eyu	13006	21847	21434	2
3	eyu	13006	22405	21434	2
3	eyu	13006	22909	21368	2
3	eyu	13006	23412	20886	2
3	eyu	13006	23741	20536	2
3	eyu	13006	24091	20054	2
3	eyu	13006	24376	19616	2
3	eyu	13006	24628	19025	2
3	eyu	13006	24814	18368	2
3	eyu	13006	25142	17930	2
3	eyu	13006	25482	17471	2
3	eyu	13006	25777	17055	2
3	eyu	13006	26051	16529	2
3	eyu	13006	26379	16179	2
3	eyu	13006	26500	15588	2
3	eyu	13006	26149	15040	2
3	eyu	13006	25865	14515	2
3	eyu	13006	25525	13989	2
3	eyu	13006	25208	13398	2
3	eyu	13006	24890	12785	2
3	eyu	13006	24606	12347	2
3	eyu	13006	24310	11843	2
3	eyu	13006	23993	11318	2
3	eyu	13006	23642	10880	2
3	eyu	13006	23073	10946	2
3	eyu	13006	22449	11121	2
3	eyu	13006	21847	11055	2
3	eyu	13006	21190	11077	2
3	eyu	13006	20599	11099	2
3	eyu	13006	19931	11121	2
3	eyu	13006	19362	11164	2
3	eyu	13006	18942	11077	2
3	eyu	13006	18519	11077	2
3	eyu	13006	18059	11143	2
4	huanghu	13009	17667	11159	2
4	huanghu	13009	17263	11736	2
4	huanghu	13009	16917	12429	2
4	huanghu	13009	16541	13064	2
4	huanghu	13009	16137	13727	2
4	huanghu	13009	15805	14593	2
4	huanghu	13009	15575	15373	2
4	huanghu	13009	15576	16247	2
4	huanghu	13009	15952	17088	2
4	huanghu	13009	16285	17580	2
4	huanghu	13009	16537	18127	2
4	huanghu	13009	16866	18741	2
4	huanghu	13009	17183	19354	2
4	huanghu	13009	17610	20054	2
4	huanghu	13009	17960	20733	2
4	huanghu	13009	18387	21302	2
4	huanghu	13009	19022	21478	2
4	huanghu	13009	19581	21543	2
4	huanghu	13009	20172	21456	2
4	huanghu	13009	20719	21368	2
4	huanghu	13009	21278	21499	2
4	huanghu	13009	21847	21434	2
4	huanghu	13009	22405	21434	2
4	huanghu	13009	22909	21368	2
4	huanghu	13009	23412	20886	2
4	huanghu	13009	23741	20536	2
4	huanghu	13009	24091	20054	2
4	huanghu	13009	24376	19616	2
4	huanghu	13009	24628	19025	2
4	huanghu	13009	24814	18368	2
4	huanghu	13009	25142	17930	2
4	huanghu	13009	25482	17471	2
4	huanghu	13009	25777	17055	2
4	huanghu	13009	26051	16529	2
4	huanghu	13009	26379	16179	2
4	huanghu	13009	26500	15588	2
4	huanghu	13009	26149	15040	2
4	huanghu	13009	25865	14515	2
4	huanghu	13009	25525	13989	2
4	huanghu	13009	25208	13398	2
4	huanghu	13009	24890	12785	2
4	huanghu	13009	24606	12347	2
4	huanghu	13009	24310	11843	2
4	huanghu	13009	23993	11318	2
4	huanghu	13009	23642	10880	2
4	huanghu	13009	23073	10946	2
4	huanghu	13009	22449	11121	2
4	huanghu	13009	21847	11055	2
4	huanghu	13009	21190	11077	2
4	huanghu	13009	20599	11099	2
4	huanghu	13009	19931	11121	2
4	huanghu	13009	19362	11164	2
4	huanghu	13009	18942	11077	2
4	huanghu	13009	18519	11077	2
4	huanghu	13009	18059	11143	2
5	eyu	13006	17667	11159	2
5	eyu	13006	17263	11736	2
5	eyu	13006	16917	12429	2
5	eyu	13006	16541	13064	2
5	eyu	13006	16137	13727	2
5	eyu	13006	15805	14593	2
5	eyu	13006	15575	15373	2
5	eyu	13006	15576	16247	2
5	eyu	13006	15952	17088	2
5	eyu	13006	16285	17580	2
5	eyu	13006	16537	18127	2
5	eyu	13006	16866	18741	2
5	eyu	13006	17183	19354	2
5	eyu	13006	17610	20054	2
5	eyu	13006	17960	20733	2
5	eyu	13006	18387	21302	2
5	eyu	13006	19022	21478	2
5	eyu	13006	19581	21543	2
5	eyu	13006	20172	21456	2
5	eyu	13006	20719	21368	2
5	eyu	13006	21278	21499	2
5	eyu	13006	21847	21434	2
5	eyu	13006	22405	21434	2
5	eyu	13006	22909	21368	2
5	eyu	13006	23412	20886	2
5	eyu	13006	23741	20536	2
5	eyu	13006	24091	20054	2
5	eyu	13006	24376	19616	2
5	eyu	13006	24628	19025	2
5	eyu	13006	24814	18368	2
5	eyu	13006	25142	17930	2
5	eyu	13006	25482	17471	2
5	eyu	13006	25777	17055	2
5	eyu	13006	26051	16529	2
5	eyu	13006	26379	16179	2
5	eyu	13006	26500	15588	2
5	eyu	13006	26149	15040	2
5	eyu	13006	25865	14515	2
5	eyu	13006	25525	13989	2
5	eyu	13006	25208	13398	2
5	eyu	13006	24890	12785	2
5	eyu	13006	24606	12347	2
5	eyu	13006	24310	11843	2
5	eyu	13006	23993	11318	2
5	eyu	13006	23642	10880	2
5	eyu	13006	23073	10946	2
5	eyu	13006	22449	11121	2
5	eyu	13006	21847	11055	2
5	eyu	13006	21190	11077	2
5	eyu	13006	20599	11099	2
5	eyu	13006	19931	11121	2
5	eyu	13006	19362	11164	2
5	eyu	13006	18942	11077	2
5	eyu	13006	18519	11077	2
5	eyu	13006	18059	11143	2
6	huanghu	13009	17667	11159	2
6	huanghu	13009	17263	11736	2
6	huanghu	13009	16917	12429	2
6	huanghu	13009	16541	13064	2
6	huanghu	13009	16137	13727	2
6	huanghu	13009	15805	14593	2
6	huanghu	13009	15575	15373	2
6	huanghu	13009	15576	16247	2
6	huanghu	13009	15952	17088	2
6	huanghu	13009	16285	17580	2
6	huanghu	13009	16537	18127	2
6	huanghu	13009	16866	18741	2
6	huanghu	13009	17183	19354	2
6	huanghu	13009	17610	20054	2
6	huanghu	13009	17960	20733	2
6	huanghu	13009	18387	21302	2
6	huanghu	13009	19022	21478	2
6	huanghu	13009	19581	21543	2
6	huanghu	13009	20172	21456	2
6	huanghu	13009	20719	21368	2
6	huanghu	13009	21278	21499	2
6	huanghu	13009	21847	21434	2
6	huanghu	13009	22405	21434	2
6	huanghu	13009	22909	21368	2
6	huanghu	13009	23412	20886	2
6	huanghu	13009	23741	20536	2
6	huanghu	13009	24091	20054	2
6	huanghu	13009	24376	19616	2
6	huanghu	13009	24628	19025	2
6	huanghu	13009	24814	18368	2
6	huanghu	13009	25142	17930	2
6	huanghu	13009	25482	17471	2
6	huanghu	13009	25777	17055	2
6	huanghu	13009	26051	16529	2
6	huanghu	13009	26379	16179	2
6	huanghu	13009	26500	15588	2
6	huanghu	13009	26149	15040	2
6	huanghu	13009	25865	14515	2
6	huanghu	13009	25525	13989	2
6	huanghu	13009	25208	13398	2
6	huanghu	13009	24890	12785	2
6	huanghu	13009	24606	12347	2
6	huanghu	13009	24310	11843	2
6	huanghu	13009	23993	11318	2
6	huanghu	13009	23642	10880	2
6	huanghu	13009	23073	10946	2
6	huanghu	13009	22449	11121	2
6	huanghu	13009	21847	11055	2
6	huanghu	13009	21190	11077	2
6	huanghu	13009	20599	11099	2
6	huanghu	13009	19931	11121	2
6	huanghu	13009	19362	11164	2
6	huanghu	13009	18942	11077	2
6	huanghu	13009	18519	11077	2
6	huanghu	13009	18059	11143	2
7	eyu	13006	17667	11159	2
7	eyu	13006	17263	11736	2
7	eyu	13006	16917	12429	2
7	eyu	13006	16541	13064	2
7	eyu	13006	16137	13727	2
7	eyu	13006	15805	14593	2
7	eyu	13006	15575	15373	2
7	eyu	13006	15576	16247	2
7	eyu	13006	15952	17088	2
7	eyu	13006	16285	17580	2
7	eyu	13006	16537	18127	2
7	eyu	13006	16866	18741	2
7	eyu	13006	17183	19354	2
7	eyu	13006	17610	20054	2
7	eyu	13006	17960	20733	2
7	eyu	13006	18387	21302	2
7	eyu	13006	19022	21478	2
7	eyu	13006	19581	21543	2
7	eyu	13006	20172	21456	2
7	eyu	13006	20719	21368	2
7	eyu	13006	21278	21499	2
7	eyu	13006	21847	21434	2
7	eyu	13006	22405	21434	2
7	eyu	13006	22909	21368	2
7	eyu	13006	23412	20886	2
7	eyu	13006	23741	20536	2
7	eyu	13006	24091	20054	2
7	eyu	13006	24376	19616	2
7	eyu	13006	24628	19025	2
7	eyu	13006	24814	18368	2
7	eyu	13006	25142	17930	2
7	eyu	13006	25482	17471	2
7	eyu	13006	25777	17055	2
7	eyu	13006	26051	16529	2
7	eyu	13006	26379	16179	2
7	eyu	13006	26500	15588	2
7	eyu	13006	26149	15040	2
7	eyu	13006	25865	14515	2
7	eyu	13006	25525	13989	2
7	eyu	13006	25208	13398	2
7	eyu	13006	24890	12785	2
7	eyu	13006	24606	12347	2
7	eyu	13006	24310	11843	2
7	eyu	13006	23993	11318	2
7	eyu	13006	23642	10880	2
7	eyu	13006	23073	10946	2
7	eyu	13006	22449	11121	2
7	eyu	13006	21847	11055	2
7	eyu	13006	21190	11077	2
7	eyu	13006	20599	11099	2
7	eyu	13006	19931	11121	2
7	eyu	13006	19362	11164	2
7	eyu	13006	18942	11077	2
7	eyu	13006	18519	11077	2
7	eyu	13006	18059	11143	2
8	huanghu	13009	17667	11159	2
8	huanghu	13009	17263	11736	2
8	huanghu	13009	16917	12429	2
8	huanghu	13009	16541	13064	2
8	huanghu	13009	16137	13727	2
8	huanghu	13009	15805	14593	2
8	huanghu	13009	15575	15373	2
8	huanghu	13009	15576	16247	2
8	huanghu	13009	15952	17088	2
8	huanghu	13009	16285	17580	2
8	huanghu	13009	16537	18127	2
8	huanghu	13009	16866	18741	2
8	huanghu	13009	17183	19354	2
8	huanghu	13009	17610	20054	2
8	huanghu	13009	17960	20733	2
8	huanghu	13009	18387	21302	2
8	huanghu	13009	19022	21478	2
8	huanghu	13009	19581	21543	2
8	huanghu	13009	20172	21456	2
8	huanghu	13009	20719	21368	2
8	huanghu	13009	21278	21499	2
8	huanghu	13009	21847	21434	2
8	huanghu	13009	22405	21434	2
8	huanghu	13009	22909	21368	2
8	huanghu	13009	23412	20886	2
8	huanghu	13009	23741	20536	2
8	huanghu	13009	24091	20054	2
8	huanghu	13009	24376	19616	2
8	huanghu	13009	24628	19025	2
8	huanghu	13009	24814	18368	2
8	huanghu	13009	25142	17930	2
8	huanghu	13009	25482	17471	2
8	huanghu	13009	25777	17055	2
8	huanghu	13009	26051	16529	2
8	huanghu	13009	26379	16179	2
8	huanghu	13009	26500	15588	2
8	huanghu	13009	26149	15040	2
8	huanghu	13009	25865	14515	2
8	huanghu	13009	25525	13989	2
8	huanghu	13009	25208	13398	2
8	huanghu	13009	24890	12785	2
8	huanghu	13009	24606	12347	2
8	huanghu	13009	24310	11843	2
8	huanghu	13009	23993	11318	2
8	huanghu	13009	23642	10880	2
8	huanghu	13009	23073	10946	2
8	huanghu	13009	22449	11121	2
8	huanghu	13009	21847	11055	2
8	huanghu	13009	21190	11077	2
8	huanghu	13009	20599	11099	2
8	huanghu	13009	19931	11121	2
8	huanghu	13009	19362	11164	2
8	huanghu	13009	18942	11077	2
8	huanghu	13009	18519	11077	2
8	huanghu	13009	18059	11143	2
9	eyu	13006	17667	11159	2
9	eyu	13006	17263	11736	2
9	eyu	13006	16917	12429	2
9	eyu	13006	16541	13064	2
9	eyu	13006	16137	13727	2
9	eyu	13006	15805	14593	2
9	eyu	13006	15575	15373	2
9	eyu	13006	15576	16247	2
9	eyu	13006	15952	17088	2
9	eyu	13006	16285	17580	2
9	eyu	13006	16537	18127	2
9	eyu	13006	16866	18741	2
9	eyu	13006	17183	19354	2
9	eyu	13006	17610	20054	2
9	eyu	13006	17960	20733	2
9	eyu	13006	18387	21302	2
9	eyu	13006	19022	21478	2
9	eyu	13006	19581	21543	2
9	eyu	13006	20172	21456	2
9	eyu	13006	20719	21368	2
9	eyu	13006	21278	21499	2
9	eyu	13006	21847	21434	2
9	eyu	13006	22405	21434	2
9	eyu	13006	22909	21368	2
9	eyu	13006	23412	20886	2
9	eyu	13006	23741	20536	2
9	eyu	13006	24091	20054	2
9	eyu	13006	24376	19616	2
9	eyu	13006	24628	19025	2
9	eyu	13006	24814	18368	2
9	eyu	13006	25142	17930	2
9	eyu	13006	25482	17471	2
9	eyu	13006	25777	17055	2
9	eyu	13006	26051	16529	2
9	eyu	13006	26379	16179	2
9	eyu	13006	26500	15588	2
9	eyu	13006	26149	15040	2
9	eyu	13006	25865	14515	2
9	eyu	13006	25525	13989	2
9	eyu	13006	25208	13398	2
9	eyu	13006	24890	12785	2
9	eyu	13006	24606	12347	2
9	eyu	13006	24310	11843	2
9	eyu	13006	23993	11318	2
9	eyu	13006	23642	10880	2
9	eyu	13006	23073	10946	2
9	eyu	13006	22449	11121	2
9	eyu	13006	21847	11055	2
9	eyu	13006	21190	11077	2
9	eyu	13006	20599	11099	2
9	eyu	13006	19931	11121	2
9	eyu	13006	19362	11164	2
9	eyu	13006	18942	11077	2
9	eyu	13006	18519	11077	2
9	eyu	13006	18059	11143	2
10	huanghu	13009	17667	11159	2
10	huanghu	13009	17263	11736	2
10	huanghu	13009	16917	12429	2
10	huanghu	13009	16541	13064	2
10	huanghu	13009	16137	13727	2
10	huanghu	13009	15805	14593	2
10	huanghu	13009	15575	15373	2
10	huanghu	13009	15576	16247	2
10	huanghu	13009	15952	17088	2
10	huanghu	13009	16285	17580	2
10	huanghu	13009	16537	18127	2
10	huanghu	13009	16866	18741	2
10	huanghu	13009	17183	19354	2
10	huanghu	13009	17610	20054	2
10	huanghu	13009	17960	20733	2
10	huanghu	13009	18387	21302	2
10	huanghu	13009	19022	21478	2
10	huanghu	13009	19581	21543	2
10	huanghu	13009	20172	21456	2
10	huanghu	13009	20719	21368	2
10	huanghu	13009	21278	21499	2
10	huanghu	13009	21847	21434	2
10	huanghu	13009	22405	21434	2
10	huanghu	13009	22909	21368	2
10	huanghu	13009	23412	20886	2
10	huanghu	13009	23741	20536	2
10	huanghu	13009	24091	20054	2
10	huanghu	13009	24376	19616	2
10	huanghu	13009	24628	19025	2
10	huanghu	13009	24814	18368	2
10	huanghu	13009	25142	17930	2
10	huanghu	13009	25482	17471	2
10	huanghu	13009	25777	17055	2
10	huanghu	13009	26051	16529	2
10	huanghu	13009	26379	16179	2
10	huanghu	13009	26500	15588	2
10	huanghu	13009	26149	15040	2
10	huanghu	13009	25865	14515	2
10	huanghu	13009	25525	13989	2
10	huanghu	13009	25208	13398	2
10	huanghu	13009	24890	12785	2
10	huanghu	13009	24606	12347	2
10	huanghu	13009	24310	11843	2
10	huanghu	13009	23993	11318	2
10	huanghu	13009	23642	10880	2
10	huanghu	13009	23073	10946	2
10	huanghu	13009	22449	11121	2
10	huanghu	13009	21847	11055	2
10	huanghu	13009	21190	11077	2
10	huanghu	13009	20599	11099	2
10	huanghu	13009	19931	11121	2
10	huanghu	13009	19362	11164	2
10	huanghu	13009	18942	11077	2
10	huanghu	13009	18519	11077	2
10	huanghu	13009	18059	11143	2
11	eyu	13006	17667	11159	2
11	eyu	13006	17263	11736	2
11	eyu	13006	16917	12429	2
11	eyu	13006	16541	13064	2
11	eyu	13006	16137	13727	2
11	eyu	13006	15805	14593	2
11	eyu	13006	15575	15373	2
11	eyu	13006	15576	16247	2
11	eyu	13006	15952	17088	2
11	eyu	13006	16285	17580	2
11	eyu	13006	16537	18127	2
11	eyu	13006	16866	18741	2
11	eyu	13006	17183	19354	2
11	eyu	13006	17610	20054	2
11	eyu	13006	17960	20733	2
11	eyu	13006	18387	21302	2
11	eyu	13006	19022	21478	2
11	eyu	13006	19581	21543	2
11	eyu	13006	20172	21456	2
11	eyu	13006	20719	21368	2
11	eyu	13006	21278	21499	2
11	eyu	13006	21847	21434	2
11	eyu	13006	22405	21434	2
11	eyu	13006	22909	21368	2
11	eyu	13006	23412	20886	2
11	eyu	13006	23741	20536	2
11	eyu	13006	24091	20054	2
11	eyu	13006	24376	19616	2
11	eyu	13006	24628	19025	2
11	eyu	13006	24814	18368	2
11	eyu	13006	25142	17930	2
11	eyu	13006	25482	17471	2
11	eyu	13006	25777	17055	2
11	eyu	13006	26051	16529	2
11	eyu	13006	26379	16179	2
11	eyu	13006	26500	15588	2
11	eyu	13006	26149	15040	2
11	eyu	13006	25865	14515	2
11	eyu	13006	25525	13989	2
11	eyu	13006	25208	13398	2
11	eyu	13006	24890	12785	2
11	eyu	13006	24606	12347	2
11	eyu	13006	24310	11843	2
11	eyu	13006	23993	11318	2
11	eyu	13006	23642	10880	2
11	eyu	13006	23073	10946	2
11	eyu	13006	22449	11121	2
11	eyu	13006	21847	11055	2
11	eyu	13006	21190	11077	2
11	eyu	13006	20599	11099	2
11	eyu	13006	19931	11121	2
11	eyu	13006	19362	11164	2
11	eyu	13006	18942	11077	2
11	eyu	13006	18519	11077	2
11	eyu	13006	18059	11143	2
12	huanghu	13009	17667	11159	2
12	huanghu	13009	17263	11736	2
12	huanghu	13009	16917	12429	2
12	huanghu	13009	16541	13064	2
12	huanghu	13009	16137	13727	2
12	huanghu	13009	15805	14593	2
12	huanghu	13009	15575	15373	2
12	huanghu	13009	15576	16247	2
12	huanghu	13009	15952	17088	2
12	huanghu	13009	16285	17580	2
12	huanghu	13009	16537	18127	2
12	huanghu	13009	16866	18741	2
12	huanghu	13009	17183	19354	2
12	huanghu	13009	17610	20054	2
12	huanghu	13009	17960	20733	2
12	huanghu	13009	18387	21302	2
12	huanghu	13009	19022	21478	2
12	huanghu	13009	19581	21543	2
12	huanghu	13009	20172	21456	2
12	huanghu	13009	20719	21368	2
12	huanghu	13009	21278	21499	2
12	huanghu	13009	21847	21434	2
12	huanghu	13009	22405	21434	2
12	huanghu	13009	22909	21368	2
12	huanghu	13009	23412	20886	2
12	huanghu	13009	23741	20536	2
12	huanghu	13009	24091	20054	2
12	huanghu	13009	24376	19616	2
12	huanghu	13009	24628	19025	2
12	huanghu	13009	24814	18368	2
12	huanghu	13009	25142	17930	2
12	huanghu	13009	25482	17471	2
12	huanghu	13009	25777	17055	2
12	huanghu	13009	26051	16529	2
12	huanghu	13009	26379	16179	2
12	huanghu	13009	26500	15588	2
12	huanghu	13009	26149	15040	2
12	huanghu	13009	25865	14515	2
12	huanghu	13009	25525	13989	2
12	huanghu	13009	25208	13398	2
12	huanghu	13009	24890	12785	2
12	huanghu	13009	24606	12347	2
12	huanghu	13009	24310	11843	2
12	huanghu	13009	23993	11318	2
12	huanghu	13009	23642	10880	2
12	huanghu	13009	23073	10946	2
12	huanghu	13009	22449	11121	2
12	huanghu	13009	21847	11055	2
12	huanghu	13009	21190	11077	2
12	huanghu	13009	20599	11099	2
12	huanghu	13009	19931	11121	2
12	huanghu	13009	19362	11164	2
12	huanghu	13009	18942	11077	2
12	huanghu	13009	18519	11077	2
12	huanghu	13009	18059	11143	2
13	eyu	13006	17667	11159	2
13	eyu	13006	17263	11736	2
13	eyu	13006	16917	12429	2
13	eyu	13006	16541	13064	2
13	eyu	13006	16137	13727	2
13	eyu	13006	15805	14593	2
13	eyu	13006	15575	15373	2
13	eyu	13006	15576	16247	2
13	eyu	13006	15952	17088	2
13	eyu	13006	16285	17580	2
13	eyu	13006	16537	18127	2
13	eyu	13006	16866	18741	2
13	eyu	13006	17183	19354	2
13	eyu	13006	17610	20054	2
13	eyu	13006	17960	20733	2
13	eyu	13006	18387	21302	2
13	eyu	13006	19022	21478	2
13	eyu	13006	19581	21543	2
13	eyu	13006	20172	21456	2
13	eyu	13006	20719	21368	2
13	eyu	13006	21278	21499	2
13	eyu	13006	21847	21434	2
13	eyu	13006	22405	21434	2
13	eyu	13006	22909	21368	2
13	eyu	13006	23412	20886	2
13	eyu	13006	23741	20536	2
13	eyu	13006	24091	20054	2
13	eyu	13006	24376	19616	2
13	eyu	13006	24628	19025	2
13	eyu	13006	24814	18368	2
13	eyu	13006	25142	17930	2
13	eyu	13006	25482	17471	2
13	eyu	13006	25777	17055	2
13	eyu	13006	26051	16529	2
13	eyu	13006	26379	16179	2
13	eyu	13006	26500	15588	2
13	eyu	13006	26149	15040	2
13	eyu	13006	25865	14515	2
13	eyu	13006	25525	13989	2
13	eyu	13006	25208	13398	2
13	eyu	13006	24890	12785	2
13	eyu	13006	24606	12347	2
13	eyu	13006	24310	11843	2
13	eyu	13006	23993	11318	2
13	eyu	13006	23642	10880	2
13	eyu	13006	23073	10946	2
13	eyu	13006	22449	11121	2
13	eyu	13006	21847	11055	2
13	eyu	13006	21190	11077	2
13	eyu	13006	20599	11099	2
13	eyu	13006	19931	11121	2
13	eyu	13006	19362	11164	2
13	eyu	13006	18942	11077	2
13	eyu	13006	18519	11077	2
13	eyu	13006	18059	11143	2
14	huanghu	13009	17667	11159	2
14	huanghu	13009	17263	11736	2
14	huanghu	13009	16917	12429	2
14	huanghu	13009	16541	13064	2
14	huanghu	13009	16137	13727	2
14	huanghu	13009	15805	14593	2
14	huanghu	13009	15575	15373	2
14	huanghu	13009	15576	16247	2
14	huanghu	13009	15952	17088	2
14	huanghu	13009	16285	17580	2
14	huanghu	13009	16537	18127	2
14	huanghu	13009	16866	18741	2
14	huanghu	13009	17183	19354	2
14	huanghu	13009	17610	20054	2
14	huanghu	13009	17960	20733	2
14	huanghu	13009	18387	21302	2
14	huanghu	13009	19022	21478	2
14	huanghu	13009	19581	21543	2
14	huanghu	13009	20172	21456	2
14	huanghu	13009	20719	21368	2
14	huanghu	13009	21278	21499	2
14	huanghu	13009	21847	21434	2
14	huanghu	13009	22405	21434	2
14	huanghu	13009	22909	21368	2
14	huanghu	13009	23412	20886	2
14	huanghu	13009	23741	20536	2
14	huanghu	13009	24091	20054	2
14	huanghu	13009	24376	19616	2
14	huanghu	13009	24628	19025	2
14	huanghu	13009	24814	18368	2
14	huanghu	13009	25142	17930	2
14	huanghu	13009	25482	17471	2
14	huanghu	13009	25777	17055	2
14	huanghu	13009	26051	16529	2
14	huanghu	13009	26379	16179	2
14	huanghu	13009	26500	15588	2
14	huanghu	13009	26149	15040	2
14	huanghu	13009	25865	14515	2
14	huanghu	13009	25525	13989	2
14	huanghu	13009	25208	13398	2
14	huanghu	13009	24890	12785	2
14	huanghu	13009	24606	12347	2
14	huanghu	13009	24310	11843	2
14	huanghu	13009	23993	11318	2
14	huanghu	13009	23642	10880	2
14	huanghu	13009	23073	10946	2
14	huanghu	13009	22449	11121	2
14	huanghu	13009	21847	11055	2
14	huanghu	13009	21190	11077	2
14	huanghu	13009	20599	11099	2
14	huanghu	13009	19931	11121	2
14	huanghu	13009	19362	11164	2
14	huanghu	13009	18942	11077	2
14	huanghu	13009	18519	11077	2
14	huanghu	13009	18059	11143	2
15	eyu	13006	17667	11159	2
15	eyu	13006	17263	11736	2
15	eyu	13006	16917	12429	2
15	eyu	13006	16541	13064	2
15	eyu	13006	16137	13727	2
15	eyu	13006	15805	14593	2
15	eyu	13006	15575	15373	2
15	eyu	13006	15576	16247	2
15	eyu	13006	15952	17088	2
15	eyu	13006	16285	17580	2
15	eyu	13006	16537	18127	2
15	eyu	13006	16866	18741	2
15	eyu	13006	17183	19354	2
15	eyu	13006	17610	20054	2
15	eyu	13006	17960	20733	2
15	eyu	13006	18387	21302	2
15	eyu	13006	19022	21478	2
15	eyu	13006	19581	21543	2
15	eyu	13006	20172	21456	2
15	eyu	13006	20719	21368	2
15	eyu	13006	21278	21499	2
15	eyu	13006	21847	21434	2
15	eyu	13006	22405	21434	2
15	eyu	13006	22909	21368	2
15	eyu	13006	23412	20886	2
15	eyu	13006	23741	20536	2
15	eyu	13006	24091	20054	2
15	eyu	13006	24376	19616	2
15	eyu	13006	24628	19025	2
15	eyu	13006	24814	18368	2
