NpcName	ShowName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType		
<i18n=21034>	<i18n=21034>	6124	1		27682	49753	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		13233	50680	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		13274	48765	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		14230	48692	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		14283	50670	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		40184	77977	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		40155	76181	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		41246	76146	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		41258	78011	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		53645	76743	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		53686	75077	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		54749	75067	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		54814	76718	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		33498	60886	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		33870	59474	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		34506	59886	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		35006	59386	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		33998	60386	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6125	1		34721	60474	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		76591	40280	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		76586	38721	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		77670	38719	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		77666	40271	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		64846	28941	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		64385	26840	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		54276	16700	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		53706	18440	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		53736	17178	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		54706	17440	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		54756	18514	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6125	1		54230	17774	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		32375	37390	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		32875	36890	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		33375	36390	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		33875	35890	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		57903	62022	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		57915	63247	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		58667	63228	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6124	1		58662	61905	0	0	191	-1	0	0		
