Id	ItemId	ItemCount	MaxItemCount	TypeName	MoneyType	StartTimeFrame	EndTimeFrame	OrgPrice	Fix2ndPrice	AddRatePerTime	MaxSyncNum	NeedSysBid	OpenByTimeFrame	Sort
30	915	15	1	<i18n=7021>	Gold	OpenLevel69	OpenLevel79	1	120	15	15	1		30
31	914	5	1	<i18n=7021>	Gold	OpenLevel69	OpenLevel79	1	120	15	5	1		31
32	914	15	1	<i18n=7021>	Gold	OpenLevel59	OpenLevel69	1	120	15	15	1		32
33	913	5	1	<i18n=7021>	Gold	OpenLevel59	OpenLevel69	1	120	15	5	1		33
34	913	15	1	<i18n=7021>	Gold	OpenLevel49	OpenLevel59	1	120	15	15	1		34
35	912	15	1	<i18n=7021>	Gold	OpenLevel49	OpenLevel59	1	60	15	15	1		35
36	1130	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		36
37	1129	1	1	<i18n=4523>	Gold	OpenLevel49	OpenLevel79	1	600	15	1	1		37
38	1128	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		38
39	1127	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		39
40	1126	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		40
41	1125	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		41
42	1123	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		42
43	1122	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		43
44	31397	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		44
45	31398	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		45
46	31399	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1		46
47	2060	1	1	<i18n=10807>	Gold	OpenLevel159	OpenLevel179	1	720	15	1	1		47
48	2060	2	1	<i18n=10807>	Gold	OpenLevel149	OpenLevel159	1	720	15	2	1		48
49	2061	1	1	<i18n=10807>	Gold	OpenLevel169	OpenLevel199	1	720	15	1	1		49
50	2061	2	1	<i18n=10807>	Gold	OpenLevel159	OpenLevel169	1	720	15	2	1		50
51	2062	1	1	<i18n=10807>	Gold	OpenLevel169	OpenLevel219	1	720	15	1	1		51
52	2063	1	1	<i18n=10807>	Gold	OpenLevel179	OpenLevel239	1	720	15	1	1		52
53	2064	1	1	<i18n=10807>	Gold	OpenLevel199		1	720	15	1	1		53
54	2065	1	1	<i18n=10807>	Gold	OpenLevel219		1	720	15	1	1		54
55	2067	1	1	<i18n=10807>	Gold	OpenLevel239		1	720	15	1	1		55
56	2023	3	1	<i18n=10807>	Gold	OpenLevel139	OpenLevel169	1	720	15	3	1		56
57	2023	2	1	<i18n=10807>	Gold	OpenLevel119	OpenLevel139	1	720	15	2	1		57
58	2022	2	1	<i18n=10807>	Gold	OpenLevel139	OpenLevel149	1	720	15	2	1		58
59	2022	3	1	<i18n=10807>	Gold	OpenLevel119	OpenLevel139	1	720	15	3	1		59
60	2022	5	1	<i18n=10807>	Gold	OpenLevel99	OpenLevel119	1	720	15	5	1		60
61	2021	2	1	<i18n=10807>	Gold	OpenLevel99	OpenLevel119	1	240	15	2	1		61
62	2021	5	1	<i18n=10807>	Gold	OpenLevel49	OpenLevel99	1	240	15	5	1		62
63	1131	3	1	<i18n=3325>	Gold	OpenLevel49		1	240	15	3	1		63
64	3684	1	1	<i18n=4975>	Gold	OpenLevel259		1	600	15	1	1		64
65	3694	1	1	<i18n=4975>	Gold	OpenLevel259		1	600	15	1	1		65
66	673738	1	1	<i18n=4975>	Gold	OpenLevel259		1	600	15	1	1		66
67	673737	2	1	<i18n=4975>	Gold	OpenLevel259		1	600	15	2	1		67
68	3683	1	1	<i18n=4975>	Gold	OpenLevel249	OpenLevel259	1	600	15	1	1		68
69	3693	1	1	<i18n=4975>	Gold	OpenLevel249	OpenLevel259	1	600	15	1	1		69
70	673736	1	1	<i18n=4975>	Gold	OpenLevel249	OpenLevel259	1	600	15	1	1		70
71	673735	2	1	<i18n=4975>	Gold	OpenLevel249	OpenLevel259	1	600	15	2	1		71
72	3682	1	1	<i18n=4975>	Gold	OpenLevel239	OpenLevel249	1	600	15	1	1		72
73	3692	1	1	<i18n=4975>	Gold	OpenLevel239	OpenLevel249	1	600	15	1	1		73
74	673734	1	1	<i18n=4975>	Gold	OpenLevel239	OpenLevel249	1	600	15	1	1		74
75	673733	2	1	<i18n=4975>	Gold	OpenLevel239	OpenLevel249	1	600	15	2	1		75
76	3681	1	1	<i18n=4975>	Gold	OpenLevel229	OpenLevel239	1	600	15	1	1		76
77	3691	1	1	<i18n=4975>	Gold	OpenLevel229	OpenLevel239	1	600	15	1	1		77
78	673732	1	1	<i18n=4975>	Gold	OpenLevel229	OpenLevel239	1	600	15	1	1		78
79	673731	2	1	<i18n=4975>	Gold	OpenLevel229	OpenLevel239	1	600	15	2	1		79
80	3680	1	1	<i18n=4975>	Gold	OpenLevel219	OpenLevel229	1	600	15	1	1		80
81	3690	1	1	<i18n=4975>	Gold	OpenLevel219	OpenLevel229	1	600	15	1	1		81
82	673730	1	1	<i18n=4975>	Gold	OpenLevel219	OpenLevel229	1	600	15	1	1		82
83	673729	2	1	<i18n=4975>	Gold	OpenLevel219	OpenLevel229	1	600	15	2	1		83
84	3679	1	1	<i18n=4975>	Gold	OpenLevel209	OpenLevel219	1	600	15	1	1		84
85	3689	1	1	<i18n=4975>	Gold	OpenLevel209	OpenLevel219	1	600	15	1	1		85
86	673727	1	1	<i18n=4975>	Gold	OpenLevel209	OpenLevel219	1	600	15	1	1		86
87	673728	2	1	<i18n=4975>	Gold	OpenLevel209	OpenLevel219	1	600	15	2	1		87
88	3592	1	1	<i18n=4975>	Gold	OpenLevel199	OpenLevel209	1	600	15	1	1		88
89	3600	1	1	<i18n=4975>	Gold	OpenLevel199	OpenLevel209	1	600	15	1	1		89
90	673411	1	1	<i18n=4975>	Gold	OpenLevel199	OpenLevel209	1	600	15	1	1		90
91	673412	2	1	<i18n=4975>	Gold	OpenLevel199	OpenLevel209	1	600	15	2	1		91
92	3591	1	1	<i18n=4975>	Gold	OpenLevel189	OpenLevel199	1	600	15	1	1		92
93	3599	1	1	<i18n=4975>	Gold	OpenLevel189	OpenLevel199	1	600	15	1	1		93
94	673276	1	1	<i18n=4975>	Gold	OpenLevel189	OpenLevel199	1	600	15	1	1		94
95	673277	2	1	<i18n=4975>	Gold	OpenLevel189	OpenLevel199	1	600	15	2	1		95
96	3590	1	1	<i18n=4975>	Gold	OpenLevel179	OpenLevel189	1	600	15	1	1		96
97	3598	1	1	<i18n=4975>	Gold	OpenLevel179	OpenLevel189	1	600	15	1	1		97
98	673226	1	1	<i18n=4975>	Gold	OpenLevel179	OpenLevel189	1	600	15	1	1		98
99	673227	2	1	<i18n=4975>	Gold	OpenLevel179	OpenLevel189	1	600	15	2	1		99
100	3589	1	1	<i18n=4975>	Gold	OpenLevel169	OpenLevel179	1	600	15	1	1		100
101	3597	1	1	<i18n=4975>	Gold	OpenLevel169	OpenLevel179	1	600	15	1	1		101
102	672624	1	1	<i18n=4975>	Gold	OpenLevel169	OpenLevel179	1	600	15	1	1		102
103	672625	2	1	<i18n=4975>	Gold	OpenLevel169	OpenLevel179	1	600	15	2	1		103
104	3588	1	1	<i18n=4975>	Gold	OpenLevel159	OpenLevel169	1	600	15	1	1		104
105	3596	1	1	<i18n=4975>	Gold	OpenLevel159	OpenLevel169	1	600	15	1	1		105
106	672500	1	1	<i18n=4975>	Gold	OpenLevel159	OpenLevel169	1	600	15	1	1		106
107	672501	2	1	<i18n=4975>	Gold	OpenLevel159	OpenLevel169	1	600	15	2	1		107
108	3587	1	1	<i18n=4975>	Gold	OpenLevel149	OpenLevel159	1	600	15	1	1		108
109	3595	1	1	<i18n=4975>	Gold	OpenLevel149	OpenLevel159	1	600	15	1	1		109
110	35445	1	1	<i18n=4975>	Gold	OpenLevel149	OpenLevel159	1	600	15	1	1		110
111	35446	2	1	<i18n=4975>	Gold	OpenLevel149	OpenLevel159	1	600	15	2	1		111
112	3586	1	1	<i18n=4975>	Gold	OpenLevel139	OpenLevel149	1	600	15	1	1		112
113	3594	1	1	<i18n=4975>	Gold	OpenLevel139	OpenLevel149	1	600	15	1	1		113
114	35393	1	1	<i18n=4975>	Gold	OpenLevel139	OpenLevel149	1	600	15	1	1		114
115	35394	2	1	<i18n=4975>	Gold	OpenLevel139	OpenLevel149	1	600	15	2	1		115
116	3585	1	1	<i18n=4975>	Gold	OpenLevel129	OpenLevel139	1	600	15	1	1		116
117	3593	1	1	<i18n=4975>	Gold	OpenLevel129	OpenLevel139	1	600	15	1	1		117
118	35355	1	1	<i18n=4975>	Gold	OpenLevel129	OpenLevel139	1	600	15	1	1		118
119	35356	2	1	<i18n=4975>	Gold	OpenLevel129	OpenLevel139	1	600	15	2	1		119
120	375	1	1	<i18n=4975>	Gold	OpenLevel119	OpenLevel129	1	600	15	1	1		120
121	379	1	1	<i18n=4975>	Gold	OpenLevel119	OpenLevel129	1	600	15	1	1		121
122	35166	1	1	<i18n=4975>	Gold	OpenLevel119	OpenLevel129	1	600	15	1	1		122
123	35167	2	1	<i18n=4975>	Gold	OpenLevel119	OpenLevel129	1	600	15	2	1		123
124	374	1	1	<i18n=4975>	Gold	OpenLevel109	OpenLevel119	1	600	15	1	1		124
125	378	1	1	<i18n=4975>	Gold	OpenLevel109	OpenLevel119	1	600	15	1	1		125
126	35104	1	1	<i18n=4975>	Gold	OpenLevel109	OpenLevel119	1	600	15	1	1		126
127	35105	2	1	<i18n=4975>	Gold	OpenLevel109	OpenLevel119	1	600	15	2	1		127
128	373	1	1	<i18n=4975>	Gold	OpenLevel99	OpenLevel109	1	600	15	1	1		128
129	377	1	1	<i18n=4975>	Gold	OpenLevel99	OpenLevel109	1	600	15	1	1		129
130	35102	1	1	<i18n=4975>	Gold	OpenLevel99	OpenLevel109	1	600	15	1	1		130
131	35103	2	1	<i18n=4975>	Gold	OpenLevel99	OpenLevel109	1	600	15	2	1		131
132	372	1	1	<i18n=4975>	Gold	OpenLevel89	OpenLevel99	1	600	15	1	1		132
133	376	2	1	<i18n=4975>	Gold	OpenLevel89	OpenLevel99	1	600	15	2	1		133
134	35100	1	1	<i18n=4975>	Gold	OpenLevel89	OpenLevel99	1	600	15	1	1		134
135	35101	2	1	<i18n=4975>	Gold	OpenLevel89	OpenLevel99	1	600	15	2	1		135
136	4236	3	1	<i18n=宝石>	Gold	OpenLevel249		1	12	15	3	1		136
137	4235	3	1	<i18n=宝石>	Gold	OpenLevel219	OpenLevel249	1	12	15	3	1		137
138	1492	3	1	<i18n=宝石>	Gold	OpenLevel189	OpenLevel219	1	12	15	3	1		138
139	1491	3	1	<i18n=宝石>	Gold	OpenLevel159	OpenLevel189	1	12	15	3	1		139
140	738	3	1	<i18n=宝石>	Gold	OpenLevel129	OpenLevel159	1	12	15	3	1		140
141	737	3	1	<i18n=宝石>	Gold	OpenLevel99	OpenLevel129	1	12	15	3	1		141
142	4170	3	1	<i18n=宝石>	Gold	OpenLevel249		1	12	15	3	1		142
143	4169	3	1	<i18n=宝石>	Gold	OpenLevel219	OpenLevel249	1	12	15	3	1		143
144	1448	3	1	<i18n=宝石>	Gold	OpenLevel189	OpenLevel219	1	12	15	3	1		144
145	1447	3	1	<i18n=宝石>	Gold	OpenLevel159	OpenLevel189	1	12	15	3	1		145
146	672	3	1	<i18n=宝石>	Gold	OpenLevel129	OpenLevel159	1	12	15	3	1		146
147	671	3	1	<i18n=宝石>	Gold	OpenLevel109	OpenLevel129	1	12	15	3	1		147
148	671	3	1	<i18n=宝石>	Gold	OpenLevel99	OpenLevel109	1	12	15	3	1		148
149	670	3	1	<i18n=宝石>	Gold	OpenLevel79	OpenLevel99	1	12	15	3	1		149
150	670	3	1	<i18n=宝石>	Gold	OpenLevel69	OpenLevel79	1	12	15	3	1		150
151	31007	5	1	<i18n=16265>	Gold	OpenLevel99	OpenLevel109	1	48	15	5	1		151
152	31007	10	1	<i18n=16265>	Gold	OpenLevel89	OpenLevel99	1	48	15	10	1		152
153	31007	15	1	<i18n=16265>	Gold	OpenLevel69	OpenLevel89	1	48	15	15	1		153
154	31008	5	1	<i18n=16265>	Gold	OpenLevel119	OpenLevel129	1	60	15	5	1		154
155	31008	10	1	<i18n=16265>	Gold	OpenLevel109	OpenLevel119	1	60	15	10	1		155
156	31008	15	1	<i18n=16265>	Gold	OpenLevel99	OpenLevel109	1	60	15	15	1		156
157	31008	10	1	<i18n=16265>	Gold	OpenLevel89	OpenLevel99	1	60	15	10	1		157
158	31009	10	1	<i18n=16265>	Gold	OpenLevel109	OpenLevel119	1	72	15	10	1		158
159	31009	15	1	<i18n=16265>	Gold	OpenLevel119	OpenLevel129	1	72	15	15	1		159
160	31009	10	1	<i18n=16265>	Gold	OpenLevel129	OpenLevel139	1	72	15	10	1		160
161	31009	5	1	<i18n=16265>	Gold	OpenLevel139	OpenLevel149	1	72	15	5	1		161
162	31010	10	1	<i18n=16265>	Gold	OpenLevel129	OpenLevel139	1	84	15	10	1		162
163	31010	15	1	<i18n=16265>	Gold	OpenLevel139	OpenLevel149	1	84	15	15	1		163
164	31010	5	1	<i18n=16265>	Gold	OpenLevel149	OpenLevel169	1	84	15	5	1		164
165	31011	15	1	<i18n=16265>	Gold	OpenLevel149	OpenLevel169	1	84	15	15	1		165
166	31011	5	1	<i18n=16265>	Gold	OpenLevel169	OpenLevel189	1	84	15	5	1		166
167	31012	15	1	<i18n=16265>	Gold	OpenLevel169	OpenLevel189	1	84	15	15	1		167
168	31012	5	1	<i18n=16265>	Gold	OpenLevel189	OpenLevel209	1	84	15	5	1		168
169	31013	15	1	<i18n=16265>	Gold	OpenLevel189	OpenLevel209	1	108	15	15	1		169
170	31013	5	1	<i18n=16265>	Gold	OpenLevel209	OpenLevel229	1	84	15	5	1		170
171	31014	15	1	<i18n=16265>	Gold	OpenLevel209	OpenLevel229	1	108	15	15	1		171
172	31014	5	1	<i18n=16265>	Gold	OpenLevel229	OpenLevel249	1	108	15	5	1		172
173	31015	15	1	<i18n=16265>	Gold	OpenLevel229	OpenLevel249	1	108	15	15	1		173
174	31015	5	1	<i18n=16265>	Gold	OpenLevel249		1	108	15	5	1		174
175	31016	15	1	<i18n=16265>	Gold	OpenLevel249		1	108	15	15	1		175
176	35559	1	1	<i18n=29413>	Gold	OpenLevel99	OpenLevel109	1	720	15	1	1		176
177	35560	1	1	<i18n=29413>	Gold	OpenLevel109	OpenLevel119	1	780	15	1	1		177
178	35561	1	1	<i18n=29413>	Gold	OpenLevel119	OpenLevel129	1	840	15	1	1		178
179	35562	1	1	<i18n=29413>	Gold	OpenLevel129	OpenLevel139	1	936	15	1	1		179
180	35563	1	1	<i18n=29413>	Gold	OpenLevel139	OpenLevel149	1	1020	15	1	1		180
181	35564	1	1	<i18n=29413>	Gold	OpenLevel149	OpenLevel159	1	1104	15	1	1		181
182	35565	1	1	<i18n=29413>	Gold	OpenLevel159	OpenLevel169	1	1104	15	1	1		182
183	35566	1	1	<i18n=29413>	Gold	OpenLevel169	OpenLevel179	1	1188	15	1	1		183
184	35567	1	1	<i18n=29413>	Gold	OpenLevel179	OpenLevel189	1	1272	15	1	1		184
185	35568	1	1	<i18n=29413>	Gold	OpenLevel189	OpenLevel199	1	1356	15	1	1		185
186	35569	1	1	<i18n=29413>	Gold	OpenLevel199	OpenLevel209	1	1356	15	1	1		186
187	35700	1	1	<i18n=29413>	Gold	OpenLevel209	OpenLevel219	1	1356	15	1	1		187
188	35701	1	1	<i18n=29413>	Gold	OpenLevel219	OpenLevel229	1	1356	15	1	1		188
189	35702	1	1	<i18n=29413>	Gold	OpenLevel229	OpenLevel239	1	1356	15	1	1		189
190	35703	1	1	<i18n=29413>	Gold	OpenLevel239	OpenLevel249	1	1356	15	1	1		190
191	35704	1	1	<i18n=29413>	Gold	OpenLevel249	OpenLevel259	1	1356	15	1	1		191
192	35705	1	1	<i18n=29413>	Gold	OpenLevel259		1	1356	15	1	1		192
193	35127	2	1	<i18n=29413>	Gold	OpenLevel99	OpenLevel109	1	240	15	2	1		193
194	35129	2	1	<i18n=29413>	Gold	OpenLevel109	OpenLevel119	1	260	15	2	1		194
195	35131	2	1	<i18n=29413>	Gold	OpenLevel119	OpenLevel129	1	280	15	2	1		195
196	35192	2	1	<i18n=29413>	Gold	OpenLevel129	OpenLevel139	1	312	15	2	1		196
197	35194	2	1	<i18n=29413>	Gold	OpenLevel139	OpenLevel149	1	340	15	2	1		197
198	35196	2	1	<i18n=29413>	Gold	OpenLevel149	OpenLevel159	1	368	15	2	1		198
199	35198	2	1	<i18n=29413>	Gold	OpenLevel159	OpenLevel169	1	368	15	2	1		199
200	35200	2	1	<i18n=29413>	Gold	OpenLevel169	OpenLevel179	1	368	15	2	1		200
201	35202	2	1	<i18n=29413>	Gold	OpenLevel179	OpenLevel189	1	396	15	2	1		201
202	35204	2	1	<i18n=29413>	Gold	OpenLevel189	OpenLevel199	1	412	15	2	1		202
203	35206	2	1	<i18n=29413>	Gold	OpenLevel199	OpenLevel209	1	412	15	2	1		203
204	35220	2	1	<i18n=29413>	Gold	OpenLevel209	OpenLevel219	1	412	15	2	1		204
205	35222	2	1	<i18n=29413>	Gold	OpenLevel219	OpenLevel229	1	412	15	2	1		205
206	35224	2	1	<i18n=29413>	Gold	OpenLevel229	OpenLevel239	1	412	15	2	1		206
207	35226	2	1	<i18n=29413>	Gold	OpenLevel239	OpenLevel249	1	412	15	2	1		207
208	35228	2	1	<i18n=29413>	Gold	OpenLevel249	OpenLevel259	1	412	15	2	1		208
209	35230	2	1	<i18n=29413>	Gold	OpenLevel259		1	412	15	2	1		209
210	35109	1	1	<i18n=4523>	Gold	OpenLevel79		1	120	15	1	1		210
1001	912	10	1	<i18n=7021>	Gold	OpenLevel49	OpenLevel59	1	60	15	10	1	1	27
1002	913	10	1	<i18n=7021>	Gold	OpenLevel49	OpenLevel69	1	120	15	10	1	1	26
1003	914	10	1	<i18n=7021>	Gold	OpenLevel59	OpenLevel79	1	120	15	10	1	1	25
1004	915	10	1	<i18n=7021>	Gold	OpenLevel69	OpenLevel89	1	120	15	10	1	1	24
1005	916	10	1	<i18n=7021>	Gold	OpenLevel79	OpenLevel99	1	190	15	10	1	1	23
1006	917	10	1	<i18n=7021>	Gold	OpenLevel89	OpenLevel109	1	200	15	10	1	1	22
1007	905	10	1	<i18n=7021>	Gold	OpenLevel99	OpenLevel129	1	300	15	10	1	1	21
1008	906	10	1	<i18n=7021>	Gold	OpenLevel109	OpenLevel149	1	300	15	10	1	1	20
1009	918	10	1	<i18n=7021>	Gold	OpenLevel129	OpenLevel169	1	300	15	10	1	1	19
1010	919	10	1	<i18n=7021>	Gold	OpenLevel149	OpenLevel189	1	340	15	10	1	1	18
1011	920	10	1	<i18n=7021>	Gold	OpenLevel169	OpenLevel189	1	360	15	10	1	1	17
1012	907	10	1	<i18n=7021>	Gold	OpenLevel189	OpenLevel209	1	380	15	10	1	1	16
1013	923	10	1	<i18n=7021>	Gold	OpenLevel209	OpenLevel249	1	380	15	10	1	1	15
1014	1121	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	14
1015	1122	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	13
1016	1123	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	12
1017	1124	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	11
1018	1125	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	10
1019	1126	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	9
1020	1127	1	1	<i18n=4523>	Gold	OpenLevel49		1	600	15	1	1	1	8
1021	1128	1	1	<i18n=4523>	Gold	OpenLevel79		1	600	15	1	1	1	7
1022	1129	1	1	<i18n=4523>	Gold	OpenLevel79		1	600	15	1	1	1	6
1023	1130	1	1	<i18n=4523>	Gold	OpenLevel79		1	600	15	1	1	1	5
1024	31397	1	1	<i18n=4523>	Gold	OpenLevel99		1	600	15	1	1	1	4
1025	31398	1	1	<i18n=4523>	Gold	OpenLevel99		1	600	15	1	1	1	3
1026	31399	1	1	<i18n=4523>	Gold	OpenLevel99		1	600	15	1	1	1	2
1027	2012	10	1	<i18n=精活>	Gold	OpenLevel49		1	60	15	10	1	1	1
1028	924	10	1	<i18n=7021>	Gold	OpenLevel229	OpenLevel269	1	380	15	10	1	1	14
1029	925	10	1	<i18n=7021>	Gold	OpenLevel249	OpenLevel289	1	380	15	10	1	1	13
1030	926	10	1	<i18n=7021>	Gold	OpenLevel269		1	380	15	10	1	1	12
1031	927	10	1	<i18n=7021>	Gold	OpenLevel289		1	380	15	10	1	1	11
