NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	ShowName
<i18n=3216>	9049	60		77263	113675	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		74988	115541	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		78204	121973	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		78760	114373	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		79358	118105	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		76862	115354	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		76372	120172	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		74957	119825	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		20686	137761	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		17417	136897	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		15364	137624	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		16332	135459	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		21104	133200	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		17592	133568	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		20764	135553	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		21972	138412	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		17735	135078	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		19063	135250	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		17817	142083	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		16828	139438	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		18964	139991	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		19300	132823	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36560	135390	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		34736	135361	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		35421	137974	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		31621	132550	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32442	130270	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		35170	128396	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		37769	129435	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36149	130308	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		34217	130571	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		35140	132714	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32959	132479	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32540	137263	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		38002	135514	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		33669	128606	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		38284	131132	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		45421	157567	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		47972	155572	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44835	152959	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44974	155377	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44168	150515	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		45390	149601	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46838	149503	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		49642	153923	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44318	156373	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		48229	151597	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46749	151161	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		49218	155997	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		43633	152484	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46713	157583	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		49298	151891	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60369	158466	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		57642	158670	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		57476	156748	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58682	157172	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60257	156974	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		57605	151553	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		59786	152602	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60289	154943	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58330	152750	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58755	154752	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61297	157035	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58898	150916	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		55822	154355	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60185	151023	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		56537	157753	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60859	109948	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58509	111688	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61590	115723	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		59947	112101	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		57451	109901	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58286	113985	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60280	108042	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		62627	110506	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		62637	112549	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58292	116578	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58532	108326	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		59744	114696	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		57370	115375	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61155	114563	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		56519	111804	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		45174	75994	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46921	75657	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		43601	79548	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46808	77889	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		43516	77650	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		43046	72343	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46144	71763	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		48415	74123	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		47377	72539	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44217	73372	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		42289	73943	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		45250	80646	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44323	71520	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		48183	76019	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		42659	77896	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		108939	45058	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		107559	46188	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		105389	41437	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		107725	43789	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		107686	39872	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		108970	40060	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		109979	41114	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		110163	45508	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		109013	46949	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		106666	47647	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		106777	41784	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		106176	45245	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		106483	40125	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		110268	42603	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		90222	30543	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93370	31514	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92135	27602	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		90635	28612	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93440	29659	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91346	26968	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		94909	25654	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		96084	26998	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92201	32887	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		95825	30935	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91310	31786	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91876	29264	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93627	25427	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		96105	29070	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92088	25701	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		81700	27483	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78566	27874	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		81743	29380	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		80516	27721	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78798	25597	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		81825	25391	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77828	24812	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		80408	23578	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		82775	25040	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		82934	27049	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		80251	25450	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78403	29317	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		80437	31889	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		76988	26740	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78973	23676	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		63658	49836	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		62121	50014	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		59574	47138	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		61673	40674	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		63804	40507	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		65172	41251	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		64700	45426	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		66203	43112	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		66020	47614	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		65192	49429	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		64531	47651	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		61178	47521	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		61587	43137	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		63207	42862	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		63071	45732	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		74346	77010	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		74215	83080	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78090	82010	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		72976	79891	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		73215	75737	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		76596	74831	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		74836	74387	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77868	75418	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78651	77123	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77274	77466	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77184	80773	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		72970	78222	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		75820	81754	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		74237	80966	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		76053	76541	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93851	72682	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92352	76022	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		90754	73989	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		90562	69761	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		88438	69355	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92114	67897	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93007	68590	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93492	70372	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93889	74235	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92177	74022	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		92366	71773	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		90949	71884	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		89361	67969	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91162	67768	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91034	76241	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		35714	118862	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		33199	114290	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32169	117558	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		31654	113783	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32475	112125	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		35075	110784	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		37737	112491	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		37951	115123	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		34650	117160	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		34572	118897	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32973	116840	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36281	116891	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		33403	110552	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36710	111228	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36091	112963	0	0	191	-1	0	0			1	
<i18n=14943>	12080	1		112519	21441	0	0	191	-1	0	0				
<i18n=15384>	9050	60		19124	137306	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		15566	140028	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		20594	142470	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		21732	140966	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		20853	139569	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		16700	141234	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		22335	135541	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		33182	118628	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36737	118473	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		34230	112363	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		37640	117369	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36436	115118	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		31686	115976	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		34891	115016	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		62498	114448	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58967	109933	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		56634	113860	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61349	112299	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61719	108792	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		60582	116546	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		59506	116749	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		33993	137627	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36516	128455	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		37224	136955	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		36955	132872	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		38557	133382	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		32067	135030	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		33361	135224	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		43600	153937	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		48440	157389	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		48286	153641	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		45311	151236	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		48582	150044	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46578	153271	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46476	156409	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		55990	156048	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		58695	158900	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61168	151876	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61362	153707	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		61439	155569	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		56523	152402	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		57354	154539	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		42226	76017	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46955	79687	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		46912	73459	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		45576	73289	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		47795	77998	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		44998	78800	0	0	191	-1	0	0			1	
<i18n=15384>	9050	60		43447	75350	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		71018	130794	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		67518	130646	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		68621	131557	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		69884	125412	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		68375	125258	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		69889	131175	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		66238	128552	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		73458	119042	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		75338	121884	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		79199	120203	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		79416	116357	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		73733	115007	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		73360	117169	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		76535	117801	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		95639	130748	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		98568	125915	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		101621	128337	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		100086	130427	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		100304	128130	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		95495	126804	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		98605	128445	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		106004	91176	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		101577	88427	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		104912	85469	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		106274	86435	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		103618	85741	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		101379	90010	0	0	191	-1	0	0			1	
<i18n=3216>	9049	60		104549	87458	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		75722	83445	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		73383	82059	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		78716	78687	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		74388	79175	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		75947	79203	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77457	79236	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77191	83289	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		89583	76128	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		88205	75046	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		87698	73518	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		87758	71430	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91918	70037	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		89269	73670	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		89654	71414	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		60831	48987	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		62998	47981	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		64652	42951	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		66280	45714	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		61439	45542	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		59442	44404	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		60464	42570	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		81997	30716	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		79030	31767	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		77495	30170	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		76523	28511	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		79890	30287	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		81465	23891	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		82869	29115	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93692	27574	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		95019	27460	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		94783	29132	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		91915	30975	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		93501	33506	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		94982	31308	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		95046	33417	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		105938	46568	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		108713	41689	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		110286	44200	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		104957	43333	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		104947	44959	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		107918	48058	0	0	191	-1	0	0			1	
<i18n=8559>	9051	60		109314	43391	0	0	191	-1	0	0			1	
<i18n=21164>	7335	60		77061	130334	0	0	160	-1	0	0			1	
<i18n=21271>	7329	60		61648	34828	0	0	0	-1	0	0			1	
<i18n=21856>	7330	60		60969	62608	0	0	191	-1	0	0			1	
<i18n=21266>	7331	60		47217	83172	0	0	191	-1	0	0			1	
<i18n=21193>	7332	60		13687	143567	0	0	191	-1	0	0			1	
<i18n=21146>	7333	60		83812	74425	0	0	191	-1	0	0			1	
