nGroupId	nAttrId	nWeight	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3
10	3	20000	268	320	0	0	0	0
10	4	20000	268	320	0	0	0	0
10	5	20000	268	320	0	0	0	0
10	6	20000	268	320	9	9	0	0
10	7	30000	268	320	9	9	0	0
10	8	20000	268	320	0	0	0	0
10	9	30000	1336	1597	0	0	0	0
10	10	30000	1336	1597	0	0	0	0
10	11	30000	1336	1597	0	0	0	0
10	12	30000	1336	1597	0	0	0	0
10	13	30000	1336	1597	0	0	0	0
10	14	20000	100	100	268	320	0	0
10	15	30000	268	320	0	0	0	0
10	16	20000	268	320	0	0	0	0
10	17	20000	268	320	0	0	0	0
10	18	30000	5342	6387	0	0	0	0
10	19	30000	5342	6387	0	0	0	0
10	20	20000	268	320	0	0	0	0
10	21	20000	268	320	0	0	0	0
10	22	20000	268	320	0	0	0	0
10	23	20000	268	320	0	0	0	0
10	24	30000	535	639	0	0	0	0
10	25	30000	535	639	0	0	0	0
10	26	30000	1069	1278	0	0	0	0
10	27	30000	1069	1278	0	0	0	0
10	28	30000	1069	1278	0	0	0	0
10	29	30000	1069	1278	0	0	0	0
10	30	30000	100	100	268	320	0	0
10	31	30000	100	100	268	320	0	0
10	32	30000	100	100	268	320	0	0
10	33	30000	100	100	268	320	0	0
10	34	30000	100	100	268	320	0	0
10	35	30000	268	320	0	0	0	0
10	36	30000	268	320	0	0	0	0
10	37	30000	535	639	0	0	0	0
10	38	30000	535	639	0	0	0	0
11	1	30000	54	59	0	0	54	59
11	2	30000	54	59	0	0	0	0
11	3	30000	54	59	0	0	0	0
11	4	30000	54	59	0	0	0	0
11	5	30000	54	59	0	0	0	0
11	6	25000	54	59	9	9	0	0
11	7	30000	54	59	9	9	0	0
11	8	20000	54	59	0	0	0	0
11	9	20000	268	292	0	0	0	0
11	10	20000	268	292	0	0	0	0
11	11	20000	268	292	0	0	0	0
11	12	20000	268	292	0	0	0	0
11	13	20000	268	292	0	0	0	0
11	14	20000	100	100	54	59	0	0
11	15	30000	54	59	0	0	0	0
11	16	20000	54	59	0	0	0	0
11	17	20000	54	59	0	0	0	0
11	18	30000	1070	1167	0	0	0	0
11	19	30000	1070	1167	0	0	0	0
11	20	30000	54	59	0	0	0	0
11	21	30000	54	59	0	0	0	0
11	22	30000	54	59	0	0	0	0
11	23	30000	54	59	0	0	0	0
11	24	20000	107	117	0	0	0	0
11	25	20000	107	117	0	0	0	0
11	26	20000	214	234	0	0	0	0
11	27	20000	214	234	0	0	0	0
11	28	20000	214	234	0	0	0	0
11	29	20000	214	234	0	0	0	0
11	30	25000	100	100	54	59	0	0
11	31	25000	100	100	54	59	0	0
11	32	25000	100	100	54	59	0	0
11	33	25000	100	100	54	59	0	0
11	34	25000	100	100	54	59	0	0
11	35	25000	54	59	0	0	0	0
11	36	25000	54	59	0	0	0	0
11	37	25000	107	117	0	0	0	0
11	38	25000	107	117	0	0	0	0
11	39	15000	5	6	0	0	0	0
11	40	15000	5	6	0	0	0	0
11	41	15000	5	6	0	0	0	0
11	42	15000	5	6	0	0	0	0
12	1	30000	75	81	0	0	75	81
12	2	30000	75	81	0	0	0	0
12	3	30000	75	81	0	0	0	0
12	4	30000	75	81	0	0	0	0
12	5	30000	75	81	0	0	0	0
12	6	25000	75	81	9	9	0	0
12	7	30000	75	81	9	9	0	0
12	8	20000	75	81	0	0	0	0
12	9	20000	372	405	0	0	0	0
12	10	20000	372	405	0	0	0	0
12	11	20000	372	405	0	0	0	0
12	12	20000	372	405	0	0	0	0
12	13	20000	372	405	0	0	0	0
12	14	20000	100	100	75	81	0	0
12	15	30000	75	81	0	0	0	0
12	16	20000	75	81	0	0	0	0
12	17	20000	75	81	0	0	0	0
12	18	30000	1485	1620	0	0	0	0
12	19	30000	1485	1620	0	0	0	0
12	20	30000	75	81	0	0	0	0
12	21	30000	75	81	0	0	0	0
12	22	30000	75	81	0	0	0	0
12	23	30000	75	81	0	0	0	0
12	24	20000	149	162	0	0	0	0
12	25	20000	149	162	0	0	0	0
12	26	20000	297	324	0	0	0	0
12	27	20000	297	324	0	0	0	0
12	28	20000	297	324	0	0	0	0
12	29	20000	297	324	0	0	0	0
12	30	25000	100	100	75	81	0	0
12	31	25000	100	100	75	81	0	0
12	32	25000	100	100	75	81	0	0
12	33	25000	100	100	75	81	0	0
12	34	25000	100	100	75	81	0	0
12	35	25000	75	81	0	0	0	0
12	36	25000	75	81	0	0	0	0
12	37	25000	149	162	0	0	0	0
12	38	25000	149	162	0	0	0	0
12	39	15000	7	8	0	0	0	0
12	40	15000	7	8	0	0	0	0
12	41	15000	7	8	0	0	0	0
12	42	15000	7	8	0	0	0	0
13	1	30000	90	98	0	0	90	98
13	2	30000	90	98	0	0	0	0
13	3	30000	90	98	0	0	0	0
13	4	30000	90	98	0	0	0	0
13	5	30000	90	98	0	0	0	0
13	6	25000	90	98	9	9	0	0
13	7	30000	90	98	9	9	0	0
13	8	20000	90	98	0	0	0	0
13	9	20000	446	486	0	0	0	0
13	10	20000	446	486	0	0	0	0
13	11	20000	446	486	0	0	0	0
13	12	20000	446	486	0	0	0	0
13	13	20000	446	486	0	0	0	0
13	14	20000	100	100	90	98	0	0
13	15	30000	90	98	0	0	0	0
13	16	20000	90	98	0	0	0	0
13	17	20000	90	98	0	0	0	0
13	18	30000	1782	1944	0	0	0	0
13	19	30000	1782	1944	0	0	0	0
13	20	30000	90	98	0	0	0	0
13	21	30000	90	98	0	0	0	0
13	22	30000	90	98	0	0	0	0
13	23	30000	90	98	0	0	0	0
13	24	20000	179	195	0	0	0	0
13	25	20000	179	195	0	0	0	0
13	26	20000	357	389	0	0	0	0
13	27	20000	357	389	0	0	0	0
13	28	20000	357	389	0	0	0	0
13	29	20000	357	389	0	0	0	0
13	30	25000	100	100	90	98	0	0
13	31	25000	100	100	90	98	0	0
13	32	25000	100	100	90	98	0	0
13	33	25000	100	100	90	98	0	0
13	34	25000	100	100	90	98	0	0
13	35	25000	90	98	0	0	0	0
13	36	25000	90	98	0	0	0	0
13	37	25000	179	195	0	0	0	0
13	38	25000	179	195	0	0	0	0
13	39	15000	9	10	0	0	0	0
13	40	15000	9	10	0	0	0	0
13	41	15000	9	10	0	0	0	0
13	42	15000	9	10	0	0	0	0
14	1	30000	107	117	0	0	107	117
14	2	30000	107	117	0	0	0	0
14	3	30000	107	117	0	0	0	0
14	4	30000	107	117	0	0	0	0
14	5	30000	107	117	0	0	0	0
14	6	25000	107	117	9	9	0	0
14	7	30000	107	117	9	9	0	0
14	8	20000	107	117	0	0	0	0
14	9	20000	535	584	0	0	0	0
14	10	20000	535	584	0	0	0	0
14	11	20000	535	584	0	0	0	0
14	12	20000	535	584	0	0	0	0
14	13	20000	535	584	0	0	0	0
14	14	20000	100	100	107	117	0	0
14	15	30000	107	117	0	0	0	0
14	16	20000	107	117	0	0	0	0
14	17	20000	107	117	0	0	0	0
14	18	30000	2139	2333	0	0	0	0
14	19	30000	2139	2333	0	0	0	0
14	20	30000	107	117	0	0	0	0
14	21	30000	107	117	0	0	0	0
14	22	30000	107	117	0	0	0	0
14	23	30000	107	117	0	0	0	0
14	24	20000	214	234	0	0	0	0
14	25	20000	214	234	0	0	0	0
14	26	20000	428	467	0	0	0	0
14	27	20000	428	467	0	0	0	0
14	28	20000	428	467	0	0	0	0
14	29	20000	428	467	0	0	0	0
14	30	25000	100	100	107	117	0	0
14	31	25000	100	100	107	117	0	0
14	32	25000	100	100	107	117	0	0
14	33	25000	100	100	107	117	0	0
14	34	25000	100	100	107	117	0	0
14	35	25000	107	117	0	0	0	0
14	36	25000	107	117	0	0	0	0
14	37	25000	214	234	0	0	0	0
14	38	25000	214	234	0	0	0	0
14	39	15000	11	12	0	0	0	0
14	40	15000	11	12	0	0	0	0
14	41	15000	11	12	0	0	0	0
14	42	15000	11	12	0	0	0	0
15	1	30000	129	140	0	0	129	140
15	2	30000	129	140	0	0	0	0
15	3	30000	129	140	0	0	0	0
15	4	30000	129	140	0	0	0	0
15	5	30000	129	140	0	0	0	0
15	6	25000	129	140	9	9	0	0
15	7	30000	129	140	9	9	0	0
15	8	20000	129	140	0	0	0	0
15	9	20000	642	700	0	0	0	0
15	10	20000	642	700	0	0	0	0
15	11	20000	642	700	0	0	0	0
15	12	20000	642	700	0	0	0	0
15	13	20000	642	700	0	0	0	0
15	14	20000	100	100	129	140	0	0
15	15	30000	129	140	0	0	0	0
15	16	20000	129	140	0	0	0	0
15	17	20000	129	140	0	0	0	0
15	18	30000	2567	2800	0	0	0	0
15	19	30000	2567	2800	0	0	0	0
15	20	30000	129	140	0	0	0	0
15	21	30000	129	140	0	0	0	0
15	22	30000	129	140	0	0	0	0
15	23	30000	129	140	0	0	0	0
15	24	20000	257	280	0	0	0	0
15	25	20000	257	280	0	0	0	0
15	26	20000	514	560	0	0	0	0
15	27	20000	514	560	0	0	0	0
15	28	20000	514	560	0	0	0	0
15	29	20000	514	560	0	0	0	0
15	30	25000	100	100	129	140	0	0
15	31	25000	100	100	129	140	0	0
15	32	25000	100	100	129	140	0	0
15	33	25000	100	100	129	140	0	0
15	34	25000	100	100	129	140	0	0
15	35	25000	129	140	0	0	0	0
15	36	25000	129	140	0	0	0	0
15	37	25000	257	280	0	0	0	0
15	38	25000	257	280	0	0	0	0
15	39	15000	13	14	0	0	0	0
15	40	15000	13	14	0	0	0	0
15	41	15000	13	14	0	0	0	0
15	42	15000	13	14	0	0	0	0
16	1	30000	154	168	0	0	154	168
16	2	30000	154	168	0	0	0	0
16	3	30000	154	168	0	0	0	0
16	4	30000	154	168	0	0	0	0
16	5	30000	154	168	0	0	0	0
16	6	25000	154	168	9	9	0	0
16	7	30000	154	168	9	9	0	0
16	8	20000	154	168	0	0	0	0
16	9	20000	770	840	0	0	0	0
16	10	20000	770	840	0	0	0	0
16	11	20000	770	840	0	0	0	0
16	12	20000	770	840	0	0	0	0
16	13	20000	770	840	0	0	0	0
16	14	20000	100	100	154	168	0	0
16	15	30000	154	168	0	0	0	0
16	16	20000	154	168	0	0	0	0
16	17	20000	154	168	0	0	0	0
16	18	30000	3080	3360	0	0	0	0
16	19	30000	3080	3360	0	0	0	0
16	20	30000	154	168	0	0	0	0
16	21	30000	154	168	0	0	0	0
16	22	30000	154	168	0	0	0	0
16	23	30000	154	168	0	0	0	0
16	24	20000	308	336	0	0	0	0
16	25	20000	308	336	0	0	0	0
16	26	20000	616	672	0	0	0	0
16	27	20000	616	672	0	0	0	0
16	28	20000	616	672	0	0	0	0
16	29	20000	616	672	0	0	0	0
16	30	25000	100	100	154	168	0	0
16	31	25000	100	100	154	168	0	0
16	32	25000	100	100	154	168	0	0
16	33	25000	100	100	154	168	0	0
16	34	25000	100	100	154	168	0	0
16	35	25000	154	168	0	0	0	0
16	36	25000	154	168	0	0	0	0
16	37	25000	308	336	0	0	0	0
16	38	25000	308	336	0	0	0	0
16	39	15000	15	17	0	0	0	0
16	40	15000	15	17	0	0	0	0
16	41	15000	15	17	0	0	0	0
16	42	15000	15	17	0	0	0	0
17	1	30000	185	202	0	0	185	202
17	2	30000	185	202	0	0	0	0
17	3	30000	185	202	0	0	0	0
17	4	30000	185	202	0	0	0	0
17	5	30000	185	202	0	0	0	0
17	6	25000	185	202	9	9	0	0
17	7	30000	185	202	9	9	0	0
17	8	20000	185	202	0	0	0	0
17	9	20000	924	1008	0	0	0	0
17	10	20000	924	1008	0	0	0	0
17	11	20000	924	1008	0	0	0	0
17	12	20000	924	1008	0	0	0	0
17	13	20000	924	1008	0	0	0	0
17	14	20000	100	100	185	202	0	0
17	15	30000	185	202	0	0	0	0
17	16	20000	185	202	0	0	0	0
17	17	20000	185	202	0	0	0	0
17	18	30000	3696	4032	0	0	0	0
17	19	30000	3696	4032	0	0	0	0
17	20	30000	185	202	0	0	0	0
17	21	30000	185	202	0	0	0	0
17	22	30000	185	202	0	0	0	0
17	23	30000	185	202	0	0	0	0
17	24	20000	370	404	0	0	0	0
17	25	20000	370	404	0	0	0	0
17	26	20000	740	807	0	0	0	0
17	27	20000	740	807	0	0	0	0
17	28	20000	740	807	0	0	0	0
17	29	20000	740	807	0	0	0	0
17	30	25000	100	100	185	202	0	0
17	31	25000	100	100	185	202	0	0
17	32	25000	100	100	185	202	0	0
17	33	25000	100	100	185	202	0	0
17	34	25000	100	100	185	202	0	0
17	35	25000	185	202	0	0	0	0
17	36	25000	185	202	0	0	0	0
17	37	25000	370	404	0	0	0	0
17	38	25000	370	404	0	0	0	0
17	39	15000	18	20	0	0	0	0
17	40	15000	18	20	0	0	0	0
17	41	15000	18	20	0	0	0	0
17	42	15000	18	20	0	0	0	0
18	1	30000	222	242	0	0	222	242
18	2	30000	222	242	0	0	0	0
18	3	30000	222	242	0	0	0	0
18	4	30000	222	242	0	0	0	0
18	5	30000	222	242	0	0	0	0
18	6	25000	222	242	9	9	0	0
18	7	30000	222	242	9	9	0	0
18	8	20000	222	242	0	0	0	0
18	9	20000	1109	1210	0	0	0	0
18	10	20000	1109	1210	0	0	0	0
18	11	20000	1109	1210	0	0	0	0
18	12	20000	1109	1210	0	0	0	0
18	13	20000	1109	1210	0	0	0	0
18	14	20000	100	100	222	242	0	0
18	15	30000	222	242	0	0	0	0
18	16	20000	222	242	0	0	0	0
18	17	20000	222	242	0	0	0	0
18	18	30000	4436	4839	0	0	0	0
18	19	30000	4436	4839	0	0	0	0
18	20	30000	222	242	0	0	0	0
18	21	30000	222	242	0	0	0	0
18	22	30000	222	242	0	0	0	0
18	23	30000	222	242	0	0	0	0
18	24	20000	444	484	0	0	0	0
18	25	20000	444	484	0	0	0	0
18	26	20000	888	968	0	0	0	0
18	27	20000	888	968	0	0	0	0
18	28	20000	888	968	0	0	0	0
18	29	20000	888	968	0	0	0	0
18	30	25000	100	100	222	242	0	0
18	31	25000	100	100	222	242	0	0
18	32	25000	100	100	222	242	0	0
18	33	25000	100	100	222	242	0	0
18	34	25000	100	100	222	242	0	0
18	35	25000	222	242	0	0	0	0
18	36	25000	222	242	0	0	0	0
18	37	25000	444	484	0	0	0	0
18	38	25000	444	484	0	0	0	0
18	39	15000	22	24	0	0	0	0
18	40	15000	22	24	0	0	0	0
18	41	15000	22	24	0	0	0	0
18	42	15000	22	24	0	0	0	0
19	1	30000	267	291	0	0	267	291
19	2	30000	267	291	0	0	0	0
19	3	30000	267	291	0	0	0	0
19	4	30000	267	291	0	0	0	0
19	5	30000	267	291	0	0	0	0
19	6	25000	267	291	9	9	0	0
