FactionID	FactionSect	Level	Vitality	Strength	Dexterity	Energy
1	0	220	901	1120	25	244
1	0	221	905	1125	25	245
1	0	222	909	1130	25	246
1	0	223	913	1135	25	247
1	0	224	917	1140	25	248
1	0	225	921	1145	25	249
1	0	226	925	1150	25	250
1	0	227	929	1155	25	251
1	0	228	933	1160	25	252
1	0	229	937	1165	25	253
1	0	230	941	1170	25	254
1	0	231	945	1175	25	255
1	0	232	949	1180	25	256
1	0	233	953	1185	25	257
1	0	234	957	1190	25	258
1	0	235	961	1195	25	259
1	0	236	965	1200	25	260
1	0	237	969	1205	25	261
1	0	238	973	1210	25	262
1	0	239	977	1215	25	263
1	0	240	981	1220	25	264
1	0	241	985	1225	25	265
1	0	242	989	1230	25	266
1	0	243	993	1235	25	267
1	0	244	997	1240	25	268
1	0	245	1001	1245	25	269
1	0	246	1005	1250	25	270
1	0	247	1009	1255	25	271
1	0	248	1013	1260	25	272
1	0	249	1017	1265	25	273
1	0	250	1021	1270	25	274
1	0	251	1025	1275	25	275
1	0	252	1029	1280	25	276
1	0	253	1033	1285	25	277
1	0	254	1037	1290	25	278
1	0	255	1041	1295	25	279
1	0	256	1045	1300	25	280
1	0	257	1049	1305	25	281
1	0	258	1053	1310	25	282
1	0	259	1057	1315	25	283
1	0	260	1061	1320	25	284
1	0	261	1065	1325	25	285
1	0	262	1069	1330	25	286
1	0	263	1073	1335	25	287
1	0	264	1077	1340	25	288
1	0	265	1081	1345	25	289
1	0	266	1085	1350	25	290
1	0	267	1089	1355	25	291
1	0	268	1093	1360	25	292
1	0	269	1097	1365	25	293
1	0	270	1101	1370	25	294
1	0	271	1105	1375	25	295
1	0	272	1109	1380	25	296
1	0	273	1113	1385	25	297
1	0	274	1117	1390	25	298
1	0	275	1121	1395	25	299
1	0	276	1125	1400	25	300
1	0	277	1129	1405	25	301
1	0	278	1133	1410	25	302
1	0	279	1137	1415	25	303
1	0	280	1141	1420	25	304
1	0	281	1145	1425	25	305
1	0	282	1149	1430	25	306
1	0	283	1153	1435	25	307
1	0	284	1157	1440	25	308
1	0	285	1161	1445	25	309
1	0	286	1165	1450	25	310
1	0	287	1169	1455	25	311
1	0	288	1173	1460	25	312
1	0	289	1177	1465	25	313
1	0	290	1181	1470	25	314
1	0	291	1185	1475	25	315
1	0	292	1189	1480	25	316
1	0	293	1193	1485	25	317
1	0	294	1197	1490	25	318
1	0	295	1201	1495	25	319
1	0	296	1205	1500	25	320
1	0	297	1209	1505	25	321
1	0	298	1213	1510	25	322
1	0	299	1217	1515	25	323
1	0	300	1221	1520	25	324
1	0	301	1225	1525	25	325
1	0	302	1229	1530	25	326
1	0	303	1233	1535	25	327
1	0	304	1237	1540	25	328
1	0	305	1241	1545	25	329
1	0	306	1245	1550	25	330
1	0	307	1249	1555	25	331
1	0	308	1253	1560	25	332
1	0	309	1257	1565	25	333
1	0	310	1261	1570	25	334
1	0	311	1265	1575	25	335
1	0	312	1269	1580	25	336
1	0	313	1273	1585	25	337
1	0	314	1277	1590	25	338
1	0	315	1281	1595	25	339
1	0	316	1285	1600	25	340
1	0	317	1289	1605	25	341
1	0	318	1293	1610	25	342
1	0	319	1297	1615	25	343
1	0	320	1301	1620	25	344
1	0	321	1305	1625	25	345
1	0	322	1309	1630	25	346
1	0	323	1313	1635	25	347
1	0	324	1317	1640	25	348
1	0	325	1321	1645	25	349
1	0	326	1325	1650	25	350
1	0	327	1329	1655	25	351
1	0	328	1333	1660	25	352
1	0	329	1337	1665	25	353
1	0	330	1341	1670	25	354
1	0	331	1345	1675	25	355
1	0	332	1349	1680	25	356
1	0	333	1353	1685	25	357
1	0	334	1357	1690	25	358
1	0	335	1361	1695	25	359
1	0	336	1365	1700	25	360
1	0	337	1369	1705	25	361
1	0	338	1373	1710	25	362
1	0	339	1377	1715	25	363
1	0	340	1381	1720	25	364
1	0	341	1385	1725	25	365
1	0	342	1389	1730	25	366
1	0	343	1393	1735	25	367
1	0	344	1397	1740	25	368
1	0	345	1401	1745	25	369
1	0	346	1405	1750	25	370
1	0	347	1409	1755	25	371
1	0	348	1413	1760	25	372
1	0	349	1417	1765	25	373
1	0	350	1421	1770	25	374
1	0	351	1425	1775	25	375
1	0	352	1429	1780	25	376
1	0	353	1433	1785	25	377
1	0	354	1437	1790	25	378
1	0	355	1441	1795	25	379
1	0	356	1445	1800	25	380
1	0	357	1449	1805	25	381
1	0	358	1453	1810	25	382
1	0	359	1457	1815	25	383
1	0	360	1461	1820	25	384
1	0	361	1465	1825	25	385
1	0	362	1469	1830	25	386
1	0	363	1473	1835	25	387
1	0	364	1477	1840	25	388
1	0	365	1481	1845	25	389
1	0	366	1485	1850	25	390
1	0	367	1489	1855	25	391
1	0	368	1493	1860	25	392
1	0	369	1497	1865	25	393
1	0	370	1501	1870	25	394
1	0	371	1505	1875	25	395
1	0	372	1509	1880	25	396
1	0	373	1513	1885	25	397
1	0	374	1517	1890	25	398
1	0	375	1521	1895	25	399
1	0	376	1525	1900	25	400
1	0	377	1529	1905	25	401
1	0	378	1533	1910	25	402
1	0	379	1537	1915	25	403
1	0	380	1541	1920	25	404
1	0	381	1545	1925	25	405
1	0	382	1549	1930	25	406
1	0	383	1553	1935	25	407
1	0	384	1557	1940	25	408
1	0	385	1561	1945	25	409
1	0	386	1565	1950	25	410
1	0	387	1569	1955	25	411
1	0	388	1573	1960	25	412
1	0	389	1577	1965	25	413
1	0	390	1581	1970	25	414
1	0	391	1585	1975	25	415
1	0	392	1589	1980	25	416
1	0	393	1593	1985	25	417
1	0	394	1597	1990	25	418
1	0	395	1601	1995	25	419
1	0	396	1605	2000	25	420
1	0	397	1609	2005	25	421
1	0	398	1613	2010	25	422
1	0	399	1617	2015	25	423
1	1	1	25	25	25	25
1	1	2	29	30	25	26
1	1	3	33	35	25	27
1	1	4	37	40	25	28
1	1	5	41	45	25	29
1	1	6	45	50	25	30
1	1	7	49	55	25	31
1	1	8	53	60	25	32
1	1	9	57	65	25	33
1	1	10	61	70	25	34
1	1	11	65	75	25	35
1	1	12	69	80	25	36
1	1	13	73	85	25	37
1	1	14	77	90	25	38
1	1	15	81	95	25	39
1	1	16	85	100	25	40
1	1	17	89	105	25	41
1	1	18	93	110	25	42
1	1	19	97	115	25	43
1	1	20	101	120	25	44
1	1	21	105	125	25	45
1	1	22	109	130	25	46
1	1	23	113	135	25	47
1	1	24	117	140	25	48
1	1	25	121	145	25	49
1	1	26	125	150	25	50
1	1	27	129	155	25	51
1	1	28	133	160	25	52
1	1	29	137	165	25	53
1	1	30	141	170	25	54
1	1	31	145	175	25	55
1	1	32	149	180	25	56
1	1	33	153	185	25	57
1	1	34	157	190	25	58
1	1	35	161	195	25	59
1	1	36	165	200	25	60
1	1	37	169	205	25	61
1	1	38	173	210	25	62
1	1	39	177	215	25	63
1	1	40	181	220	25	64
1	1	41	185	225	25	65
1	1	42	189	230	25	66
1	1	43	193	235	25	67
1	1	44	197	240	25	68
1	1	45	201	245	25	69
1	1	46	205	250	25	70
1	1	47	209	255	25	71
1	1	48	213	260	25	72
1	1	49	217	265	25	73
1	1	50	221	270	25	74
1	1	51	225	275	25	75
1	1	52	229	280	25	76
1	1	53	233	285	25	77
1	1	54	237	290	25	78
1	1	55	241	295	25	79
1	1	56	245	300	25	80
1	1	57	249	305	25	81
1	1	58	253	310	25	82
1	1	59	257	315	25	83
1	1	60	261	320	25	84
1	1	61	265	325	25	85
1	1	62	269	330	25	86
1	1	63	273	335	25	87
1	1	64	277	340	25	88
1	1	65	281	345	25	89
1	1	66	285	350	25	90
1	1	67	289	355	25	91
1	1	68	293	360	25	92
1	1	69	297	365	25	93
1	1	70	301	370	25	94
1	1	71	305	375	25	95
1	1	72	309	380	25	96
1	1	73	313	385	25	97
1	1	74	317	390	25	98
1	1	75	321	395	25	99
1	1	76	325	400	25	100
1	1	77	329	405	25	101
1	1	78	333	410	25	102
1	1	79	337	415	25	103
1	1	80	341	420	25	104
1	1	81	345	425	25	105
1	1	82	349	430	25	106
1	1	83	353	435	25	107
1	1	84	357	440	25	108
1	1	85	361	445	25	109
1	1	86	365	450	25	110
1	1	87	369	455	25	111
1	1	88	373	460	25	112
1	1	89	377	465	25	113
1	1	90	381	470	25	114
1	1	91	385	475	25	115
1	1	92	389	480	25	116
1	1	93	393	485	25	117
1	1	94	397	490	25	118
1	1	95	401	495	25	119
1	1	96	405	500	25	120
1	1	97	409	505	25	121
1	1	98	413	510	25	122
1	1	99	417	515	25	123
1	1	100	421	520	25	124
1	1	101	425	525	25	125
1	1	102	429	530	25	126
1	1	103	433	535	25	127
1	1	104	437	540	25	128
1	1	105	441	545	25	129
1	1	106	445	550	25	130
1	1	107	449	555	25	131
1	1	108	453	560	25	132
1	1	109	457	565	25	133
1	1	110	461	570	25	134
1	1	111	465	575	25	135
1	1	112	469	580	25	136
1	1	113	473	585	25	137
1	1	114	477	590	25	138
1	1	115	481	595	25	139
1	1	116	485	600	25	140
1	1	117	489	605	25	141
1	1	118	493	610	25	142
1	1	119	497	615	25	143
1	1	120	501	620	25	144
1	1	121	505	625	25	145
1	1	122	509	630	25	146
1	1	123	513	635	25	147
1	1	124	517	640	25	148
1	1	125	521	645	25	149
1	1	126	525	650	25	150
1	1	127	529	655	25	151
1	1	128	533	660	25	152
1	1	129	537	665	25	153
1	1	130	541	670	25	154
1	1	131	545	675	25	155
1	1	132	549	680	25	156
1	1	133	553	685	25	157
1	1	134	557	690	25	158
1	1	135	561	695	25	159
1	1	136	565	700	25	160
1	1	137	569	705	25	161
1	1	138	573	710	25	162
1	1	139	577	715	25	163
1	1	140	581	720	25	164
1	1	141	585	725	25	165
1	1	142	589	730	25	166
1	1	143	593	735	25	167
1	1	144	597	740	25	168
1	1	145	601	745	25	169
1	1	146	605	750	25	170
1	1	147	609	755	25	171
1	1	148	613	760	25	172
1	1	149	617	765	25	173
1	1	150	621	770	25	174
1	1	151	625	775	25	175
1	1	152	629	780	25	176
1	1	153	633	785	25	177
1	1	154	637	790	25	178
1	1	155	641	795	25	179
1	1	156	645	800	25	180
1	1	157	649	805	25	181
1	1	158	653	810	25	182
1	1	159	657	815	25	183
1	1	160	661	820	25	184
1	1	161	665	825	25	185
1	1	162	669	830	25	186
1	1	163	673	835	25	187
1	1	164	677	840	25	188
1	1	165	681	845	25	189
1	1	166	685	850	25	190
1	1	167	689	855	25	191
1	1	168	693	860	25	192
1	1	169	697	865	25	193
1	1	170	701	870	25	194
1	1	171	705	875	25	195
1	1	172	709	880	25	196
1	1	173	713	885	25	197
1	1	174	717	890	25	198
1	1	175	721	895	25	199
1	1	176	725	900	25	200
1	1	177	729	905	25	201
1	1	178	733	910	25	202
1	1	179	737	915	25	203
1	1	180	741	920	25	204
1	1	181	745	925	25	205
1	1	182	749	930	25	206
1	1	183	753	935	25	207
1	1	184	757	940	25	208
1	1	185	761	945	25	209
1	1	186	765	950	25	210
1	1	187	769	955	25	211
1	1	188	773	960	25	212
1	1	189	777	965	25	213
1	1	190	781	970	25	214
1	1	191	785	975	25	215
1	1	192	789	980	25	216
1	1	193	793	985	25	217
1	1	194	797	990	25	218
1	1	195	801	995	25	219
1	1	196	805	1000	25	220
1	1	197	809	1005	25	221
1	1	198	813	1010	25	222
1	1	199	817	1015	25	223
1	1	200	821	1020	25	224
1	1	201	825	1025	25	225
1	1	202	829	1030	25	226
1	1	203	833	1035	25	227
1	1	204	837	1040	25	228
1	1	205	841	1045	25	229
1	1	206	845	1050	25	230
1	1	207	849	1055	25	231
1	1	208	853	1060	25	232
1	1	209	857	1065	25	233
1	1	210	861	1070	25	234
1	1	211	865	1075	25	235
1	1	212	869	1080	25	236
1	1	213	873	1085	25	237
1	1	214	877	1090	25	238
1	1	215	881	1095	25	239
1	1	216	885	1100	25	240
1	1	217	889	1105	25	241
1	1	218	893	1110	25	242
1	1	219	897	1115	25	243
1	1	220	901	1120	25	244
1	1	221	905	1125	25	245
1	1	222	909	1130	25	246
1	1	223	913	1135	25	247
1	1	224	917	1140	25	248
1	1	225	921	1145	25	249
1	1	226	925	1150	25	250
1	1	227	929	1155	25	251
1	1	228	933	1160	25	252
1	1	229	937	1165	25	253
1	1	230	941	1170	25	254
1	1	231	945	1175	25	255
1	1	232	949	1180	25	256
1	1	233	953	1185	25	257
1	1	234	957	1190	25	258
1	1	235	961	1195	25	259
1	1	236	965	1200	25	260
1	1	237	969	1205	25	261
1	1	238	973	1210	25	262
1	1	239	977	1215	25	263
1	1	240	981	1220	25	264
1	1	241	985	1225	25	265
1	1	242	989	1230	25	266
1	1	243	993	1235	25	267
1	1	244	997	1240	25	268
1	1	245	1001	1245	25	269
1	1	246	1005	1250	25	270
1	1	247	1009	1255	25	271
1	1	248	1013	1260	25	272
1	1	249	1017	1265	25	273
1	1	250	1021	1270	25	274
1	1	251	1025	1275	25	275
1	1	252	1029	1280	25	276
1	1	253	1033	1285	25	277
1	1	254	1037	1290	25	278
1	1	255	1041	1295	25	279
1	1	256	1045	1300	25	280
1	1	257	1049	1305	25	281
1	1	258	1053	1310	25	282
1	1	259	1057	1315	25	283
1	1	260	1061	1320	25	284
1	1	261	1065	1325	25	285
1	1	262	1069	1330	25	286
1	1	263	1073	1335	25	287
1	1	264	1077	1340	25	288
1	1	265	1081	1345	25	289
1	1	266	1085	1350	25	290
1	1	267	1089	1355	25	291
1	1	268	1093	1360	25	292
1	1	269	1097	1365	25	293
1	1	270	1101	1370	25	294
1	1	271	1105	1375	25	295
1	1	272	1109	1380	25	296
1	1	273	1113	1385	25	297
1	1	274	1117	1390	25	298
1	1	275	1121	1395	25	299
1	1	276	1125	1400	25	300
1	1	277	1129	1405	25	301
1	1	278	1133	1410	25	302
1	1	279	1137	1415	25	303
1	1	280	1141	1420	25	304
1	1	281	1145	1425	25	305
1	1	282	1149	1430	25	306
1	1	283	1153	1435	25	307
1	1	284	1157	1440	25	308
1	1	285	1161	1445	25	309
1	1	286	1165	1450	25	310
1	1	287	1169	1455	25	311
1	1	288	1173	1460	25	312
1	1	289	1177	1465	25	313
1	1	290	1181	1470	25	314
1	1	291	1185	1475	25	315
1	1	292	1189	1480	25	316
1	1	293	1193	1485	25	317
1	1	294	1197	1490	25	318
1	1	295	1201	1495	25	319
1	1	296	1205	1500	25	320
1	1	297	1209	1505	25	321
1	1	298	1213	1510	25	322
1	1	299	1217	1515	25	323
1	1	300	1221	1520	25	324
1	1	301	1225	1525	25	325
1	1	302	1229	1530	25	326
1	1	303	1233	1535	25	327
1	1	304	1237	1540	25	328
1	1	305	1241	1545	25	329
1	1	306	1245	1550	25	330
1	1	307	1249	1555	25	331
1	1	308	1253	1560	25	332
1	1	309	1257	1565	25	333
1	1	310	1261	1570	25	334
1	1	311	1265	1575	25	335
1	1	312	1269	1580	25	336
1	1	313	1273	1585	25	337
1	1	314	1277	1590	25	338
1	1	315	1281	1595	25	339
1	1	316	1285	1600	25	340
1	1	317	1289	1605	25	341
1	1	318	1293	1610	25	342
1	1	319	1297	1615	25	343
1	1	320	1301	1620	25	344
1	1	321	1305	1625	25	345
1	1	322	1309	1630	25	346
1	1	323	1313	1635	25	347
1	1	324	1317	1640	25	348
1	1	325	1321	1645	25	349
1	1	326	1325	1650	25	350
1	1	327	1329	1655	25	351
1	1	328	1333	1660	25	352
1	1	329	1337	1665	25	353
1	1	330	1341	1670	25	354
1	1	331	1345	1675	25	355
1	1	332	1349	1680	25	356
1	1	333	1353	1685	25	357
1	1	334	1357	1690	25	358
1	1	335	1361	1695	25	359
1	1	336	1365	1700	25	360
1	1	337	1369	1705	25	361
1	1	338	1373	1710	25	362
1	1	339	1377	1715	25	363
1	1	340	1381	1720	25	364
1	1	341	1385	1725	25	365
1	1	342	1389	1730	25	366
1	1	343	1393	1735	25	367
1	1	344	1397	1740	25	368
1	1	345	1401	1745	25	369
1	1	346	1405	1750	25	370
1	1	347	1409	1755	25	371
1	1	348	1413	1760	25	372
1	1	349	1417	1765	25	373
1	1	350	1421	1770	25	374
1	1	351	1425	1775	25	375
1	1	352	1429	1780	25	376
1	1	353	1433	1785	25	377
1	1	354	1437	1790	25	378
1	1	355	1441	1795	25	379
1	1	356	1445	1800	25	380
1	1	357	1449	1805	25	381
1	1	358	1453	1810	25	382
1	1	359	1457	1815	25	383
1	1	360	1461	1820	25	384
1	1	361	1465	1825	25	385
1	1	362	1469	1830	25	386
1	1	363	1473	1835	25	387
1	1	364	1477	1840	25	388
1	1	365	1481	1845	25	389
1	1	366	1485	1850	25	390
1	1	367	1489	1855	25	391
1	1	368	1493	1860	25	392
1	1	369	1497	1865	25	393
1	1	370	1501	1870	25	394
1	1	371	1505	1875	25	395
1	1	372	1509	1880	25	396
1	1	373	1513	1885	25	397
1	1	374	1517	1890	25	398
1	1	375	1521	1895	25	399
1	1	376	1525	1900	25	400
1	1	377	1529	1905	25	401
1	1	378	1533	1910	25	402
1	1	379	1537	1915	25	403
1	1	380	1541	1920	25	404
1	1	381	1545	1925	25	405
1	1	382	1549	1930	25	406
1	1	383	1553	1935	25	407
1	1	384	1557	1940	25	408
1	1	385	1561	1945	25	409
1	1	386	1565	1950	25	410
1	1	387	1569	1955	25	411
1	1	388	1573	1960	25	412
1	1	389	1577	1965	25	413
1	1	390	1581	1970	25	414
1	1	391	1585	1975	25	415
1	1	392	1589	1980	25	416
1	1	393	1593	1985	25	417
1	1	394	1597	1990	25	418
1	1	395	1601	1995	25	419
1	1	396	1605	2000	25	420
1	1	397	1609	2005	25	421
1	1	398	1613	2010	25	422
1	1	399	1617	2015	25	423
2	0	1	25	25	25	25
2	0	2	29	30	25	26
2	0	3	33	35	25	27
2	0	4	37	40	25	28
2	0	5	41	45	25	29
2	0	6	45	50	25	30
2	0	7	49	55	25	31
2	0	8	53	60	25	32
2	0	9	57	65	25	33
2	0	10	61	70	25	34
2	0	11	65	75	25	35
2	0	12	69	80	25	36
2	0	13	73	85	25	37
2	0	14	77	90	25	38
2	0	15	81	95	25	39
2	0	16	85	100	25	40
2	0	17	89	105	25	41
2	0	18	93	110	25	42
2	0	19	97	115	25	43
2	0	20	101	120	25	44
2	0	21	105	125	25	45
2	0	22	109	130	25	46
2	0	23	113	135	25	47
2	0	24	117	140	25	48
2	0	25	121	145	25	49
2	0	26	125	150	25	50
2	0	27	129	155	25	51
2	0	28	133	160	25	52
2	0	29	137	165	25	53
2	0	30	141	170	25	54
2	0	31	145	175	25	55
2	0	32	149	180	25	56
2	0	33	153	185	25	57
2	0	34	157	190	25	58
2	0	35	161	195	25	59
2	0	36	165	200	25	60
2	0	37	169	205	25	61
2	0	38	173	210	25	62
2	0	39	177	215	25	63
2	0	40	181	220	25	64
2	0	41	185	225	25	65
2	0	42	189	230	25	66
2	0	43	193	235	25	67
2	0	44	197	240	25	68
2	0	45	201	245	25	69
2	0	46	205	250	25	70
2	0	47	209	255	25	71
2	0	48	213	260	25	72
2	0	49	217	265	25	73
2	0	50	221	270	25	74
2	0	51	225	275	25	75
2	0	52	229	280	25	76
2	0	53	233	285	25	77
2	0	54	237	290	25	78
2	0	55	241	295	25	79
2	0	56	245	300	25	80
2	0	57	249	305	25	81
2	0	58	253	310	25	82
2	0	59	257	315	25	83
2	0	60	261	320	25	84
2	0	61	265	325	25	85
2	0	62	269	330	25	86
2	0	63	273	335	25	87
2	0	64	277	340	25	88
2	0	65	281	345	25	89
2	0	66	285	350	25	90
2	0	67	289	355	25	91
2	0	68	293	360	25	92
2	0	69	297	365	25	93
2	0	70	301	370	25	94
2	0	71	305	375	25	95
2	0	72	309	380	25	96
2	0	73	313	385	25	97
2	0	74	317	390	25	98
2	0	75	321	395	25	99
2	0	76	325	400	25	100
2	0	77	329	405	25	101
2	0	78	333	410	25	102
2	0	79	337	415	25	103
2	0	80	341	420	25	104
2	0	81	345	425	25	105
2	0	82	349	430	25	106
2	0	83	353	435	25	107
2	0	84	357	440	25	108
2	0	85	361	445	25	109
2	0	86	365	450	25	110
2	0	87	369	455	25	111
2	0	88	373	460	25	112
2	0	89	377	465	25	113
2	0	90	381	470	25	114
2	0	91	385	475	25	115
2	0	92	389	480	25	116
2	0	93	393	485	25	117
2	0	94	397	490	25	118
2	0	95	401	495	25	119
2	0	96	405	500	25	120
2	0	97	409	505	25	121
2	0	98	413	510	25	122
2	0	99	417	515	25	123
2	0	100	421	520	25	124
2	0	101	425	525	25	125
2	0	102	429	530	25	126
2	0	103	433	535	25	127
2	0	104	437	540	25	128
2	0	105	441	545	25	129
2	0	106	445	550	25	130
2	0	107	449	555	25	131
2	0	108	453	560	25	132
2	0	109	457	565	25	133
2	0	110	461	570	25	134
2	0	111	465	575	25	135
2	0	112	469	580	25	136
2	0	113	473	585	25	137
2	0	114	477	590	25	138
2	0	115	481	595	25	139
2	0	116	485	600	25	140
2	0	117	489	605	25	141
2	0	118	493	610	25	142
2	0	119	497	615	25	143
2	0	120	501	620	25	144
2	0	121	505	625	25	145
2	0	122	509	630	25	146
2	0	123	513	635	25	147
2	0	124	517	640	25	148
2	0	125	521	645	25	149
2	0	126	525	650	25	150
2	0	127	529	655	25	151
2	0	128	533	660	25	152
2	0	129	537	665	25	153
2	0	130	541	670	25	154
2	0	131	545	675	25	155
2	0	132	549	680	25	156
2	0	133	553	685	25	157
2	0	134	557	690	25	158
2	0	135	561	695	25	159
2	0	136	565	700	25	160
2	0	137	569	705	25	161
2	0	138	573	710	25	162
2	0	139	577	715	25	163
2	0	140	581	720	25	164
2	0	141	585	725	25	165
2	0	142	589	730	25	166
2	0	143	593	735	25	167
2	0	144	597	740	25	168
2	0	145	601	745	25	169
2	0	146	605	750	25	170
