Level	ExpUpGrade	BaseAwardExp	RunSpeed	AttackSpeed	AttributePower	FightPower	DeadlyStrikeV	DeadlyStrikeDamageV	SeriesEnhanceV	BlockV	BlockDamageResistV	MaxLife	MaxMana	Miss	HitRate	MinBaseAttack	MaxBaseAttack	RecoverManaV
23	1200000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
24	1250000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
25	1300000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
26	1350000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
27	1400000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
28	1450000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
29	1500000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
30	3000000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
31	3400000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
32	3800000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
33	4200000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
34	4200000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
35	4400000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
36	4600000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
37	4800000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
38	5000000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
39	5200000	3000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
40	6000000	5000	0	0	0	0	5	300	240	0	0	0	0	0	0	0	0	20
41	7500000	5000	0	0	0	0	5	300	246	0	0	0	0	0	0	0	0	20
42	9000000	5000	0	0	0	0	5	300	252	0	0	0	0	0	0	0	0	20
43	10500000	5000	0	0	0	0	5	300	258	0	0	0	0	0	0	0	0	20
44	12000000	5000	0	0	0	0	5	300	264	0	0	0	0	0	0	0	0	20
45	13500000	5000	0	0	0	0	5	300	270	0	0	0	0	0	0	0	0	20
46	15000000	5000	0	0	0	0	5	300	276	0	0	0	0	0	0	0	0	20
47	16500000	5000	0	0	0	0	5	300	282	0	0	0	0	0	0	0	0	20
48	18000000	5000	0	0	0	0	5	300	288	0	0	0	0	0	0	0	0	20
49	19500000	5000	0	0	0	0	5	300	294	0	0	0	0	0	0	0	0	20
50	19500000	7000	0	0	0	0	5	300	300	0	0	0	0	0	0	0	0	20
51	22000000	7000	0	0	0	0	5	300	306	0	0	0	0	0	0	0	0	20
52	24500000	7000	0	0	0	0	5	300	312	0	0	0	0	0	0	0	0	20
53	27000000	7000	0	0	0	0	5	300	318	0	0	0	0	0	0	0	0	20
54	29500000	7000	0	0	0	0	5	300	324	0	0	0	0	0	0	0	0	20
55	32000000	7000	0	0	0	0	5	300	330	0	0	0	0	0	0	0	0	20
56	34500000	7000	0	0	0	0	5	300	336	0	0	0	0	0	0	0	0	20
57	37000000	7000	0	0	0	0	5	300	342	0	0	0	0	0	0	0	0	20
58	39500000	7000	0	0	0	0	5	300	348	0	0	0	0	0	0	0	0	20
59	42000000	7000	0	0	0	0	5	300	354	0	0	0	0	0	0	0	0	20
60	60000000	11000	0	0	0	0	5	300	360	0	0	0	0	0	0	0	0	20
61	65000000	11000	0	0	0	0	5	300	366	0	0	0	0	0	0	0	0	20
62	70000000	11000	0	0	0	0	5	300	372	0	0	0	0	0	0	0	0	20
63	75000000	11000	0	0	0	0	5	300	378	0	0	0	0	0	0	0	0	20
64	80000000	11000	0	0	0	0	5	300	384	0	0	0	0	0	0	0	0	20
65	85000000	11000	0	0	0	0	5	300	390	0	0	0	0	0	0	0	0	20
66	90000000	11000	0	0	0	0	5	300	396	0	0	0	0	0	0	0	0	20
67	95000000	11000	0	0	0	0	5	300	402	0	0	0	0	0	0	0	0	20
68	100000000	11000	0	0	0	0	5	300	408	0	0	0	0	0	0	0	0	20
69	105000000	11000	0	0	0	0	5	300	414	0	0	0	0	0	0	0	0	20
70	121000000	11000	0	0	0	0	5	300	420	0	0	0	0	0	0	0	0	20
71	127000000	11000	0	0	0	0	5	300	426	0	0	0	0	0	0	0	0	20
72	133000000	11000	0	0	0	0	5	300	432	0	0	0	0	0	0	0	0	20
73	139000000	11000	0	0	0	0	5	300	438	0	0	0	0	0	0	0	0	20
74	145000000	11000	0	0	0	0	5	300	444	0	0	0	0	0	0	0	0	20
75	151000000	11000	0	0	0	0	5	300	450	0	0	0	0	0	0	0	0	20
76	157000000	11000	0	0	0	0	5	300	456	0	0	0	0	0	0	0	0	20
77	163000000	11000	0	0	0	0	5	300	462	0	0	0	0	0	0	0	0	20
78	169000000	11000	0	0	0	0	5	300	468	0	0	0	0	0	0	0	0	20
79	175000000	11000	0	0	0	0	5	300	474	0	0	0	0	0	0	0	0	20
80	183000000	13000	0	0	0	0	5	300	480	0	0	0	0	0	0	0	0	20
81	191000000	13000	0	0	0	0	5	300	486	0	0	0	0	0	0	0	0	20
82	199000000	13000	0	0	0	0	5	300	492	0	0	0	0	0	0	0	0	20
83	207000000	13000	0	0	0	0	5	300	498	0	0	0	0	0	0	0	0	20
84	215000000	13000	0	0	0	0	5	300	504	0	0	0	0	0	0	0	0	20
85	223000000	13000	0	0	0	0	5	300	510	0	0	0	0	0	0	0	0	20
86	323000000	13000	0	0	0	0	5	300	516	0	0	0	0	0	0	0	0	20
87	335000000	13000	0	0	0	0	5	300	522	0	0	0	0	0	0	0	0	20
88	346000000	13000	0	0	0	0	5	300	528	0	0	0	0	0	0	0	0	20
89	357000000	13000	0	0	0	0	5	300	534	0	0	0	0	0	0	0	0	20
90	358000000	14000	0	0	0	0	5	300	540	0	0	0	0	0	0	0	0	20
91	358000000	14000	0	0	0	0	5	300	546	0	0	0	0	0	0	0	0	20
92	371000000	14000	0	0	0	0	5	300	552	0	0	0	0	0	0	0	0	20
93	384000000	14000	0	0	0	0	5	300	558	0	0	0	0	0	0	0	0	20
94	397000000	14000	0	0	0	0	5	300	564	0	0	0	0	0	0	0	0	20
95	410000000	14000	0	0	0	0	5	300	570	0	0	0	0	0	0	0	0	20
96	423000000	14000	0	0	0	0	5	300	576	0	0	0	0	0	0	0	0	20
97	436000000	14000	0	0	0	0	5	300	582	0	0	0	0	0	0	0	0	20
98	449000000	14000	0	0	0	0	5	300	588	0	0	0	0	0	0	0	0	20
99	462000000	14000	0	0	0	0	5	300	594	0	0	0	0	0	0	0	0	20
100	480000000	18000	0	0	0	0	5	300	600	0	0	0	0	0	0	0	0	20
101	490000000	18000	0	0	0	0	5	300	606	0	0	0	0	0	0	0	0	20
102	500000000	18000	0	0	0	0	5	300	612	0	0	0	0	0	0	0	0	20
103	510000000	18000	0	0	0	0	5	300	618	0	0	0	0	0	0	0	0	20
104	520000000	18000	0	0	0	0	5	300	624	0	0	0	0	0	0	0	0	20
105	530000000	18000	0	0	0	0	5	300	630	0	0	0	0	0	0	0	0	20
106	540000000	18000	0	0	0	0	5	300	636	0	0	0	0	0	0	0	0	20
107	550000000	18000	0	0	0	0	5	300	642	0	0	0	0	0	0	0	0	20
108	560000000	18000	0	0	0	0	5	300	648	0	0	0	0	0	0	0	0	20
109	570000000	18000	0	0	0	0	5	300	654	0	0	0	0	0	0	0	0	20
110	571000000	19000	0	0	0	0	5	300	660	0	0	0	0	0	0	0	0	20
111	572000000	19000	0	0	0	0	5	300	666	0	0	0	0	0	0	0	0	20
112	573000000	19000	0	0	0	0	5	300	672	0	0	0	0	0	0	0	0	20
113	574000000	19000	0	0	0	0	5	300	678	0	0	0	0	0	0	0	0	20
114	575000000	19000	0	0	0	0	5	300	684	0	0	0	0	0	0	0	0	20
115	576000000	19000	0	0	0	0	5	300	690	0	0	0	0	0	0	0	0	20
116	577000000	19000	0	0	0	0	5	300	696	0	0	0	0	0	0	0	0	20
117	578000000	19000	0	0	0	0	5	300	702	0	0	0	0	0	0	0	0	20
118	579000000	19000	0	0	0	0	5	300	708	0	0	0	0	0	0	0	0	20
119	580000000	19000	0	0	0	0	5	300	714	0	0	0	0	0	0	0	0	20
120	581000000	22000	0	0	0	0	5	300	720	0	0	0	0	0	0	0	0	20
121	582000000	22000	0	0	0	0	5	300	726	0	0	0	0	0	0	0	0	20
122	583000000	22000	0	0	0	0	5	300	732	0	0	0	0	0	0	0	0	20
123	584000000	22000	0	0	0	0	5	300	738	0	0	0	0	0	0	0	0	20
124	585000000	22000	0	0	0	0	5	300	744	0	0	0	0	0	0	0	0	20
125	586000000	22000	0	0	0	0	5	300	750	0	0	0	0	0	0	0	0	20
126	587000000	22000	0	0	0	0	5	300	756	0	0	0	0	0	0	0	0	20
127	588000000	22000	0	0	0	0	5	300	762	0	0	0	0	0	0	0	0	20
128	589000000	22000	0	0	0	0	5	300	768	0	0	0	0	0	0	0	0	20
129	590000000	22000	0	0	0	0	5	300	774	0	0	0	0	0	0	0	0	20
130	624000000	25000	0	0	0	0	5	300	780	0	0	0	0	0	0	0	0	20
131	632000000	25000	0	0	0	0	5	300	786	0	0	0	0	0	0	0	0	20
132	640000000	25000	0	0	0	0	5	300	792	0	0	0	0	0	0	0	0	20
133	648000000	25000	0	0	0	0	5	300	798	0	0	0	0	0	0	0	0	20
134	656000000	25000	0	0	0	0	5	300	804	0	0	0	0	0	0	0	0	20
135	664000000	25000	0	0	0	0	5	300	810	0	0	0	0	0	0	0	0	20
136	672000000	25000	0	0	0	0	5	300	816	0	0	0	0	0	0	0	0	20
137	680000000	25000	0	0	0	0	5	300	822	0	0	0	0	0	0	0	0	20
138	688000000	25000	0	0	0	0	5	300	828	0	0	0	0	0	0	0	0	20
139	696000000	25000	0	0	0	0	5	300	834	0	0	0	0	0	0	0	0	20
140	704000000	27000	0	0	0	0	5	300	840	0	0	0	0	0	0	0	0	20
141	712000000	27000	0	0	0	0	5	300	846	0	0	0	0	0	0	0	0	20
142	720000000	27000	0	0	0	0	5	300	852	0	0	0	0	0	0	0	0	20
143	728000000	27000	0	0	0	0	5	300	858	0	0	0	0	0	0	0	0	20
144	736000000	27000	0	0	0	0	5	300	864	0	0	0	0	0	0	0	0	20
145	744000000	27000	0	0	0	0	5	300	870	0	0	0	0	0	0	0	0	20
146	752000000	27000	0	0	0	0	5	300	876	0	0	0	0	0	0	0	0	20
147	760000000	27000	0	0	0	0	5	300	882	0	0	0	0	0	0	0	0	20
148	768000000	27000	0	0	0	0	5	300	888	0	0	0	0	0	0	0	0	20
149	776000000	27000	0	0	0	0	5	300	894	0	0	0	0	0	0	0	0	20
150	784000000	30000	0	0	0	0	5	300	900	0	0	0	0	0	0	0	0	20
151	792000000	30000	0	0	0	0	5	300	906	0	0	0	0	0	0	0	0	20
152	800000000	30000	0	0	0	0	5	300	912	0	0	0	0	0	0	0	0	20
153	808000000	30000	0	0	0	0	5	300	918	0	0	0	0	0	0	0	0	20
154	816000000	30000	0	0	0	0	5	300	924	0	0	0	0	0	0	0	0	20
155	824000000	30000	0	0	0	0	5	300	930	0	0	0	0	0	0	0	0	20
156	832000000	30000	0	0	0	0	5	300	936	0	0	0	0	0	0	0	0	20
157	840000000	30000	0	0	0	0	5	300	942	0	0	0	0	0	0	0	0	20
158	848000000	30000	0	0	0	0	5	300	948	0	0	0	0	0	0	0	0	20
159	856000000	30000	0	0	0	0	5	300	954	0	0	0	0	0	0	0	0	20
160	858000000	35000	0	0	0	0	5	300	960	0	0	0	0	0	0	0	0	20
161	860000000	35000	0	0	0	0	5	300	966	0	0	0	0	0	0	0	0	20
162	862000000	35000	0	0	0	0	5	300	972	0	0	0	0	0	0	0	0	20
163	864000000	35000	0	0	0	0	5	300	978	0	0	0	0	0	0	0	0	20
164	866000000	35000	0	0	0	0	5	300	984	0	0	0	0	0	0	0	0	20
165	868000000	35000	0	0	0	0	5	300	990	0	0	0	0	0	0	0	0	20
166	870000000	35000	0	0	0	0	5	300	996	0	0	0	0	0	0	0	0	20
167	872000000	35000	0	0	0	0	5	300	1002	0	0	0	0	0	0	0	0	20
168	874000000	35000	0	0	0	0	5	300	1008	0	0	0	0	0	0	0	0	20
169	876000000	35000	0	0	0	0	5	300	1014	0	0	0	0	0	0	0	0	20
170	877000000	40000	0	0	0	0	5	300	1020	0	0	0	0	0	0	0	0	20
171	878000000	40000	0	0	0	0	5	300	1026	0	0	0	0	0	0	0	0	20
172	879000000	40000	0	0	0	0	5	300	1032	0	0	0	0	0	0	0	0	20
173	880000000	40000	0	0	0	0	5	300	1038	0	0	0	0	0	0	0	0	20
174	881000000	40000	0	0	0	0	5	300	1044	0	0	0	0	0	0	0	0	20
175	882000000	40000	0	0	0	0	5	300	1050	0	0	0	0	0	0	0	0	20
176	883000000	40000	0	0	0	0	5	300	1056	0	0	0	0	0	0	0	0	20
177	884000000	40000	0	0	0	0	5	300	1062	0	0	0	0	0	0	0	0	20
178	885000000	40000	0	0	0	0	5	300	1068	0	0	0	0	0	0	0	0	20
179	886000000	40000	0	0	0	0	5	300	1074	0	0	0	0	0	0	0	0	20
180	887000000	44000	0	0	0	0	5	300	1080	0	0	0	0	0	0	0	0	20
181	888000000	44000	0	0	0	0	5	300	1086	0	0	0	0	0	0	0	0	20
182	889000000	44000	0	0	0	0	5	300	1092	0	0	0	0	0	0	0	0	20
183	890000000	44000	0	0	0	0	5	300	1098	0	0	0	0	0	0	0	0	20
184	891000000	44000	0	0	0	0	5	300	1104	0	0	0	0	0	0	0	0	20
185	892000000	44000	0	0	0	0	5	300	1110	0	0	0	0	0	0	0	0	20
186	893000000	44000	0	0	0	0	5	300	1116	0	0	0	0	0	0	0	0	20
187	894000000	44000	0	0	0	0	5	300	1122	0	0	0	0	0	0	0	0	20
188	895000000	44000	0	0	0	0	5	300	1128	0	0	0	0	0	0	0	0	20
189	896000000	44000	0	0	0	0	5	300	1134	0	0	0	0	0	0	0	0	20
190	897000000	45000	0	0	0	0	5	300	1140	0	0	0	0	0	0	0	0	20
191	898000000	45000	0	0	0	0	5	300	1146	0	0	0	0	0	0	0	0	20
192	899000000	45000	0	0	0	0	5	300	1152	0	0	0	0	0	0	0	0	20
193	900000000	45000	0	0	0	0	5	300	1158	0	0	0	0	0	0	0	0	20
194	901000000	45000	0	0	0	0	5	300	1164	0	0	0	0	0	0	0	0	20
195	902000000	45000	0	0	0	0	5	300	1170	0	0	0	0	0	0	0	0	20
196	903000000	45000	0	0	0	0	5	300	1176	0	0	0	0	0	0	0	0	20
197	904000000	45000	0	0	0	0	5	300	1182	0	0	0	0	0	0	0	0	20
198	905000000	45000	0	0	0	0	5	300	1188	0	0	0	0	0	0	0	0	20
199	906000000	45000	0	0	0	0	5	300	1194	0	0	0	0	0	0	0	0	20
200	916000000	45000	0	0	0	0	5	300	1200	0	0	0	0	0	0	0	0	20
