NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	ShowName
<i18n=12743>	3489	70		99357	34220	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		102701	29231	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		101957	32328	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		100565	34430	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		100542	30512	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		101367	28491	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		99532	30374	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		101624	30409	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		115457	80464	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		113186	82035	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112523	80680	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112386	79199	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		113689	79096	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		113903	80717	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114513	82115	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116592	82014	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		115417	78839	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		118361	80121	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116779	78828	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116861	76773	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		118575	78492	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		113714	77098	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112313	77253	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116725	80473	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		117871	81828	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		115528	76913	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116918	74871	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		118164	76246	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114296	67033	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116178	69301	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		115558	68143	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112796	66978	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116607	67492	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114306	68917	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		111780	70392	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114687	70375	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		115736	66473	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112689	65180	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		111319	68706	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116620	65292	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112718	69031	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		111126	65689	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		111270	64151	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112786	63560	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114305	63377	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		115510	64859	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114338	65099	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		113506	70809	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		116406	63461	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		111013	67273	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		112854	75603	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		114327	75113	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		89160	97618	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		82772	98836	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		83962	99848	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		86772	100012	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		87892	99272	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		87828	97541	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		89403	96425	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		84650	97896	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		82688	96769	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		87736	94402	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		88233	96065	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		82884	95150	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		86373	94924	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		86106	98131	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		84964	94752	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		85035	92508	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		83696	93587	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		88212	92747	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		84323	96281	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		89188	94057	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		85500	100290	0	0	191	-1	0	0			1	
<i18n=12743>	3489	70		86633	92391	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		54117	160919	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		54569	157269	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		55032	160823	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		54324	158930	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		55453	159022	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		57010	154814	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		51814	159455	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		56699	159585	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		54568	155658	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		56035	157649	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		53543	155173	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		56172	155891	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		52682	158701	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		57270	158007	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		51460	156080	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		52899	160533	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		51321	157871	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		57456	155976	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		52091	154651	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		55438	154099	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		52748	156546	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		53989	154420	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		42467	136033	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		41335	140484	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		42963	143153	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		43073	137585	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		47141	139846	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		45993	139460	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		47243	138173	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		45399	142978	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		44085	143188	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		41340	138430	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		42382	139574	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		46723	141895	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		43861	135474	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		44412	137561	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		46715	136629	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		45321	135564	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		44250	141290	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		42742	141408	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		44383	139578	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		41859	142071	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		45871	137431	0	0	191	-1	0	0			1	
<i18n=2630>	9009	70		45732	141130	0	0	191	-1	0	0			1	
<i18n=7041>	9008	70		22291	105280	0	0	191	-1	0	0				
<i18n=21726>	7363	70		101405	75742	0	0	191	-1	0	0			1	
<i18n=21725>	7364	70		98292	58224	0	0	191	-1	0	0			1	
<i18n=22121>	7367	70		75948	60519	0	0	191	-1	0	0			1	
<i18n=21724>	7368	70		84395	65062	0	0	191	-1	0	0			1	
<i18n=21717>	7387	70		53888	63287	0	0	40	-1	0	0			1	
<i18n=21717>	7369	70		55022	63563	0	0	100	-1	0	0			1	
<i18n=21714>	7388	70		79260	67747	0	0	100	-1	0	0			1	
<i18n=21714>	7370	70		79656	69513	0	0	130	-1	0	0			1	
<i18n=21730>	7373	70		74129	97920	0	0	0	-1	0	0			1	
<i18n=21710>	7372	70		75227	101868	0	0	220	-1	0	0			1	
<i18n=21710>	7390	70		77248	100042	0	0	220	-1	0	0			1	
<i18n=21706>	7371	70		46815	78514	0	0	191	-1	0	0			1	
<i18n=21706>	7389	70		45761	78356	0	0	191	-1	0	0			1	
<i18n=21734>	7378	70		48473	111788	0	0	191	-1	0	0			1	
<i18n=21734>	7391	70		47152	110154	0	0	191	-1	0	0			1	
<i18n=21905>	7379	70		46106	154685	0	0	191	-1	0	0			1	
<i18n=21717>	7374	70		64459	62864	0	0	100	-1	0	0			1	
<i18n=21714>	7375	70		82739	83373	0	0	191	-1	0	0			1	
<i18n=21710>	7377	70		77538	93353	0	0	220	-1	0	0			1	
<i18n=21706>	7376	70		39139	82331	0	0	191	-1	0	0			1	
<i18n=21708>	7380	70		96918	16970	0	0	191	-1	0	0			1	
<i18n=21708>	7380	70		99172	17501	0	0	191	-1	0	0			1	
<i18n=21708>	7380	70		100833	18532	0	0	191	-1	0	0			1	
<i18n=21732>	7381	70		91104	48929	0	0	191	-1	0	0			1	
<i18n=21732>	7381	70		92474	50180	0	0	191	-1	0	0			1	
<i18n=21732>	7381	70		89923	47270	0	0	191	-1	0	0			1	
<i18n=21721>	7382	70		80902	118613	0	0	191	-1	0	0			1	
<i18n=21721>	7382	70		83158	116780	0	0	191	-1	0	0			1	
<i18n=21721>	7382	70		84598	115271	0	0	191	-1	0	0			1	
<i18n=21738>	7383	70		93704	120581	0	0	191	-1	0	0			1	
