nGroupId	nIntensify	tbnSeries	nNeedExp	nNeedPreStar	nMaterialsNum	nDoublePro	nDoubleAddPro	nFiveFoldPro	nFiveAddPro	nSilver	nAttrNum	szAttribType1	tbnAttribValue1	szAttribType2	tbnAttribValue2	FightPower	szName
1	37	9|11	300	3	2	200000	100000	100000	50000	2000	1	basic_damage_v	603|0|603			9300	<i18n=29462>
1	38	9|11	300	3	2	200000	100000	100000	50000	2000	1	basic_damage_v	617|0|617			9600	<i18n=29462>
1	39	9|11	300	3	2	200000	100000	100000	50000	2000	1	basic_damage_v	632|0|632			9900	<i18n=29462>
1	40	9|11	300	3	2	200000	100000	100000	50000	2000	1	basic_damage_v	682|0|682			10200	<i18n=29462>
1	41	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	695|0|695			10500	<i18n=29462>
1	42	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	708|0|708			10800	<i18n=29462>
1	43	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	722|0|722			11100	<i18n=29462>
1	44	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	735|0|735			11400	<i18n=29462>
1	45	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	748|0|748			11700	<i18n=29462>
1	46	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	761|0|761			12000	<i18n=29462>
1	47	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	774|0|774			12300	<i18n=29462>
1	48	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	788|0|788			12600	<i18n=29462>
1	49	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	801|0|801			12900	<i18n=29462>
1	50	9|11	300	4	2	200000	100000	100000	50000	2000	1	basic_damage_v	847|0|847			13200	<i18n=29462>
1	51	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	863|0|863			13600	<i18n=29462>
1	52	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	879|0|879			14000	<i18n=29462>
1	53	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	895|0|895			14400	<i18n=29462>
1	54	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	911|0|911			14800	<i18n=29462>
1	55	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	927|0|927			15200	<i18n=29462>
1	56	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	943|0|943			15600	<i18n=29462>
1	57	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	959|0|959			16000	<i18n=29462>
1	58	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	975|0|975			16400	<i18n=29462>
1	59	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	991|0|991			16800	<i18n=29462>
1	60	9|11	400	5	3	200000	100000	100000	50000	3000	1	basic_damage_v	1047|0|1047			17200	<i18n=29462>
1	61	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1061|0|1061			17600	<i18n=29462>
1	62	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1076|0|1076			18000	<i18n=29462>
1	63	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1090|0|1090			18400	<i18n=29462>
1	64	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1105|0|1105			18800	<i18n=29462>
1	65	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1119|0|1119			19200	<i18n=29462>
1	66	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1133|0|1133			19600	<i18n=29462>
1	67	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1148|0|1148			20000	<i18n=29462>
1	68	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1162|0|1162			20400	<i18n=29462>
1	69	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1177|0|1177			20800	<i18n=29462>
1	70	9|11	400	6	3	200000	100000	100000	50000	3000	1	basic_damage_v	1227|0|1227			21200	<i18n=29462>
1	71	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1240|0|1240			21600	<i18n=29462>
1	72	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1253|0|1253			22000	<i18n=29462>
1	73	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1265|0|1265			22400	<i18n=29462>
1	74	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1278|0|1278			22800	<i18n=29462>
1	75	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1291|0|1291			23200	<i18n=29462>
1	76	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1304|0|1304			23600	<i18n=29462>
1	77	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1317|0|1317			24000	<i18n=29462>
1	78	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1329|0|1329			24400	<i18n=29462>
1	79	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1342|0|1342			24800	<i18n=29462>
1	80	9|11	400	7	3	200000	100000	100000	50000	3000	1	basic_damage_v	1387|0|1387			25200	<i18n=29462>
1	81	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1398|0|1398			25600	<i18n=29462>
1	82	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1409|0|1409			26000	<i18n=29462>
1	83	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1421|0|1421			26400	<i18n=29462>
1	84	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1432|0|1432			26800	<i18n=29462>
1	85	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1443|0|1443			27200	<i18n=29462>
1	86	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1454|0|1454			27600	<i18n=29462>
1	87	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1465|0|1465			28000	<i18n=29462>
1	88	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1477|0|1477			28400	<i18n=29462>
1	89	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1488|0|1488			28800	<i18n=29462>
1	90	9|11	400	8	3	200000	100000	100000	50000	3000	1	basic_damage_v	1527|0|1527			29200	<i18n=29462>
1	91	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1537|0|1537			29600	<i18n=29462>
1	92	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1546|0|1546			30000	<i18n=29462>
1	93	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1556|0|1556			30400	<i18n=29462>
1	94	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1565|0|1565			30800	<i18n=29462>
1	95	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1575|0|1575			31200	<i18n=29462>
1	96	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1585|0|1585			31600	<i18n=29462>
1	97	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1594|0|1594			32000	<i18n=29462>
1	98	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1604|0|1604			32400	<i18n=29462>
1	99	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1613|0|1613			32800	<i18n=29462>
1	100	9|11	400	9	3	200000	100000	100000	50000	3000	1	basic_damage_v	1647|0|1647			33200	<i18n=29462>
1	101	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1655|0|1655			33600	<i18n=29462>
1	102	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1663|0|1663			34000	<i18n=29462>
1	103	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1671|0|1671			34400	<i18n=29462>
1	104	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1679|0|1679			34800	<i18n=29462>
1	105	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1687|0|1687			35200	<i18n=29462>
1	106	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1695|0|1695			35600	<i18n=29462>
1	107	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1703|0|1703			36000	<i18n=29462>
1	108	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1711|0|1711			36400	<i18n=29462>
1	109	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1719|0|1719			36800	<i18n=29462>
1	110	9|11	400	10	3	200000	100000	100000	50000	3000	1	basic_damage_v	1747|0|1747			37200	<i18n=29462>
2	0	11|10	0	0	0						1	lifemax_v	348|0|0			200	<i18n=29662>
2	1	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	588|0|0			400	<i18n=29662>
2	2	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	828|0|0			600	<i18n=29662>
2	3	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	1068|0|0			800	<i18n=29662>
2	4	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	1308|0|0			1000	<i18n=29662>
2	5	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	1548|0|0			1200	<i18n=29662>
2	6	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	1788|0|0			1400	<i18n=29662>
2	7	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	2028|0|0			1600	<i18n=29662>
2	8	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	2268|0|0			1800	<i18n=29662>
2	9	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	2508|0|0			2000	<i18n=29662>
2	10	11|10	200	0	2	200000	100000	100000	50000	2000	1	lifemax_v	3348|0|0			2200	<i18n=29662>
2	11	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	3572|0|0			2400	<i18n=29662>
2	12	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	3796|0|0			2600	<i18n=29662>
2	13	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	4020|0|0			2800	<i18n=29662>
2	14	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	4244|0|0			3000	<i18n=29662>
2	15	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	4468|0|0			3200	<i18n=29662>
2	16	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	4692|0|0			3400	<i18n=29662>
2	17	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	4916|0|0			3600	<i18n=29662>
2	18	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	5140|0|0			3800	<i18n=29662>
2	19	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	5364|0|0			4000	<i18n=29662>
2	20	11|10	200	1	2	200000	100000	100000	50000	2000	1	lifemax_v	6148|0|0			4200	<i18n=29662>
2	21	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	6460|0|0			4500	<i18n=29662>
2	22	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	6772|0|0			4800	<i18n=29662>
2	23	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	7084|0|0			5100	<i18n=29662>
2	24	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	7396|0|0			5400	<i18n=29662>
2	25	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	7708|0|0			5700	<i18n=29662>
2	26	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	8020|0|0			6000	<i18n=29662>
2	27	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	8332|0|0			6300	<i18n=29662>
2	28	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	8644|0|0			6600	<i18n=29662>
2	29	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	8956|0|0			6900	<i18n=29662>
2	30	11|10	300	2	2	200000	100000	100000	50000	2000	1	lifemax_v	10048|0|0			7200	<i18n=29662>
2	31	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	10336|0|0			7500	<i18n=29662>
2	32	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	10624|0|0			7800	<i18n=29662>
2	33	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	10912|0|0			8100	<i18n=29662>
2	34	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	11200|0|0			8400	<i18n=29662>
2	35	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	11488|0|0			8700	<i18n=29662>
2	36	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	11776|0|0			9000	<i18n=29662>
2	37	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	12064|0|0			9300	<i18n=29662>
2	38	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	12352|0|0			9600	<i18n=29662>
2	39	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	12640|0|0			9900	<i18n=29662>
2	40	11|10	300	3	2	200000	100000	100000	50000	2000	1	lifemax_v	13648|0|0			10200	<i18n=29662>
2	41	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	13912|0|0			10500	<i18n=29662>
2	42	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	14176|0|0			10800	<i18n=29662>
2	43	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	14440|0|0			11100	<i18n=29662>
2	44	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	14704|0|0			11400	<i18n=29662>
2	45	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	14968|0|0			11700	<i18n=29662>
2	46	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	15232|0|0			12000	<i18n=29662>
2	47	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	15496|0|0			12300	<i18n=29662>
2	48	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	15760|0|0			12600	<i18n=29662>
2	49	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	16024|0|0			12900	<i18n=29662>
2	50	11|10	300	4	2	200000	100000	100000	50000	2000	1	lifemax_v	16948|0|0			13200	<i18n=29662>
2	51	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	17268|0|0			13600	<i18n=29662>
2	52	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	17588|0|0			14000	<i18n=29662>
2	53	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	17908|0|0			14400	<i18n=29662>
2	54	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	18228|0|0			14800	<i18n=29662>
2	55	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	18548|0|0			15200	<i18n=29662>
2	56	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	18868|0|0			15600	<i18n=29662>
2	57	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	19188|0|0			16000	<i18n=29662>
2	58	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	19508|0|0			16400	<i18n=29662>
2	59	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	19828|0|0			16800	<i18n=29662>
2	60	11|10	400	5	3	200000	100000	100000	50000	3000	1	lifemax_v	20948|0|0			17200	<i18n=29662>
2	61	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	21236|0|0			17600	<i18n=29662>
2	62	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	21524|0|0			18000	<i18n=29662>
2	63	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	21812|0|0			18400	<i18n=29662>
2	64	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	22100|0|0			18800	<i18n=29662>
2	65	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	22388|0|0			19200	<i18n=29662>
2	66	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	22676|0|0			19600	<i18n=29662>
2	67	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	22964|0|0			20000	<i18n=29662>
2	68	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	23252|0|0			20400	<i18n=29662>
2	69	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	23540|0|0			20800	<i18n=29662>
2	70	11|10	400	6	3	200000	100000	100000	50000	3000	1	lifemax_v	24548|0|0			21200	<i18n=29662>
2	71	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	24804|0|0			21600	<i18n=29662>
2	72	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	25060|0|0			22000	<i18n=29662>
2	73	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	25316|0|0			22400	<i18n=29662>
2	74	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	25572|0|0			22800	<i18n=29662>
2	75	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	25828|0|0			23200	<i18n=29662>
2	76	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	26084|0|0			23600	<i18n=29662>
2	77	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	26340|0|0			24000	<i18n=29662>
2	78	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	26596|0|0			24400	<i18n=29662>
2	79	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	26852|0|0			24800	<i18n=29662>
2	80	11|10	400	7	3	200000	100000	100000	50000	3000	1	lifemax_v	27748|0|0			25200	<i18n=29662>
2	81	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	27972|0|0			25600	<i18n=29662>
2	82	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	28196|0|0			26000	<i18n=29662>
2	83	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	28420|0|0			26400	<i18n=29662>
2	84	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	28644|0|0			26800	<i18n=29662>
2	85	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	28868|0|0			27200	<i18n=29662>
2	86	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	29092|0|0			27600	<i18n=29662>
2	87	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	29316|0|0			28000	<i18n=29662>
2	88	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	29540|0|0			28400	<i18n=29662>
2	89	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	29764|0|0			28800	<i18n=29662>
2	90	11|10	400	8	3	200000	100000	100000	50000	3000	1	lifemax_v	30548|0|0			29200	<i18n=29662>
2	91	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	30740|0|0			29600	<i18n=29662>
2	92	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	30932|0|0			30000	<i18n=29662>
2	93	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	31124|0|0			30400	<i18n=29662>
2	94	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	31316|0|0			30800	<i18n=29662>
2	95	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	31508|0|0			31200	<i18n=29662>
2	96	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	31700|0|0			31600	<i18n=29662>
2	97	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	31892|0|0			32000	<i18n=29662>
2	98	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	32084|0|0			32400	<i18n=29662>
2	99	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	32276|0|0			32800	<i18n=29662>
2	100	11|10	400	9	3	200000	100000	100000	50000	3000	1	lifemax_v	32948|0|0			33200	<i18n=29662>
2	101	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	33108|0|0			33600	<i18n=29662>
2	102	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	33268|0|0			34000	<i18n=29662>
2	103	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	33428|0|0			34400	<i18n=29662>
2	104	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	33588|0|0			34800	<i18n=29662>
2	105	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	33748|0|0			35200	<i18n=29662>
2	106	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	33908|0|0			35600	<i18n=29662>
2	107	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	34068|0|0			36000	<i18n=29662>
2	108	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	34228|0|0			36400	<i18n=29662>
2	109	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	34388|0|0			36800	<i18n=29662>
2	110	11|10	400	10	3	200000	100000	100000	50000	3000	1	lifemax_v	34948|0|0			37200	<i18n=29662>
3	0	10|12	0	0	0						1	weaken_deadlystrike_v	17|0|0			200	<i18n=29658>
3	1	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	29|0|0			400	<i18n=29658>
3	2	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	41|0|0			600	<i18n=29658>
3	3	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	53|0|0			800	<i18n=29658>
3	4	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	65|0|0			1000	<i18n=29658>
3	5	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	77|0|0			1200	<i18n=29658>
3	6	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	89|0|0			1400	<i18n=29658>
3	7	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	101|0|0			1600	<i18n=29658>
3	8	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	113|0|0			1800	<i18n=29658>
3	9	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	125|0|0			2000	<i18n=29658>
3	10	10|12	200	0	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	167|0|0			2200	<i18n=29658>
3	11	10|12	200	1	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	178|0|0			2400	<i18n=29658>
3	12	10|12	200	1	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	189|0|0			2600	<i18n=29658>
3	13	10|12	200	1	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	201|0|0			2800	<i18n=29658>
3	14	10|12	200	1	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	212|0|0			3000	<i18n=29658>
3	15	10|12	200	1	2	200000	100000	100000	50000	2000	1	weaken_deadlystrike_v	223|0|0			3200	<i18n=29658>
