nTemplateId	nExtAttrNum	nExtAttrGroupId	nLianHuaExp	nSkillId	nSkillLv	nOrder	nSeries	nSilver	nFightPower	nQualityLevel
700403	6	2	325	10713	11	14	10	32500	10395
700404	6	2	488	10713	11	15	10	48800	10480
700405	6	2	498	10713	11	16	10	49800	10565
700406	6	2	506	10713	11	17	10	50600	10650
700407	6	2	675	10713	11	18	10	67500	10650
700408	6	2	688	10713	11	19	10	68800	10815
700409	6	2	700	10713	11	20	10	70000	10900
700410	6	2	875	10713	11	21	10	87500	10985
700501	5	2	313	10715	11	12	10	31300	8635
700502	6	2	319	10715	11	13	10	31900	10310
700503	6	2	325	10715	11	14	10	32500	10395
700504	6	2	488	10715	11	15	10	48800	10480
700505	6	2	498	10715	11	16	10	49800	10565
700506	6	2	506	10715	11	17	10	50600	10650
700507	6	2	675	10715	11	18	10	67500	10650
700508	6	2	688	10715	11	19	10	68800	10815
700509	6	2	700	10715	11	20	10	70000	10900
700510	6	2	875	10715	11	21	10	87500	10985
700601	5	3	313	10717	11	12	11	31300	8635
700602	6	3	319	10717	11	13	11	31900	10310
700603	6	3	325	10717	11	14	11	32500	10395
700604	6	3	488	10717	11	15	11	48800	10480
700605	6	3	498	10717	11	16	11	49800	10565
700606	6	3	506	10717	11	17	11	50600	10650
700607	6	3	675	10717	11	18	11	67500	10650
700608	6	3	688	10717	11	19	11	68800	10815
700609	6	3	700	10717	11	20	11	70000	10900
700610	6	3	875	10717	11	21	11	87500	10985
700701	5	3	313	10719	11	12	11	31300	8635
700702	6	3	319	10719	11	13	11	31900	10310
700703	6	3	325	10719	11	14	11	32500	10395
700704	6	3	488	10719	11	15	11	48800	10480
700705	6	3	498	10719	11	16	11	49800	10565
700706	6	3	506	10719	11	17	11	50600	10650
700707	6	3	675	10719	11	18	11	67500	10650
700708	6	3	688	10719	11	19	11	68800	10815
700709	6	3	700	10719	11	20	11	70000	10900
700710	6	3	875	10719	11	21	11	87500	10985
700801	5	3	313	10721	11	12	11	31300	8635
700802	6	3	319	10721	11	13	11	31900	10310
700803	6	3	325	10721	11	14	11	32500	10395
700804	6	3	488	10721	11	15	11	48800	10480
700805	6	3	498	10721	11	16	11	49800	10565
700806	6	3	506	10721	11	17	11	50600	10650
700807	6	3	675	10721	11	18	11	67500	10650
700808	6	3	688	10721	11	19	11	68800	10815
700809	6	3	700	10721	11	20	11	70000	10900
700810	6	3	875	10721	11	21	11	87500	10985
700901	5	4	313	10723	11	12	12	31300	8635
700902	6	4	319	10723	11	13	12	31900	10310
700903	6	4	325	10723	11	14	12	32500	10395
700904	6	4	488	10723	11	15	12	48800	10480
700905	6	4	498	10723	11	16	12	49800	10565
700906	6	4	506	10723	11	17	12	50600	10650
700907	6	4	675	10723	11	18	12	67500	10650
700908	6	4	688	10723	11	19	12	68800	10815
700909	6	4	700	10723	11	20	12	70000	10900
700910	6	4	875	10723	11	21	12	87500	10985
701001	5	4	313	10725	11	12	12	31300	8635
701002	6	4	319	10725	11	13	12	31900	10310
701003	6	4	325	10725	11	14	12	32500	10395
701004	6	4	488	10725	11	15	12	48800	10480
701005	6	4	498	10725	11	16	12	49800	10565
701006	6	4	506	10725	11	17	12	50600	10650
701007	6	4	675	10725	11	18	12	67500	10650
701008	6	4	688	10725	11	19	12	68800	10815
701009	6	4	700	10725	11	20	12	70000	10900
701010	6	4	875	10725	11	21	12	87500	10985
701101	5	4	313	10727	11	12	12	31300	8635
701102	6	4	319	10727	11	13	12	31900	10310
701103	6	4	325	10727	11	14	12	32500	10395
701104	6	4	488	10727	11	15	12	48800	10480
701105	6	4	498	10727	11	16	12	49800	10565
701106	6	4	506	10727	11	17	12	50600	10650
701107	6	4	675	10727	11	18	12	67500	10650
701108	6	4	688	10727	11	19	12	68800	10815
701109	6	4	700	10727	11	20	12	70000	10900
701110	6	4	875	10727	11	21	12	87500	10985
701201	5	4	313	10729	11	12	12	31300	8635
701202	6	4	319	10729	11	13	12	31900	10310
701203	6	4	325	10729	11	14	12	32500	10395
701204	6	4	488	10729	11	15	12	48800	10480
701205	6	4	498	10729	11	16	12	49800	10565
701206	6	4	506	10729	11	17	12	50600	10650
701207	6	4	675	10729	11	18	12	67500	10650
701208	6	4	688	10729	11	19	12	68800	10815
701209	6	4	700	10729	11	20	12	70000	10900
701210	6	4	875	10729	11	21	12	87500	10985
701301	5	5	313	10731	11	12	13	31300	8635
701302	6	5	319	10731	11	13	13	31900	10310
701303	6	5	325	10731	11	14	13	32500	10395
701304	6	5	488	10731	11	15	13	48800	10480
701305	6	5	498	10731	11	16	13	49800	10565
701306	6	5	506	10731	11	17	13	50600	10650
701307	6	5	675	10731	11	18	13	67500	10650
701308	6	5	688	10731	11	19	13	68800	10815
701309	6	5	700	10731	11	20	13	70000	10900
701310	6	5	875	10731	11	21	13	87500	10985
710101	5	1	63			12	9	6300	1725
710102	6	1	64			13	9	6400	2060
710103	6	1	65			14	9	6500	2080
710104	6	1	98			15	9	9800	2095
710105	6	1	100			16	9	10000	2115
710106	6	1	101			17	9	10100	2130
710107	6	1	135			18	9	13500	2130
710108	6	1	138			19	9	13800	2165
710109	6	1	140			20	9	14000	2180
710110	6	1	175			21	9	17500	2195
710201	5	2	63			12	10	6300	1725
710202	6	2	64			13	10	6400	2060
710203	6	2	65			14	10	6500	2080
710204	6	2	98			15	10	9800	2095
710205	6	2	100			16	10	10000	2115
710206	6	2	101			17	10	10100	2130
710207	6	2	135			18	10	13500	2130
710208	6	2	138			19	10	13800	2165
710209	6	2	140			20	10	14000	2180
710210	6	2	175			21	10	17500	2195
710301	5	3	63			12	11	6300	1725
710302	6	3	64			13	11	6400	2060
710303	6	3	65			14	11	6500	2080
710304	6	3	98			15	11	9800	2095
710305	6	3	100			16	11	10000	2115
710306	6	3	101			17	11	10100	2130
710307	6	3	135			18	11	13500	2130
710308	6	3	138			19	11	13800	2165
710309	6	3	140			20	11	14000	2180
710310	6	3	175			21	11	17500	2195
710401	5	4	63			12	12	6300	1725
710402	6	4	64			13	12	6400	2060
710403	6	4	65			14	12	6500	2080
710404	6	4	98			15	12	9800	2095
710405	6	4	100			16	12	10000	2115
710406	6	4	101			17	12	10100	2130
710407	6	4	135			18	12	13500	2130
710408	6	4	138			19	12	13800	2165
710409	6	4	140			20	12	14000	2180
710410	6	4	175			21	12	17500	2195
710501	5	5	63			12	13	6300	1725
710502	6	5	64			13	13	6400	2060
710503	6	5	65			14	13	6500	2080
710504	6	5	98			15	13	9800	2095
710505	6	5	100			16	13	10000	2115
710506	6	5	101			17	13	10100	2130
710507	6	5	135			18	13	13500	2130
710508	6	5	138			19	13	13800	2165
710509	6	5	140			20	13	14000	2180
710510	6	5	175			21	13	17500	2195
710601	5	6	23			12	9	2300	310
710602	6	6	23			13	9	2300	370
710603	6	6	24			14	9	2400	370
710604	6	6	35			15	9	3500	375
710605	6	6	35			16	9	3500	375
710606	6	6	36			17	9	3600	380
710607	6	6	49			18	9	4900	380
710608	6	6	49			19	9	4900	385
710609	6	6	50			20	9	5000	390
710610	6	6	63			21	9	6300	390
710701	5	7	23			12	10	2300	310
710702	6	7	23			13	10	2300	370
710703	6	7	24			14	10	2400	370
710704	6	7	35			15	10	3500	375
710705	6	7	35			16	10	3500	375
710706	6	7	36			17	10	3600	380
710707	6	7	49			18	10	4900	380
710708	6	7	49			19	10	4900	385
710709	6	7	50			20	10	5000	390
710710	6	7	63			21	10	6300	390
710801	5	8	23			12	11	2300	310
710802	6	8	23			13	11	2300	370
710803	6	8	24			14	11	2400	370
710804	6	8	35			15	11	3500	375
710805	6	8	35			16	11	3500	375
710806	6	8	36			17	11	3600	380
710807	6	8	49			18	11	4900	380
710808	6	8	49			19	11	4900	385
710809	6	8	50			20	11	5000	390
710810	6	8	63			21	11	6300	390
710901	5	9	23			12	12	2300	310
710902	6	9	23			13	12	2300	370
710903	6	9	24			14	12	2400	370
710904	6	9	35			15	12	3500	375
710905	6	9	35			16	12	3500	375
710906	6	9	36			17	12	3600	380
710907	6	9	49			18	12	4900	380
710908	6	9	49			19	12	4900	385
710909	6	9	50			20	12	5000	390
710910	6	9	63			21	12	6300	390
711001	5	10	23			12	13	2300	310
711002	6	10	23			13	13	2300	370
711003	6	10	24			14	13	2400	370
711004	6	10	35			15	13	3500	375
711005	6	10	35			16	13	3500	375
711006	6	10	36			17	13	3600	380
711007	6	10	49			18	13	4900	380
711008	6	10	49			19	13	4900	385
711009	6	10	50			20	13	5000	390
711010	6	10	63			21	13	6300	390
711101	5	11	10			12	9	1000	130
711102	6	11	11			13	9	1100	155
711103	6	11	11			14	9	1100	160
711104	6	11	16			15	9	1600	160
711105	6	11	16			16	9	1600	160
711106	6	11	18			17	9	1800	160
711107	6	11	23			18	9	2300	160
711108	6	11	23			19	9	2300	165
711109	6	11	24			20	9	2400	165
711110	6	11	29			21	9	2900	165
711201	5	12	10			12	10	1000	130
711202	6	12	11			13	10	1100	155
711203	6	12	11			14	10	1100	160
711204	6	12	16			15	10	1600	160
711205	6	12	16			16	10	1600	160
711206	6	12	18			17	10	1800	160
711207	6	12	23			18	10	2300	160
711208	6	12	23			19	10	2300	165
711209	6	12	24			20	10	2400	165
711210	6	12	29			21	10	2900	165
711301	5	13	10			12	11	1000	130
711302	6	13	11			13	11	1100	155
711303	6	13	11			14	11	1100	160
711304	6	13	16			15	11	1600	160
711305	6	13	16			16	11	1600	160
711306	6	13	18			17	11	1800	160
711307	6	13	23			18	11	2300	160
711308	6	13	23			19	11	2300	165
711309	6	13	24			20	11	2400	165
711310	6	13	29			21	11	2900	165
711401	5	14	10			12	12	1000	130
711402	6	14	11			13	12	1100	155
711403	6	14	11			14	12	1100	160
711404	6	14	16			15	12	1600	160
711405	6	14	16			16	12	1600	160
711406	6	14	18			17	12	1800	160
711407	6	14	23			18	12	2300	160
711408	6	14	23			19	12	2300	165
711409	6	14	24			20	12	2400	165
711410	6	14	29			21	12	2900	165
711501	5	15	10			12	13	1000	130
711502	6	15	11			13	13	1100	155
711503	6	15	11			14	13	1100	160
711504	6	15	16			15	13	1600	160
711505	6	15	16			16	13	1600	160
711506	6	15	18			17	13	1800	160
711507	6	15	23			18	13	2300	160
711508	6	15	23			19	13	2300	165
711509	6	15	24			20	13	2400	165
711510	6	15	29			21	13	2900	165
