TimeFrame	ShowAwardID	ShowNpcID	Desc	BossId	BossNum	FalseBossId	FalseBossNum	NpcLevel	SeriesType	AwardId	TongAwardId	PosIDs	Sort
OpenLevel139	1	6109	<i18n=20019>	6109	1			135	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel139	1	6110	<i18n=20011>	6110	1			135	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel139	1	6111	<i18n=20009>	6111	1			135	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel139	1	6112	<i18n=20008>	6112	1			135	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel139	1	6113	<i18n=20018>	6113	1			135	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel149	1	6108	<i18n=20791>	6108	1			145	0	39	39	5,6,7,8,9	1
OpenLevel149	1	6114	<i18n=21667>	6114	1			145	0	39	39	10,11,12,13	2
OpenLevel149	1	6117	<i18n=20790>	6117	1			145	0	39	39	14,15,16,17	3
OpenLevel149	1	6109	<i18n=20019>	6109	1			145	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel149	1	6110	<i18n=20011>	6110	1			145	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel149	1	6111	<i18n=20009>	6111	1			145	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel149	1	6112	<i18n=20008>	6112	1			145	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel149	1	6113	<i18n=20018>	6113	1			145	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel159	1	6108	<i18n=20791>	6108	1			155	0	39	39	5,6,7,8,9	1
OpenLevel159	1	6114	<i18n=21667>	6114	1			155	0	39	39	10,11,12,13	2
OpenLevel159	1	6117	<i18n=20790>	6117	1			155	0	39	39	14,15,16,17	3
OpenLevel159	1	6109	<i18n=20019>	6109	1			155	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel159	1	6110	<i18n=20011>	6110	1			155	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel159	1	6111	<i18n=20009>	6111	1			155	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel159	1	6112	<i18n=20008>	6112	1			155	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel159	1	6113	<i18n=20018>	6113	1			155	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel169	1	6108	<i18n=20791>	6108	1			165	0	39	39	5,6,7,8,9	1
OpenLevel169	1	6114	<i18n=21667>	6114	1			165	0	39	39	10,11,12,13	2
OpenLevel169	1	6117	<i18n=20790>	6117	1			165	0	39	39	14,15,16,17	3
OpenLevel169	1	6109	<i18n=20019>	6109	1			165	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel169	1	6110	<i18n=20011>	6110	1			165	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel169	1	6111	<i18n=20009>	6111	1			165	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel169	1	6112	<i18n=20008>	6112	1			165	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel169	1	6113	<i18n=20018>	6113	1			165	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel179	1	6108	<i18n=20791>	6108	1			175	0	39	39	5,6,7,8,9	1
OpenLevel179	1	6114	<i18n=21667>	6114	1			175	0	39	39	10,11,12,13	2
OpenLevel179	1	6117	<i18n=20790>	6117	1			175	0	39	39	14,15,16,17	3
OpenLevel179	1	6109	<i18n=20019>	6109	1			175	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel179	1	6110	<i18n=20011>	6110	1			175	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel179	1	6111	<i18n=20009>	6111	1			175	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel179	1	6112	<i18n=20008>	6112	1			175	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel179	1	6113	<i18n=20018>	6113	1			175	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel189	1	6108	<i18n=20791>	6108	1			185	0	39	39	5,6,7,8,9	1
OpenLevel189	1	6114	<i18n=21667>	6114	1			185	0	39	39	10,11,12,13	2
OpenLevel189	1	6117	<i18n=20790>	6117	1			185	0	39	39	14,15,16,17	3
OpenLevel189	1	6109	<i18n=20019>	6109	1			185	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel189	1	6110	<i18n=20011>	6110	1			185	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel189	1	6111	<i18n=20009>	6111	1			185	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel189	1	6112	<i18n=20008>	6112	1			185	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel189	1	6113	<i18n=20018>	6113	1			185	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel199	1	6108	<i18n=20791>	6108	1			195	0	39	39	5,6,7,8,9	1
OpenLevel199	1	6114	<i18n=21667>	6114	1			195	0	39	39	10,11,12,13	2
OpenLevel199	1	6117	<i18n=20790>	6117	1			195	0	39	39	14,15,16,17	3
OpenLevel199	1	6109	<i18n=20019>	6109	1			195	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel199	1	6110	<i18n=20011>	6110	1			195	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel199	1	6111	<i18n=20009>	6111	1			195	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel199	1	6112	<i18n=20008>	6112	1			195	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel199	1	6113	<i18n=20018>	6113	1			195	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel209	1	6108	<i18n=20791>	6108	1			205	0	39	39	5,6,7,8,9	1
OpenLevel209	1	6114	<i18n=21667>	6114	1			205	0	39	39	10,11,12,13	2
OpenLevel209	1	6117	<i18n=20790>	6117	1			205	0	39	39	14,15,16,17	3
OpenLevel209	1	6109	<i18n=20019>	6109	1			205	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel209	1	6110	<i18n=20011>	6110	1			205	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel209	1	6111	<i18n=20009>	6111	1			205	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel209	1	6112	<i18n=20008>	6112	1			205	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel209	1	6113	<i18n=20018>	6113	1			205	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel219	1	6108	<i18n=20791>	6108	1			215	0	39	39	5,6,7,8,9	1
OpenLevel219	1	6114	<i18n=21667>	6114	1			215	0	39	39	10,11,12,13	2
OpenLevel219	1	6117	<i18n=20790>	6117	1			215	0	39	39	14,15,16,17	3
OpenLevel219	1	6109	<i18n=20019>	6109	1			215	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel219	1	6110	<i18n=20011>	6110	1			215	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel219	1	6111	<i18n=20009>	6111	1			215	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel219	1	6112	<i18n=20008>	6112	1			215	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel219	1	6113	<i18n=20018>	6113	1			215	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel229	1	6108	<i18n=20791>	6108	1			225	0	39	39	5,6,7,8,9	1
OpenLevel229	1	6114	<i18n=21667>	6114	1			225	0	39	39	10,11,12,13	2
OpenLevel229	1	6117	<i18n=20790>	6117	1			225	0	39	39	14,15,16,17	3
OpenLevel229	1	6109	<i18n=20019>	6109	1			225	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel229	1	6110	<i18n=20011>	6110	1			225	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel229	1	6111	<i18n=20009>	6111	1			225	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel229	1	6112	<i18n=20008>	6112	1			225	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel229	1	6113	<i18n=20018>	6113	1			225	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel239	1	6108	<i18n=20791>	6108	1			235	0	39	39	5,6,7,8,9	1
OpenLevel239	1	6114	<i18n=21667>	6114	1			235	0	39	39	10,11,12,13	2
OpenLevel239	1	6117	<i18n=20790>	6117	1			235	0	39	39	14,15,16,17	3
OpenLevel239	1	6109	<i18n=20019>	6109	1			235	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel239	1	6110	<i18n=20011>	6110	1			235	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel239	1	6111	<i18n=20009>	6111	1			235	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel239	1	6112	<i18n=20008>	6112	1			235	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel239	1	6113	<i18n=20018>	6113	1			235	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel249	1	6108	<i18n=20791>	6108	1			245	0	39	39	5,6,7,8,9	1
OpenLevel249	1	6114	<i18n=21667>	6114	1			245	0	39	39	10,11,12,13	2
OpenLevel249	1	6117	<i18n=20790>	6117	1			245	0	39	39	14,15,16,17	3
OpenLevel249	1	6109	<i18n=20019>	6109	1			245	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel249	1	6110	<i18n=20011>	6110	1			245	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel249	1	6111	<i18n=20009>	6111	1			245	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel249	1	6112	<i18n=20008>	6112	1			245	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel249	1	6113	<i18n=20018>	6113	1			245	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel259	1	6108	<i18n=20791>	6108	1			255	0	39	39	5,6,7,8,9	1
OpenLevel259	1	6114	<i18n=21667>	6114	1			255	0	39	39	10,11,12,13	2
OpenLevel259	1	6117	<i18n=20790>	6117	1			255	0	39	39	14,15,16,17	3
OpenLevel259	1	6109	<i18n=20019>	6109	1			255	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel259	1	6110	<i18n=20011>	6110	1			255	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel259	1	6111	<i18n=20009>	6111	1			255	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel259	1	6112	<i18n=20008>	6112	1			255	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel259	1	6113	<i18n=20018>	6113	1			255	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel269	1	6108	<i18n=20791>	6108	1			265	0	39	39	5,6,7,8,9	1
OpenLevel269	1	6114	<i18n=21667>	6114	1			265	0	39	39	10,11,12,13	2
OpenLevel269	1	6117	<i18n=20790>	6117	1			265	0	39	39	14,15,16,17	3
OpenLevel269	1	6109	<i18n=20019>	6109	1			265	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel269	1	6110	<i18n=20011>	6110	1			265	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel269	1	6111	<i18n=20009>	6111	1			265	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel269	1	6112	<i18n=20008>	6112	1			265	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel269	1	6113	<i18n=20018>	6113	1			265	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel279	1	6108	<i18n=20791>	6108	1			275	0	39	39	5,6,7,8,9	1
OpenLevel279	1	6114	<i18n=21667>	6114	1			275	0	39	39	10,11,12,13	2
OpenLevel279	1	6117	<i18n=20790>	6117	1			275	0	39	39	14,15,16,17	3
OpenLevel279	1	6109	<i18n=20019>	6109	1			275	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel279	1	6110	<i18n=20011>	6110	1			275	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel279	1	6111	<i18n=20009>	6111	1			275	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel279	1	6112	<i18n=20008>	6112	1			275	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel279	1	6113	<i18n=20018>	6113	1			275	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel289	1	6108	<i18n=20791>	6108	1			285	0	39	39	5,6,7,8,9	1
OpenLevel289	1	6114	<i18n=21667>	6114	1			285	0	39	39	10,11,12,13	2
OpenLevel289	1	6117	<i18n=20790>	6117	1			285	0	39	39	14,15,16,17	3
OpenLevel289	1	6109	<i18n=20019>	6109	1			285	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel289	1	6110	<i18n=20011>	6110	1			285	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel289	1	6111	<i18n=20009>	6111	1			285	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel289	1	6112	<i18n=20008>	6112	1			285	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel289	1	6113	<i18n=20018>	6113	1			285	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
OpenLevel299	1	6108	<i18n=20791>	6108	1			295	0	39	39	5,6,7,8,9	1
OpenLevel299	1	6114	<i18n=21667>	6114	1			295	0	39	39	10,11,12,13	2
OpenLevel299	1	6117	<i18n=20790>	6117	1			295	0	39	39	14,15,16,17	3
OpenLevel299	1	6109	<i18n=20019>	6109	1			295	1	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	4
OpenLevel299	1	6110	<i18n=20011>	6110	1			295	2	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	5
OpenLevel299	1	6111	<i18n=20009>	6111	1			295	3	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	6
OpenLevel299	1	6112	<i18n=20008>	6112	1			295	4	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	7
OpenLevel299	1	6113	<i18n=20018>	6113	1			295	5	39	39	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	8
