Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
12	2	Contrib		150	150	650000			1	1					
12	3	Item	232	2	2	1000000			1	1					
12	4	Item	791	2	2	1000000			1	1					
13	1	Coin		15000	15000	50000			1	1					
13	1	Coin		6000	6000	300000			1	1					
13	1	Coin		3000	3000	650000			1	1					
13	2	Contrib		1500	1500	20000			1	1					
13	2	Contrib		300	300	330000			1	1					
13	2	Contrib		150	150	650000			1	1					
13	3	Item	232	2	2	1000000			1	1					
13	4	Item	792	2	2	1000000			1	1					
14	1	Coin		15000	15000	50000			1	1					
14	1	Coin		6000	6000	300000			1	1					
14	1	Coin		3000	3000	650000			1	1					
14	2	Contrib		1500	1500	20000			1	1					
14	2	Contrib		300	300	330000			1	1					
14	2	Contrib		150	150	650000			1	1					
14	3	Item	232	2	2	1000000			1	1					
14	4	Item	792	2	2	1000000			1	1					
15	1	Coin		15000	15000	50000			1	1					
15	1	Coin		6000	6000	300000			1	1					
15	1	Coin		3000	3000	650000			1	1					
15	2	Contrib		1500	1500	20000			1	1					
15	2	Contrib		300	300	330000			1	1					
15	2	Contrib		150	150	650000			1	1					
15	3	Item	232	2	2	1000000			1	1					
15	4	Item	793	2	2	1000000			1	1					
16	1	Coin		15000	15000	50000			1	1					
16	1	Coin		6000	6000	300000			1	1					
16	1	Coin		3000	3000	650000			1	1					
16	2	Contrib		1500	1500	20000			1	1					
16	2	Contrib		300	300	330000			1	1					
16	2	Contrib		150	150	650000			1	1					
16	3	Item	232	2	2	1000000			1	1					
16	4	Item	793	2	2	1000000			1	1					
17	1	Coin		15000	15000	50000			1	1					
17	1	Coin		6000	6000	300000			1	1					
17	1	Coin		3000	3000	650000			1	1					
17	2	Contrib		1500	1500	20000			1	1					
17	2	Contrib		300	300	330000			1	1					
17	2	Contrib		150	150	650000			1	1					
17	3	Item	232	2	2	1000000			1	1					
17	4	Item	794	2	2	1000000			1	1					
18	1	Coin		15000	15000	50000			1	1					
18	1	Coin		6000	6000	300000			1	1					
18	1	Coin		3000	3000	650000			1	1					
18	2	Contrib		1500	1500	20000			1	1					
18	2	Contrib		300	300	330000			1	1					
18	2	Contrib		150	150	650000			1	1					
18	3	Item	232	2	2	1000000			1	1					
18	4	Item	794	2	2	1000000			1	1					
19	1	Coin		15000	15000	50000			1	1					
19	1	Coin		6000	6000	300000			1	1					
19	1	Coin		3000	3000	650000			1	1					
19	2	Contrib		1500	1500	20000			1	1					
19	2	Contrib		300	300	330000			1	1					
19	2	Contrib		150	150	650000			1	1					
19	3	Item	232	2	2	1000000			1	1					
19	4	Item	795	2	2	1000000			1	1					
20	1	Coin		15000	15000	50000			1	1					
20	1	Coin		6000	6000	300000			1	1					
20	1	Coin		3000	3000	650000			1	1					
20	2	Contrib		1500	1500	20000			1	1					
20	2	Contrib		300	300	330000			1	1					
20	2	Contrib		150	150	650000			1	1					
20	3	Item	232	2	2	1000000			1	1					
20	4	Item	795	2	2	1000000			1	1					
