Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	ChangeTradeLimitByMonthCard
7	1	Item	112070	1	1	100000				1			1		604800	
7	1	Item	112071	1	1	100000				1			1		604800	
7	1	Item	112072	1	1	100000				1			1		604800	
7	1	Item	112073	1	1	100000				1			1		604800	
7	1	Item	112074	1	1	100000				1			1		604800	
7	1	Item	112075	1	1	100000				1			1		604800	
7	1	Item	112076	1	1	100000				1			1		604800	
7	1	Item	112077	1	1	100000				1			1		604800	
7	1	Item	112078	1	1	100000				1			1		604800	
7	1	Item	112079	1	1	100000				1			1		604800	
8	1	Item	112080	1	1	100000				1			1		604800	
8	1	Item	112081	1	1	100000				1			1		604800	
8	1	Item	112082	1	1	100000				1			1		604800	
8	1	Item	112083	1	1	100000				1			1		604800	
8	1	Item	112084	1	1	100000				1			1		604800	
8	1	Item	112085	1	1	100000				1			1		604800	
8	1	Item	112086	1	1	100000				1			1		604800	
8	1	Item	112087	1	1	100000				1			1		604800	
8	1	Item	112088	1	1	100000				1			1		604800	
8	1	Item	112089	1	1	100000				1			1		604800	
9	1	Item	112090	1	1	100000				1			1		604800	
9	1	Item	112091	1	1	100000				1			1		604800	
9	1	Item	112092	1	1	100000				1			1		604800	
9	1	Item	112093	1	1	100000				1			1		604800	
9	1	Item	112094	1	1	100000				1			1		604800	
9	1	Item	112095	1	1	100000				1			1		604800	
9	1	Item	112096	1	1	100000				1			1		604800	
9	1	Item	112097	1	1	100000				1			1		604800	
9	1	Item	112098	1	1	100000				1			1		604800	
9	1	Item	112099	1	1	100000				1			1		604800	
10	1	Item	112100	1	1	100000				1			1		604800	
10	1	Item	112101	1	1	100000				1			1		604800	
10	1	Item	112102	1	1	100000				1			1		604800	
10	1	Item	112103	1	1	100000				1			1		604800	
10	1	Item	112104	1	1	100000				1			1		604800	
10	1	Item	112105	1	1	100000				1			1		604800	
10	1	Item	112106	1	1	100000				1			1		604800	
10	1	Item	112107	1	1	100000				1			1		604800	
10	1	Item	112108	1	1	100000				1			1		604800	
10	1	Item	112109	1	1	100000				1			1		604800	
11	1	Item	112030	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112031	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112032	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112033	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112034	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112035	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112036	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112037	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112038	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112039	1	1	100000		OpenLevel79		1			1		604800	
11	1	Item	112040	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112041	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112042	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112043	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112044	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112045	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112046	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112047	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112048	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112049	1	1	100000	OpenLevel79	OpenLevel99		1			1		604800	
11	1	Item	112050	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112051	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112052	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112053	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112054	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112055	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112056	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112057	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112058	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112059	1	1	100000	OpenLevel99	OpenLevel119		1			1		604800	
11	1	Item	112060	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112061	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112062	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112063	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112064	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112065	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112066	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112067	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112068	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112069	1	1	100000	OpenLevel119	OpenLevel139		1			1		604800	
11	1	Item	112070	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112071	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112072	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112073	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112074	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112075	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112076	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112077	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112078	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112079	1	1	100000	OpenLevel139	OpenLevel159		1			1		604800	
11	1	Item	112080	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112081	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112082	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112083	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112084	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112085	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112086	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112087	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112088	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112089	1	1	100000	OpenLevel159	OpenLevel179		1			1		604800	
11	1	Item	112090	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112091	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112092	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112093	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112094	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112095	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112096	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112097	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112098	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112099	1	1	100000	OpenLevel179	OpenLevel199		1			1		604800	
11	1	Item	112100	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112101	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112102	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112103	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112104	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112105	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112106	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112107	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112108	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112109	1	1	100000	OpenLevel199	OpenDay291		1			1		604800	
11	1	Item	112110	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112111	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112112	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112113	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112114	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112115	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112116	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112117	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112118	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
11	1	Item	112119	1	1	100000	OpenDay291	OpenDay381		1			1		604800	
12	1	Item	112030	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112031	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112032	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112033	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112034	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112035	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112036	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112037	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112038	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112039	1	1	100000		OpenLevel79		1			1		1209600	
12	1	Item	112040	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112041	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112042	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112043	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112044	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112045	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112046	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112047	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112048	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112049	1	1	100000	OpenLevel79	OpenLevel99		1			1		1209600	
12	1	Item	112050	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112051	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112052	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112053	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112054	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112055	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112056	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112057	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112058	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112059	1	1	100000	OpenLevel99	OpenLevel119		1			1		1209600	
12	1	Item	112060	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112061	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112062	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112063	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112064	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112065	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112066	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112067	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112068	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112069	1	1	100000	OpenLevel119	OpenLevel139		1			1		1209600	
12	1	Item	112070	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112071	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112072	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112073	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112074	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112075	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112076	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112077	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112078	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112079	1	1	100000	OpenLevel139	OpenLevel159		1			1		1209600	
12	1	Item	112080	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112081	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112082	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112083	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112084	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112085	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112086	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112087	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112088	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112089	1	1	100000	OpenLevel159	OpenLevel179		1			1		1209600	
12	1	Item	112090	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112091	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112092	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112093	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112094	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112095	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112096	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112097	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112098	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112099	1	1	100000	OpenLevel179	OpenLevel199		1			1		1209600	
12	1	Item	112100	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112101	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112102	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112103	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112104	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112105	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112106	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112107	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112108	1	1	100000	OpenLevel199			1			1		1209600	
12	1	Item	112109	1	1	100000	OpenLevel199			1			1		1209600	
