NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=13967>	9182	40		84632	48647	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		86813	44720	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		83197	48337	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		84070	46608	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		83209	50356	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		86382	50800	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		89867	48292	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		88401	45473	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		85392	45264	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		89317	46689	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		93177	64346	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		96633	64107	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		98134	65573	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		97503	62148	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		93856	62869	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		94187	60710	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		92139	63633	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		92114	65596	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		92658	66986	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		93550	68092	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		97455	67119	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		96712	61173	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		96552	62429	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		93625	66278	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		95106	66615	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		72206	108816	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		75529	112586	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		73594	108507	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		72054	111015	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		74678	108923	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		73597	106212	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		70586	108873	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		71340	107482	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		70473	110564	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		73425	113332	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		72448	113074	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		75924	111400	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		74524	106459	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		72333	106583	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		73656	109785	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92752	116152	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92613	114260	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91327	118380	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89704	116181	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		94007	113613	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89969	112887	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		88135	117763	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		88853	118866	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89976	119972	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		90096	114586	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		93446	118687	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		93953	117718	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		88686	114063	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		94062	115578	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91311	112303	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		107638	130008	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		107687	126701	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		108642	123840	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		107400	123051	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		106396	124838	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		109005	125704	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		105717	122870	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		104173	123813	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		103208	125641	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		103745	129603	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		104867	130400	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		106329	129249	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		108351	129134	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		104697	128378	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		106329	130776	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		100360	108138	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		101402	108045	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		99217	109883	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		98472	106213	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		101287	106347	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		99316	108149	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		96934	107774	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		96817	109376	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		97949	111577	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		99064	111957	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		101138	109859	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		100940	111162	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		100355	106286	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		98112	109869	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		99465	104528	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		87762	82527	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91626	83199	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		93396	83042	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		93028	79381	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91504	78700	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		88623	80990	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		87874	84676	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		95312	82476	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		90414	81135	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91408	85592	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92955	84551	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89867	79490	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89614	84714	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		88966	85943	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		95346	84437	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		7580	112301	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		8115	110788	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		11261	112549	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		12057	111042	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		7628	106731	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		6646	110894	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		19100	121342	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		22192	119878	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		21018	120585	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		24157	119535	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		23416	120413	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		20910	118580	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		30134	102436	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		27631	98646	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		29620	98507	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		31519	101993	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		31840	100595	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		31854	98363	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		45735	89581	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		46582	94184	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		47988	89568	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		45505	90805	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		48049	88078	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		46704	92288	0	0	191	-1	0	0			1
<i18n=9695>	9180	40		47740	94326	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		26951	71046	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		25818	70207	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		26471	68652	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		28294	71671	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		29895	66875	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		30356	65519	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		27156	64483	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		48028	62775	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		48062	64666	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		44713	59890	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		51106	59986	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		49921	62808	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		47022	61748	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		50136	59001	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		28136	42408	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		24848	42630	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		24190	36371	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		27766	35502	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		30170	37103	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		28640	37667	0	0	191	-1	0	0			1
<i18n=12558>	9181	40		22438	39707	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		50626	42827	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		52001	41358	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		50045	39236	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		47998	40681	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		55128	37304	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		55900	40736	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		52329	34709	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		64452	47151	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		60791	52147	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		58359	50216	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		63464	50229	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		60927	48296	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		59099	47911	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		78990	58527	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		74439	65442	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		74330	59270	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		75871	61416	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		79110	60419	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		73905	63252	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		78602	64147	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		85134	52421	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		88025	49923	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		88902	51039	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		84762	50165	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		83989	51448	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		88371	48616	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		87548	46781	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		95030	64135	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		95156	68390	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		96580	66014	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		96395	68126	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		98137	63643	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		95316	60440	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		95113	62217	0	0	191	-1	0	0			1
<i18n=13967>	9182	40		92760	62251	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		94174	85624	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		90028	87115	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91393	87867	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92911	86849	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92713	81015	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		94274	80694	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89644	83071	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		74776	111043	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		71123	112380	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		73409	111378	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		74457	112856	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		75923	108887	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		75450	107352	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91131	120510	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		91339	116236	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92745	118025	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		89635	117855	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92628	119626	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		88095	115959	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		92888	112615	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		100110	111606	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		97184	106085	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		97096	110802	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		97997	104817	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		98048	108405	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		100796	104732	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		100271	109858	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		108781	127651	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		103184	127812	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		107506	125054	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		107456	128456	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		104964	125012	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		106289	126941	0	0	191	-1	0	0			1
<i18n=11135>	9183	40		104719	126765	0	0	191	-1	0	0			1
