NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
<i18n=13651>	9168	20		55701	135458	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		54721	137422	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		51502	135394	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		54419	135663	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		51884	132299	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		54400	131811	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		50207	135470	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		65852	144642	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		64040	144273	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		63007	142815	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		62980	140342	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		63896	138719	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		65379	137986	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		66775	137955	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		65745	140953	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		68401	138691	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		68723	141125	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		68233	143629	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		64485	142603	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		67242	142678	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		64553	139522	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		67171	139495	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		79668	136733	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		76804	135738	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		76574	131055	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		76280	133623	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		77914	129556	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		79565	129456	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		81400	129269	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		81706	131278	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		82092	132794	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		81928	134626	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		77892	134535	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		80256	134724	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		78063	131511	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		80354	131521	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		78014	136436	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		79904	106790	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		79664	110880	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		78632	109718	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		78464	107754	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		79089	105664	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		80295	104899	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		81817	104655	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		83284	105568	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		83432	109403	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		83840	107382	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		82344	110530	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		81057	108170	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		79667	109483	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		82377	106578	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		82211	109360	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95609	144642	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93972	144546	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		92016	142233	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		92048	140226	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		92965	138094	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94361	137455	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95749	137295	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		97016	138175	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		98104	139723	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		97891	141584	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		96933	143465	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93572	142605	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		96227	142154	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93797	139210	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		96277	139324	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		85260	155795	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		83989	156250	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		82594	156031	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		81630	155141	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		81066	153744	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		82524	151688	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		84817	151365	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		82299	150145	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		85429	150189	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		86119	152118	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		86074	154046	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		84772	154319	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		83595	153062	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		82341	154216	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		83762	149868	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		97769	120006	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		96015	122016	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94641	121617	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94036	119510	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94203	117443	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95464	116042	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		96597	115637	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		99137	119360	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		98732	120997	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		97210	122176	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		96692	119142	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95423	120473	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95565	117497	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		97847	117176	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		98212	115827	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		106353	116600	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		104624	116705	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		105848	113397	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		103616	115025	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		102986	113417	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		106982	111517	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		106070	109901	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		107581	110650	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		108400	114056	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		108289	112311	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		104510	114765	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		107809	116169	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		104297	109989	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		107022	114694	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		104756	111537	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		101154	91738	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		100124	91437	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		99143	90109	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		99094	88283	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		100721	84817	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		102255	84351	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		104335	87153	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		102871	86271	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		104425	88989	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		103675	91034	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		100482	89587	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		102842	89160	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		102421	91681	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		99584	86362	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		100766	86298	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93631	110565	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		92347	110584	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		91383	109973	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		90877	106179	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		91627	104080	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93413	103859	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94856	104075	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95491	105568	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		95277	107466	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94894	109626	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		91980	108250	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93956	108161	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		92263	105248	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		94320	105474	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		93185	106554	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		20265	70827	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		18706	70568	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		18110	68697	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		18148	66179	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		18927	64694	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		20198	64180	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		21643	64237	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		22957	65109	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		23366	68646	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		22879	70457	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		21602	70965	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		19554	68828	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		21995	69136	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		19491	66360	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		22151	66225	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		28328	61595	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		26482	61043	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		25162	59334	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		25242	57012	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		26198	54821	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		27633	54091	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		28928	54494	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		30326	55493	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		31255	57365	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		30910	59410	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		30002	61442	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		29866	59983	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		26843	59763	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		26788	56287	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		29699	56811	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		50207	54243	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		47821	54325	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		46588	52955	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		46751	48565	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		48159	47584	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		49077	54757	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		49937	47460	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		52290	49473	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		51856	51512	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		51396	53243	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		47850	52335	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		50172	52427	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		48016	49836	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		50305	49647	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		51383	48232	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		66624	53570	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		65313	53603	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		64416	52530	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		63995	50570	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		64337	48798	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		65310	47377	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		66637	46701	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		67794	47190	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		68588	47989	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		68738	51810	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		67937	53247	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		65794	51411	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		67442	51432	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		65751	49358	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		68777	49919	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		74056	42199	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		72330	42487	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70884	41734	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70028	39033	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70233	36177	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		71363	35000	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		72784	34794	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		74137	35014	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		75446	36516	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		75607	38338	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		75337	40550	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		71393	39956	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		72539	38110	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		71536	36838	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		74106	36665	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		47142	88136	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		45682	87821	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		44216	86957	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		43762	85688	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		43711	81324	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		44982	79957	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		46551	79869	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		48683	82066	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		48707	84208	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		47797	80497	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		48569	86417	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		44835	85438	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		47084	85378	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		44919	82452	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		47200	82166	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		19958	39411	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		17164	41238	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		18312	41572	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		16425	37592	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		19836	41413	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		16494	39551	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		21260	37309	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		19730	34787	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		21223	39094	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		20550	40354	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		17940	39712	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		20215	36672	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		18318	35177	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		21114	35044	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		17295	36226	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		53422	71051	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		51417	70926	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		50443	69064	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		50287	66942	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		51105	65482	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		52309	64541	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		53640	64498	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		55233	64858	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		55502	67035	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		54837	70231	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		51764	68876	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		54062	68895	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		51915	66167	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		54138	66025	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		53064	67278	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		38045	105265	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		36445	105472	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		35192	105372	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		34638	103227	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		34634	100718	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		35366	98978	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		35875	103593	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		36997	98632	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		38561	98793	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		39481	99831	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		39254	104329	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		36983	101884	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		36028	100348	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		38104	103318	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		39602	101598	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		71445	79290	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70183	80406	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		68318	80399	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		67120	79304	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		66553	77384	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		67855	73139	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		68029	74926	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70402	75145	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		68823	72441	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70354	72602	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		71685	73398	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		72161	77543	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		68127	78291	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		70333	78250	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		72026	75462	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		77676	89007	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		75937	88160	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		75268	86655	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		75426	83868	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		76175	82004	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		78156	81715	0	0	191	-1	0	0			1	maplevel170
