NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
<i18n=1869>	9144	30		81066	86364	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80300	90614	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		81272	88156	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		81052	89934	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80019	85713	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		75793	86610	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		76586	90726	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80728	84546	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		77389	85702	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		76067	88897	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		78795	87167	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		70747	101238	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		72552	99154	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		71810	100384	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		69571	98616	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		72843	96865	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		68195	98571	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		70711	96947	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		69632	101097	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		71850	95149	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		72913	95035	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		72033	93668	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		69656	93515	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		69646	95211	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		74889	73650	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		76211	70576	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		75994	66935	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		73193	66269	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		73133	68067	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		71333	71875	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		72919	72039	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		76308	68866	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		75064	67713	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		80771	45474	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		84837	49724	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		81991	44839	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		79973	49244	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		81418	51629	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		84152	51719	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		83240	45092	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		81197	46965	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		83398	46763	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		45322	94437	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		45448	96334	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		46836	99074	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		47538	91205	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		49744	92856	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		48867	91636	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		46131	91866	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		46558	93423	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		46513	96815	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		49553	98339	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		49938	94648	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		48717	93454	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		52760	85570	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		51027	84875	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		50614	82623	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		54693	80144	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		54259	78508	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		51716	83764	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		54475	83563	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		54373	86119	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		52900	78636	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		55923	82015	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		55512	84455	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		68268	25516	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		70243	31056	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		70423	28939	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		70417	27187	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		67092	25544	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		69345	25679	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		66933	27193	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		68874	32536	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		67483	32892	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		57383	56989	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		57982	54929	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		54360	49782	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		52819	53499	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		53591	57658	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		54486	51791	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		55817	49867	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		55048	58102	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		56201	51989	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		57980	51391	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		58686	41356	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		63088	39753	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		63125	38067	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		62442	36536	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		60063	36657	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		59027	37381	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		58571	39351	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		61976	43624	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		60260	37793	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		33917	19818	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		37076	20541	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		40150	20691	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		35005	17240	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		35770	18994	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		38502	22292	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		39851	18650	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		38807	16442	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		21671	130212	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		18674	129807	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		22986	124105	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		22333	125077	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		19301	128582	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		23607	127896	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		23462	125696	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		20320	123126	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		19419	124968	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		12977	117090	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		17529	115426	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		14525	109438	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		12541	112250	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		14088	115229	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		15197	113514	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		17360	110011	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		14064	111841	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		16565	115247	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		34570	97191	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		33534	93030	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		34699	99186	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		38075	94632	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		37457	98421	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		34569	94016	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		35885	95902	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		33591	96064	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		36691	97427	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		35059	92026	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		36808	93900	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		36396	92315	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		37181	67624	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		36500	70342	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		38020	73467	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		41571	67362	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		39509	70250	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		38009	71865	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		40860	73282	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		41923	71441	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		38693	66346	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		41992	69229	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		12463	114585	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		16411	116728	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		17989	113663	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		17674	111757	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		16510	111532	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		20886	126818	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		20195	130767	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		22988	129753	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		21955	128476	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		18134	127984	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		18104	125697	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		21944	123173	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		36010	99960	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		33820	98287	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		38229	96284	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		37699	93106	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		36766	72217	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		39805	73750	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		40481	71818	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		40741	68793	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		38244	68764	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		40270	66382	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		40045	22867	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		38841	24675	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		35575	22874	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		36841	16471	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		36950	24899	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		38544	18716	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		33937	22828	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		56097	57937	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		54294	55547	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		52873	55799	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		56290	55234	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		57049	50180	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		53126	51222	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		58110	53134	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		62972	42103	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		59380	42774	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		60040	41531	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		61703	41374	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		61223	35907	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		66182	32562	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		68825	30474	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		66795	30761	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		69069	27161	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		65365	30628	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		66105	26611	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		65564	28301	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		45998	97701	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		48398	99308	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		48742	97063	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		50417	96910	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		55825	79549	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		53105	81686	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		51105	78733	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		51958	80135	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		50446	80482	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		72276	74010	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		75860	72749	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		71669	69598	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		71873	67504	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		74993	71941	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		80699	50705	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		79891	47468	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		81169	49633	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		83399	49687	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		85015	48239	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		83869	46162	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		68813	94946	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		71646	98630	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		68011	96556	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		68685	99957	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		71079	93616	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		77650	91553	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		79090	91513	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80135	88825	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		77159	84397	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		77661	89055	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		89728	95982	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		88477	96805	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		89233	98284	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		88581	95299	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		93751	98169	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		93019	92543	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		91227	98258	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		71423	136941	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		74132	138007	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		72310	132319	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		70944	133334	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		73459	134000	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		81533	146295	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		85040	145999	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		86621	144364	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		82240	147730	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		81623	144173	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		13167	110295	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		15853	109773	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		14984	117003	0	0	191	-1	0	0			1	maplevel130
<i18n=611>	9147	30		18664	123579	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		78303	83722	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		79832	83836	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80556	102088	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		82019	98104	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		82322	104828	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		82914	101687	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		83433	104882	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		85401	102523	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		84793	104260	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		82019	100020	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		85564	100442	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80560	99507	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		80930	103773	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		84503	102987	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		81637	102965	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		83512	98251	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		84873	98563	0	0	191	-1	0	0			1	maplevel130
<i18n=1869>	9144	30		84391	100359	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		74082	69668	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		74732	66223	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		73889	74065	0	0	191	-1	0	0			1	maplevel130
<i18n=15060>	9145	30		82708	51984	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		35350	24850	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		61896	37793	0	0	191	-1	0	0			1	maplevel130
<i18n=11656>	9146	30		60429	43569	0	0	191	-1	0	0			1	maplevel130
