NpcName	ShowName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=21034>	<i18n=21034>	6121	1		59596	49586	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		60896	49637	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		62339	49586	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		59570	47952	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		60871	47834	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		62313	47525	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6122	1		73905	72896	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		75087	72783	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		73896	70739	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		75087	70702	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		73980	69145	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		75218	68807	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6122	1		89633	54101	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		90741	54181	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		89610	52487	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		90781	52519	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		89546	50951	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		90741	51031	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		30961	51189	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		32015	49064	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		32009	51199	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		30979	49164	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		63418	83508	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		63398	81711	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		64512	81603	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		64502	83475	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		83892	60764	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		83909	59265	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		84963	60811	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		84985	59223	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		68215	42466	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		68232	40701	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		69226	42438	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		69233	40658	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		63236	58908	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		63249	57072	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		64624	57028	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		64602	58953	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		52877	47855	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		52895	45936	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		54173	45876	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		54169	47896	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		45670	74536	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		45669	73094	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		47021	73096	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		47036	74518	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		18367	72281	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		18403	71011	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		19480	70958	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		19500	72310	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		50009	88772	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		50065	87365	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		51051	87315	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		51058	88692	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		72545	37440	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		72576	35693	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		73701	35615	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		73715	37506	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		48478	36178	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		48501	34452	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		49518	34420	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		49489	36176	0	0	191	-1	0	0			
